Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009,22,1722,ORL,Orlando Magic,Courtney Lee,1985-10-03,23.0,NBA,SG,77.0,1939.0,10.7,0.56,0.38,0.17,1.1,9.1,5.2,7.6,2.0,0.5,10.6,15.5,1.3,3.1,4.4,0.11,-2.1,1.9,-0.1,0.9
2010,3,1722,NJN,New Jersey Nets,Courtney Lee,1985-10-03,24.0,NBA,SG,71.0,2375.0,12.8,0.52,0.29,0.2,2.8,9.7,6.1,9.0,2.1,0.6,8.3,17.7,1.8,1.3,3.1,0.06,-1.0,-0.4,-1.4,0.4
2011,11,1722,HOU,Houston Rockets,Courtney Lee,1985-10-03,25.0,NBA,SG,81.0,1723.0,12.6,0.53,0.3,0.21,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,0.08,-0.7,-0.5,-1.1,0.4
2012,11,1722,HOU,Houston Rockets,Courtney Lee,1985-10-03,26.0,NBA,SG,58.0,1757.0,12.6,0.53,0.37,0.15,1.7,8.9,5.2,7.9,2.0,0.9,9.4,17.6,1.8,1.4,3.2,0.09,-0.4,0.3,0.0,0.9
2013,2,1722,BOS,Boston Celtics,Courtney Lee,1985-10-03,27.0,NBA,SG,78.0,1941.0,11.7,0.55,0.29,0.14,1.9,9.4,5.8,11.7,2.4,0.9,13.0,15.7,0.9,2.4,3.3,0.08,-1.8,1.2,-0.5,0.7
2014,31,1722,TOT,Total After Trade,Courtney Lee,1985-10-03,28.0,NBA,SG,79.0,1973.0,13.8,0.57,0.32,0.18,1.7,9.5,5.6,9.3,1.7,1.2,9.9,17.0,2.8,1.9,4.7,0.11,0.1,0.8,0.9,1.5
2014,2,1722,BOS,Boston Celtics,Courtney Lee,1985-10-03,28.0,NBA,SG,30.0,504.0,14.6,0.57,0.28,0.12,1.8,9.5,5.5,10.9,2.0,1.4,11.5,19.2,0.6,0.4,1.0,0.09,0.8,0.8,1.6,0.5
2014,15,1722,MEM,Memphis Grizzlies,Courtney Lee,1985-10-03,28.0,NBA,SG,49.0,1469.0,13.5,0.57,0.33,0.21,1.7,9.5,5.6,8.7,1.6,1.1,9.3,16.3,2.2,1.5,3.7,0.12,-0.2,0.8,0.7,1.0
2015,15,1722,MEM,Memphis Grizzlies,Courtney Lee,1985-10-03,29.0,NBA,SG,77.0,2354.0,11.5,0.56,0.35,0.2,1.0,7.6,4.3,9.8,1.7,0.4,10.0,15.2,2.5,2.4,4.8,0.1,-1.0,0.5,-0.5,0.9
2016,31,1722,TOT,Total After Trade,Courtney Lee,1985-10-03,30.0,NBA,SG,79.0,2334.0,11.5,0.55,0.34,0.18,1.4,8.7,4.9,9.1,1.9,1.1,9.4,14.7,2.1,1.7,3.9,0.08,-1.3,0.3,-1.0,0.6
2016,15,1722,MEM,Memphis Grizzlies,Courtney Lee,1985-10-03,30.0,NBA,SG,51.0,1489.0,11.7,0.56,0.33,0.22,1.4,7.9,4.5,8.1,1.8,1.0,9.6,15.3,1.5,0.8,2.2,0.07,-0.9,-0.1,-0.9,0.4
2016,4,1722,CHO,Charlotte Hornets,Courtney Lee,1985-10-03,30.0,NBA,SG,28.0,845.0,11.2,0.54,0.36,0.12,1.3,10.1,5.6,10.9,2.0,1.2,9.0,13.6,0.7,1.0,1.6,0.09,-2.1,1.1,-1.0,0.2
2017,20,1722,NYK,New York Knicks,Courtney Lee,1985-10-03,31.0,NBA,SG,77.0,2459.0,12.2,0.56,0.38,0.14,2.3,9.0,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.08,-0.7,-0.2,-0.9,0.7
2018,20,1722,NYK,New York Knicks,Courtney Lee,1985-10-03,32.0,NBA,SG,76.0,2310.0,13.0,0.56,0.37,0.16,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.08,-0.1,-0.2,-0.3,1.0
2019,31,1722,TOT,Total After Trade,Courtney Lee,1985-10-03,33.0,NBA,SG,34.0,428.0,10.3,0.49,0.43,0.16,2.2,11.2,6.7,12.8,2.4,0.6,9.2,15.3,0.1,0.4,0.4,0.05,-3.4,0.8,-2.5,-0.1
2019,20,1722,NYK,New York Knicks,Courtney Lee,1985-10-03,33.0,NBA,SG,12.0,160.0,13.7,0.53,0.34,0.3,3.8,14.1,8.8,15.1,2.4,1.1,8.6,15.5,0.2,0.1,0.3,0.09,-1.8,1.1,-0.8,0.0
2019,7,1722,DAL,Dallas Mavericks,Courtney Lee,1985-10-03,33.0,NBA,SG,22.0,268.0,8.3,0.47,0.48,0.08,1.2,9.5,5.4,11.4,2.4,0.3,9.6,15.1,-0.1,0.3,0.2,0.03,-4.3,0.7,-3.6,-0.1
2020,7,1722,DAL,Dallas Mavericks,Courtney Lee,1985-10-03,34.0,NBA,SG,24.0,345.0,10.8,0.63,0.57,0.08,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.09,-2.1,1.5,-0.6,0.1
