Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,13,267,LAC,Los Angeles Clippers,21.0,NBA,PG,81.0,1841.0,10.8,0.5,0.24,0.27,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,-1.3,1.6,0.3,0.01,-2.4,0.2,-2.2,-0.1
2012,13,267,LAC,Los Angeles Clippers,22.0,NBA,PG,40.0,464.0,11.2,0.45,0.24,0.35,5.6,11.1,8.3,21.6,3.6,2.5,24.4,19.1,-0.4,0.6,0.2,0.02,-3.4,1.8,-1.6,0.0
2013,13,267,LAC,Los Angeles Clippers,23.0,NBA,PG,76.0,1553.0,17.5,0.51,0.14,0.24,6.1,11.1,8.6,23.5,3.7,3.0,17.9,22.5,1.1,2.6,3.7,0.12,1.3,2.2,3.5,2.2
2014,24,267,PHO,Phoenix Suns,24.0,NBA,PG,43.0,1416.0,19.6,0.58,0.25,0.43,2.1,13.8,8.0,27.0,2.4,0.8,17.8,24.9,2.6,1.6,4.1,0.14,2.3,0.7,3.1,1.8
2015,24,267,PHO,Phoenix Suns,25.0,NBA,PG,81.0,2800.0,18.4,0.56,0.26,0.42,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,4.1,2.9,7.0,0.12,1.6,0.5,2.1,2.9
2016,24,267,PHO,Phoenix Suns,26.0,NBA,PG,31.0,1059.0,20.0,0.56,0.26,0.35,1.8,11.2,6.4,31.8,2.9,1.5,16.2,27.2,1.6,1.0,2.5,0.12,2.5,0.8,3.3,1.4
2017,24,267,PHO,Phoenix Suns,27.0,NBA,PG,66.0,2176.0,20.5,0.56,0.3,0.44,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,4.0,1.4,5.3,0.12,3.7,-0.1,3.6,3.1
2018,31,267,TOT,Total After Trade,28.0,NBA,PG,74.0,2322.0,19.7,0.58,0.36,0.32,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.12,2.3,0.3,2.5,2.6
2018,24,267,PHO,Phoenix Suns,28.0,NBA,PG,3.0,83.0,13.0,0.51,0.32,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.03,-0.7,-2.4,-3.2,0.0
2018,17,267,MIL,Milwaukee Bucks,28.0,NBA,PG,71.0,2239.0,20.0,0.58,0.37,0.32,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.12,2.4,0.4,2.8,2.7
2019,17,267,MIL,Milwaukee Bucks,29.0,NBA,PG,78.0,2272.0,19.3,0.58,0.39,0.24,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.17,1.9,1.2,3.1,2.9
2020,17,267,MIL,Milwaukee Bucks,30.0,NBA,PG,61.0,1646.0,17.6,0.57,0.31,0.3,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,2.4,3.0,5.4,0.16,0.8,1.1,1.8,1.6
2021,19,267,NOP,New Orleans Pelicans,31.0,NBA,SG,15.0,442.0,13.1,0.55,0.44,0.19,2.2,12.1,7.2,18.1,1.5,1.0,14.3,20.2,0.3,0.3,0.6,0.06,-0.7,-1.0,-1.6,0.0
