Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,23.0,BOS,NBA,SG,77.0,34.0,1262.0,5.2,11.0,0.475,0.3,0.9,0.387,4.9,10.2,0.483,3.2,4.3,0.737,2.4,3.9,6.3,1.8,2.2,0.7,2.2,4.5,14.0
2006,24.0,BOS,NBA,PG,51.0,9.0,978.0,4.7,10.1,0.471,0.4,1.3,0.324,4.3,8.8,0.492,3.7,4.9,0.746,1.2,2.9,4.1,2.5,1.9,0.7,2.5,4.6,13.6
2007,25.0,BOS,NBA,SG,33.0,18.0,805.0,5.9,11.6,0.514,0.4,1.5,0.242,5.6,10.1,0.553,4.7,6.0,0.784,1.6,4.0,5.5,2.5,2.2,0.5,3.4,3.9,16.9
2008,26.0,BOS,NBA,SG,75.0,11.0,1373.0,4.4,10.2,0.434,0.5,1.5,0.316,4.0,8.7,0.455,3.6,4.7,0.762,0.9,3.5,4.4,3.0,1.6,0.6,2.9,4.4,13.0
2009,27.0,BOS,NBA,SG,46.0,2.0,887.0,5.6,11.5,0.482,0.2,1.1,0.222,5.3,10.4,0.51,3.2,4.4,0.725,0.9,3.3,4.2,2.7,2.2,0.9,3.1,4.0,14.6
2010,28.0,BOS,NBA,SG,54.0,8.0,889.0,5.2,10.2,0.51,0.0,0.2,0.0,5.2,10.0,0.52,2.9,4.8,0.605,2.1,3.8,5.9,2.9,2.4,0.8,2.7,4.4,13.4
2011,29.0,MEM,NBA,SG,72.0,31.0,1494.0,6.0,11.9,0.51,0.1,0.6,0.174,6.0,11.3,0.527,3.3,4.4,0.753,1.7,3.0,4.7,2.5,3.1,1.1,2.1,3.9,15.5
2012,30.0,MEM,NBA,SG,58.0,57.0,1525.0,5.0,10.6,0.469,0.2,0.6,0.308,4.8,10.0,0.479,3.3,4.1,0.8,2.3,3.2,5.5,1.9,2.5,0.8,2.2,3.4,13.4
2013,31.0,MEM,NBA,SG,79.0,79.0,2109.0,4.8,10.9,0.445,0.1,0.4,0.125,4.8,10.5,0.458,2.3,3.2,0.717,2.1,4.1,6.2,1.7,2.0,0.8,1.6,3.6,12.0
2014,32.0,MEM,NBA,SG,55.0,28.0,1278.0,5.7,11.6,0.494,0.3,1.3,0.234,5.4,10.3,0.527,2.1,3.4,0.628,2.2,3.6,5.9,2.6,2.5,0.5,2.5,3.4,13.9
2015,33.0,MEM,NBA,SG,63.0,41.0,1648.0,4.9,9.9,0.495,0.2,0.6,0.345,4.7,9.3,0.505,1.7,2.8,0.627,2.3,3.9,6.1,1.9,2.8,0.7,1.9,3.6,11.8
2016,34.0,MEM,NBA,SG,64.0,57.0,1620.0,4.8,10.4,0.458,0.3,0.9,0.357,4.4,9.5,0.468,2.0,3.1,0.652,2.3,4.3,6.6,1.6,2.4,0.4,1.7,3.9,11.9
2017,35.0,MEM,NBA,SG,71.0,66.0,1914.0,5.2,11.2,0.461,0.3,1.0,0.278,4.9,10.2,0.479,1.5,2.4,0.615,3.1,4.2,7.4,1.8,2.2,0.5,1.9,3.3,12.1
2018,36.0,NOP,NBA,SF,22.0,0.0,273.0,5.8,12.0,0.484,0.5,1.6,0.333,5.3,10.4,0.506,1.5,2.8,0.524,2.6,3.6,6.2,1.2,1.5,0.4,2.5,6.5,13.6
