Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,25,POR,Portland Trail Blazers,Rasheed Wallace,26,77,2940,20.9,0.56,0.14,0.27,6.2,17.9,12.2,12.9,1.6,3.4,10.7,23.4,6.8,4.2,11.0,0.18,3.3,1.1,4.4,4.8
2001,25,POR,Portland Trail Blazers,Damon Stoudamire,27,82,2655,16.3,0.52,0.23,0.22,3.2,10.2,6.8,29.1,2.1,0.2,15.7,21.3,4.1,2.5,6.7,0.12,1.1,-0.1,1.0,2.0
2001,25,POR,Portland Trail Blazers,Steve Smith,31,81,2542,15.9,0.59,0.29,0.44,4.2,8.4,6.4,13.6,1.0,0.7,12.7,19.7,6.6,1.6,8.2,0.16,1.5,-0.9,0.6,1.7
2001,25,POR,Portland Trail Blazers,Dale Davis,31,81,2162,15.1,0.52,0.01,0.31,13.3,19.9,16.7,7.4,1.1,2.6,10.8,13.4,3.8,2.8,6.6,0.15,0.3,-0.1,0.2,1.2
2001,25,POR,Portland Trail Blazers,Scottie Pippen,35,64,2133,15.3,0.54,0.31,0.27,4.1,14.2,9.3,21.8,2.4,1.2,18.8,17.9,2.4,2.7,5.1,0.12,1.0,1.2,2.2,2.3
2001,25,POR,Portland Trail Blazers,Bonzi Wells,24,75,1995,18.8,0.57,0.07,0.33,7.4,14.3,11.0,18.4,2.5,0.7,16.9,23.3,3.4,2.6,5.9,0.14,1.5,0.7,2.3,2.1
2001,25,POR,Portland Trail Blazers,Arvydas Sabonis,36,61,1299,18.4,0.53,0.03,0.3,4.9,24.9,15.2,12.3,1.7,3.5,12.7,24.0,1.5,2.3,3.7,0.14,-0.2,1.4,1.2,1.1
2001,25,POR,Portland Trail Blazers,Stacey Augmon,32,66,1182,12.3,0.51,0.02,0.33,6.3,9.7,8.0,12.7,2.2,1.3,13.6,13.9,1.3,1.2,2.5,0.1,-1.1,1.3,0.2,0.7
2001,25,POR,Portland Trail Blazers,Shawn Kemp,31,68,1083,11.4,0.47,0.03,0.32,7.2,20.9,14.3,9.9,2.2,1.6,17.4,24.5,-0.8,1.7,0.9,0.04,-4.8,0.1,-4.8,-0.7
2001,25,POR,Portland Trail Blazers,Greg Anthony,33,58,856,12.0,0.52,0.63,0.14,3.0,5.4,4.3,14.8,2.5,0.3,13.8,16.9,0.9,0.7,1.6,0.09,0.0,0.1,0.1,0.5
2001,25,POR,Portland Trail Blazers,Detlef Schrempf,38,26,397,9.8,0.49,0.08,0.28,5.3,17.7,11.7,16.8,0.9,0.6,20.8,15.8,0.1,0.4,0.5,0.06,-2.8,-0.3,-3.1,-0.1
2001,25,POR,Portland Trail Blazers,Rod Strickland,34,21,351,12.2,0.44,0.01,0.26,3.9,7.9,6.0,31.9,1.5,0.2,18.0,17.7,0.1,0.2,0.4,0.05,-0.8,-1.1,-1.8,0.0
2001,25,POR,Portland Trail Blazers,Antonio Harvey,30,12,72,17.0,0.51,0.0,0.21,8.6,14.4,11.6,9.6,0.7,6.2,8.9,21.7,0.1,0.1,0.2,0.14,-1.2,0.0,-1.2,0.0
2001,25,POR,Portland Trail Blazers,Will Perdue,35,13,58,18.5,0.65,0.0,0.44,12.8,23.9,18.5,5.3,2.8,2.6,0.0,8.6,0.2,0.1,0.3,0.24,1.6,1.7,3.3,0.1
2001,25,POR,Portland Trail Blazers,Erick Barkley,22,8,38,10.3,0.43,0.36,0.0,0.0,9.1,4.7,28.8,2.8,0.0,18.5,33.0,-0.1,0.0,-0.1,-0.08,-4.6,-3.2,-7.7,-0.1
2001,25,POR,Portland Trail Blazers,Gary Grant,35,4,17,22.8,0.71,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,19.1,0.1,0.0,0.1,0.21,2.8,0.2,3.0,0.0
