Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,30,WAS,Washington Wizards,Richard Hamilton,22,78,2519,15.7,0.51,0.12,0.26,3.4,7.7,5.5,17.7,1.5,0.3,12.6,28.1,2.3,0.1,2.4,0.05,0.4,-2.6,-2.2,-0.1
2001,30,WAS,Washington Wizards,Juwan Howard,27,54,1981,15.8,0.52,0.0,0.31,7.0,15.5,11.2,14.9,1.2,0.8,15.2,24.9,1.6,0.6,2.2,0.05,0.2,-1.7,-1.5,0.2
2001,30,WAS,Washington Wizards,Michael Smith,28,79,1610,14.0,0.53,0.0,0.71,12.3,28.9,20.4,9.6,1.8,1.6,17.8,9.6,2.0,1.6,3.6,0.11,0.0,0.2,0.2,0.9
2001,30,WAS,Washington Wizards,Jahidi White,24,68,1609,14.7,0.54,0.0,0.76,12.7,25.4,18.9,2.1,1.0,4.9,20.0,18.9,0.5,1.6,2.1,0.06,-2.4,-0.9,-3.3,-0.5
2001,30,WAS,Washington Wizards,Chris Whitney,29,59,1532,13.2,0.54,0.53,0.24,0.9,7.3,4.0,26.9,1.9,0.1,16.5,18.1,2.1,0.2,2.3,0.07,0.4,-1.5,-1.1,0.4
2001,30,WAS,Washington Wizards,Tyrone Nesby,25,48,1223,9.0,0.46,0.33,0.2,3.3,9.4,6.3,8.9,1.7,0.9,11.0,18.2,-0.1,0.3,0.2,0.01,-2.5,-1.3,-3.8,-0.6
2001,30,WAS,Washington Wizards,Mitch Richmond,35,37,1216,14.9,0.52,0.26,0.32,1.4,9.2,5.2,16.6,1.8,0.4,12.8,24.1,1.4,0.2,1.6,0.06,1.0,-1.2,-0.3,0.5
2001,30,WAS,Washington Wizards,Felipe Lopez,26,47,1108,11.9,0.5,0.09,0.38,3.1,14.0,8.4,11.1,1.9,1.2,12.8,17.5,0.6,0.5,1.1,0.05,-1.6,0.0,-1.5,0.1
2001,30,WAS,Washington Wizards,Rod Strickland,34,33,1020,17.4,0.51,0.05,0.44,2.8,9.4,6.0,38.9,2.2,0.3,17.3,20.9,1.5,0.3,1.8,0.08,2.3,-0.9,1.5,0.9
2001,30,WAS,Washington Wizards,Courtney Alexander,23,27,910,14.2,0.52,0.09,0.27,2.8,7.6,5.1,8.6,1.7,0.2,10.9,24.3,0.9,0.1,0.9,0.05,-0.8,-2.5,-3.3,-0.3
2001,30,WAS,Washington Wizards,Christian Laettner,31,25,733,17.6,0.59,0.04,0.54,6.7,17.9,12.2,13.7,2.2,1.9,19.2,21.2,1.2,0.5,1.7,0.11,0.6,-0.1,0.4,0.5
2001,30,WAS,Washington Wizards,Gerard King,28,45,706,10.1,0.55,0.0,0.26,6.3,15.2,10.7,7.4,1.0,1.1,19.4,15.3,0.3,0.2,0.5,0.04,-2.7,-0.6,-3.3,-0.2
2001,30,WAS,Washington Wizards,Calvin Booth,24,40,640,14.7,0.48,0.0,0.27,9.5,22.5,15.9,5.9,1.4,9.1,16.1,15.6,0.1,0.9,1.0,0.07,-2.6,2.2,-0.4,0.3
2001,30,WAS,Washington Wizards,Popeye Jones,30,45,638,13.1,0.46,0.04,0.36,14.9,25.6,20.2,7.8,1.5,0.9,10.6,13.8,0.8,0.5,1.2,0.09,-1.3,-1.7,-3.0,-0.2
2001,30,WAS,Washington Wizards,Laron Profit,23,35,605,11.7,0.47,0.18,0.32,3.4,9.1,6.2,23.5,3.1,1.3,22.1,15.3,-0.1,0.4,0.3,0.02,-1.4,0.4,-1.0,0.2
2001,30,WAS,Washington Wizards,Hubert Davis,30,15,431,12.8,0.6,0.32,0.18,2.7,5.5,4.1,19.4,0.7,0.0,16.3,15.8,0.8,-0.1,0.7,0.08,0.8,-2.6,-1.8,0.0
2001,30,WAS,Washington Wizards,David Vanterpool,27,22,411,10.9,0.46,0.06,0.46,4.2,6.4,5.3,26.4,2.9,0.5,21.9,18.3,-0.2,0.2,0.0,0.0,-2.7,-0.9,-3.7,-0.2
2001,30,WAS,Washington Wizards,Obinna Ekezie,25,29,273,13.3,0.5,0.0,0.69,13.0,19.7,16.3,5.5,0.9,1.3,12.2,18.7,0.4,0.1,0.5,0.09,-1.9,-1.6,-3.5,-0.1
2001,30,WAS,Washington Wizards,Mike Smith,24,17,180,8.1,0.39,0.3,0.27,6.4,7.9,7.2,9.0,1.4,1.2,9.6,18.1,-0.1,0.0,-0.1,-0.03,-1.6,-2.5,-4.2,-0.1
2001,30,WAS,Washington Wizards,Cherokee Parks,28,13,178,13.0,0.53,0.0,0.45,8.4,18.1,13.1,6.4,1.7,4.4,18.0,13.9,0.1,0.2,0.3,0.07,-1.5,1.2,-0.4,0.1
2001,30,WAS,Washington Wizards,Loy Vaught,32,14,157,16.8,0.54,0.0,0.08,11.7,25.8,18.6,8.0,2.0,0.9,13.9,16.4,0.2,0.1,0.3,0.11,0.6,-1.8,-1.2,0.0
