SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,24,PHO,Channing Frye,27.0,77,64.0,2541,358,829,0.43,171,439,0.39,187,390,0.48,0.54,89,107,0.83,65,448,513,96,46,79,73,272,976
2011,24,PHO,Steve Nash,36.0,75,75.0,2497,399,811,0.49,81,205,0.4,318,606,0.52,0.54,227,249,0.91,40,220,260,855,48,4,265,87,1106
2011,24,PHO,Grant Hill,38.0,80,80.0,2409,399,825,0.48,45,114,0.4,354,711,0.5,0.51,213,257,0.83,77,261,338,200,64,35,134,184,1056
2011,24,PHO,Jared Dudley,25.0,82,15.0,2140,300,629,0.48,105,253,0.42,195,376,0.52,0.56,162,218,0.74,111,207,318,108,87,20,77,139,867
2011,24,PHO,Marcin Gortat,26.0,55,12.0,1636,294,522,0.56,1,4,0.25,293,518,0.57,0.56,128,175,0.73,110,403,513,53,29,70,64,136,717
2011,24,PHO,Hakim Warrick,28.0,80,6.0,1416,228,446,0.51,1,11,0.09,227,435,0.52,0.51,212,294,0.72,88,208,296,69,32,9,79,100,669
2011,24,PHO,Vince Carter,34.0,51,41.0,1387,264,625,0.42,89,243,0.37,175,382,0.46,0.49,72,98,0.74,43,142,185,82,47,17,54,123,689
2011,24,PHO,Robin Lopez,22.0,67,56.0,991,179,357,0.5,0,0,,179,357,0.5,0.5,74,100,0.74,82,134,216,8,18,45,48,143,432
2011,24,PHO,Josh Childress,27.0,54,3.0,894,121,214,0.56,1,16,0.06,120,198,0.61,0.57,29,59,0.49,69,86,155,42,33,23,44,68,272
2011,24,PHO,Goran Dragic,24.0,48,2.0,856,133,316,0.42,28,101,0.28,105,215,0.49,0.46,59,97,0.61,24,62,86,149,36,6,96,90,353
2011,24,PHO,Jason Richardson,30.0,25,25.0,796,183,389,0.47,62,148,0.42,121,241,0.5,0.55,55,72,0.76,33,78,111,36,27,3,30,46,483
2011,24,PHO,Mickael Pietrus,28.0,38,4.0,689,98,250,0.39,51,149,0.34,47,101,0.46,0.49,36,51,0.71,9,67,76,23,19,18,25,66,283
2011,24,PHO,Hedo Turkoglu,31.0,25,16.0,630,85,193,0.44,41,97,0.42,44,96,0.46,0.55,26,36,0.72,20,80,100,58,18,14,31,77,237
2011,24,PHO,Aaron Brooks,26.0,25,5.0,473,86,200,0.43,22,67,0.33,64,133,0.48,0.48,46,57,0.81,9,18,27,104,13,1,44,46,240
2011,24,PHO,Zabian Dowdell,26.0,24,0.0,292,51,125,0.41,3,10,0.3,48,115,0.42,0.42,16,17,0.94,5,15,20,51,20,2,29,30,121
2011,24,PHO,Earl Barron,29.0,12,6.0,183,12,51,0.24,0,0,,12,51,0.24,0.24,12,20,0.6,16,24,40,4,6,4,11,32,36
2011,24,PHO,Garret Siler,24.0,21,0.0,101,17,31,0.55,0,0,,17,31,0.55,0.55,11,22,0.5,16,12,28,3,1,4,10,20,45
2011,24,PHO,Earl Clark,23.0,9,0.0,72,12,31,0.39,0,0,,12,31,0.39,0.39,5,10,0.5,4,13,17,4,1,3,2,6,29
2011,24,PHO,Gani Lawal,22.0,1,0.0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
2011,24,PHO,Team Totals,,82,,20005,3219,6844,0.47,701,1857,0.38,2518,4987,0.5,0.52,1472,1939,0.76,821,2478,3299,1945,545,357,1169,1666,8611
