SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,8,DEN,Arron Afflalo,25.0,69,69.0,2324,312,627,0.5,105,248,0.42,207,379,0.55,0.58,138,163,0.85,45,206,251,168,34,31,71,153,867
2011,8,DEN,Nene Hilario,28.0,75,75.0,2291,402,654,0.62,1,5,0.2,401,649,0.62,0.62,286,402,0.71,145,426,571,149,84,73,134,238,1091
2011,8,DEN,Ty Lawson,23.0,80,31.0,2103,346,688,0.5,69,171,0.4,277,517,0.54,0.55,172,225,0.76,67,142,209,377,80,4,137,133,933
2011,8,DEN,J.R. Smith,25.0,79,6.0,1968,341,784,0.44,124,318,0.39,217,466,0.47,0.51,163,221,0.74,45,277,322,175,92,16,100,173,969
2011,8,DEN,Carmelo Anthony,26.0,50,50.0,1774,437,967,0.45,42,126,0.33,395,841,0.47,0.47,343,417,0.82,77,305,382,140,43,31,142,134,1259
2011,8,DEN,Al Harrington,30.0,73,3.0,1665,281,675,0.42,117,328,0.36,164,347,0.47,0.5,86,117,0.74,76,256,332,101,39,10,106,202,765
2011,8,DEN,Chauncey Billups,34.0,51,51.0,1646,235,536,0.44,105,238,0.44,130,298,0.44,0.54,265,287,0.92,12,113,125,271,52,12,129,94,840
2011,8,DEN,Kenyon Martin,33.0,48,48.0,1233,185,362,0.51,2,9,0.22,183,353,0.52,0.51,42,72,0.58,67,230,297,109,43,35,59,136,414
2011,8,DEN,Gary Forbes,25.0,63,11.0,791,124,273,0.45,19,58,0.33,105,215,0.49,0.49,59,87,0.68,28,88,116,49,23,6,46,77,326
2011,8,DEN,Chris Andersen,32.0,45,0.0,732,82,137,0.6,0,1,0.0,82,136,0.6,0.6,86,135,0.64,75,144,219,20,23,58,25,79,250
2011,8,DEN,Shelden Williams,27.0,42,32.0,713,82,181,0.45,0,0,,82,181,0.45,0.45,34,46,0.74,74,149,223,19,18,22,37,92,198
2011,8,DEN,Raymond Felton,26.0,21,0.0,663,88,204,0.43,28,61,0.46,60,143,0.42,0.5,37,60,0.62,8,67,75,137,28,0,45,37,241
2011,8,DEN,Wilson Chandler,23.0,21,19.0,642,101,241,0.42,26,75,0.35,75,166,0.45,0.47,34,42,0.81,13,92,105,34,14,24,37,47,262
2011,8,DEN,Danilo Gallinari,22.0,14,12.0,433,54,131,0.41,20,54,0.37,34,77,0.44,0.49,78,101,0.77,11,65,76,22,13,9,25,27,206
2011,8,DEN,Melvin Ely,32.0,30,2.0,366,28,51,0.55,0,0,,28,51,0.55,0.55,13,21,0.62,27,47,74,14,4,11,14,50,69
2011,8,DEN,Anthony Carter,35.0,14,0.0,153,10,30,0.33,4,12,0.33,6,18,0.33,0.4,2,2,1.0,0,12,12,26,9,1,14,19,26
2011,8,DEN,Kosta Koufos,21.0,11,1.0,98,21,42,0.5,0,0,,21,42,0.5,0.5,12,19,0.63,15,18,33,0,2,5,6,9,54
2011,8,DEN,Timofey Mozgov,24.0,11,0.0,66,11,21,0.52,0,0,,11,21,0.52,0.52,6,8,0.75,5,12,17,0,1,2,3,8,28
2011,8,DEN,Renaldo Balkman,26.0,5,0.0,44,5,9,0.56,0,0,,5,9,0.56,0.56,3,4,0.75,1,3,4,2,3,2,0,11,13
2011,8,DEN,Team Totals,,82,,19705,3145,6613,0.48,662,1704,0.39,2483,4909,0.51,0.53,1859,2429,0.76,791,2652,3443,1813,605,352,1157,1719,8811
