Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,29,1440,UTA,Utah Jazz,Al Jefferson,26.0,82,82.0,2940,654,1319,0.5,0,0,,654,1319,0.5,0.5,220,289,0.76,235,559,794,149,46,153,105,238,1528
2011,29,1626,UTA,Utah Jazz,Andrei Kirilenko,29.0,64,62.0,1999,253,542,0.47,36,98,0.37,217,444,0.49,0.5,208,270,0.77,100,227,327,192,81,74,117,113,750
2011,29,1983,UTA,Utah Jazz,C.J. Miles,23.0,78,19.0,1969,366,899,0.41,109,339,0.32,257,560,0.46,0.47,159,196,0.81,54,201,255,135,74,38,93,221,1000
2011,29,3132,UTA,Utah Jazz,Deron Williams,26.0,53,53.0,2009,369,806,0.46,89,258,0.34,280,548,0.51,0.51,302,354,0.85,32,173,205,514,64,12,187,152,1129
2011,29,895,UTA,Utah Jazz,Derrick Favors,19.0,22,4.0,444,74,140,0.53,0,0,,74,140,0.53,0.53,32,57,0.56,45,70,115,18,11,27,21,63,180
2011,29,1199,UTA,Utah Jazz,Devin Harris,27.0,17,16.0,530,83,201,0.41,25,70,0.36,58,131,0.44,0.48,77,95,0.81,6,34,40,92,13,2,49,33,268
2011,29,3041,UTA,Utah Jazz,Earl Watson,31.0,80,13.0,1567,126,307,0.41,36,107,0.34,90,200,0.45,0.47,55,82,0.67,52,130,182,278,61,17,116,146,343
2011,29,856,UTA,Utah Jazz,Francisco Elson,34.0,62,1.0,610,54,113,0.48,0,0,,54,113,0.48,0.48,26,31,0.84,35,80,115,33,21,14,32,84,134
2011,29,1238,UTA,Utah Jazz,Gordon Hayward,20.0,72,17.0,1218,142,293,0.48,35,74,0.47,107,219,0.49,0.54,69,97,0.71,41,98,139,81,30,19,70,106,388
2011,29,877,UTA,Utah Jazz,Jeremy Evans,23.0,49,3.0,463,76,115,0.66,0,1,0.0,76,114,0.67,0.66,26,37,0.7,36,61,97,24,17,17,19,50,178
2011,29,3050,UTA,Utah Jazz,Kyle Weaver,24.0,5,0.0,69,9,25,0.36,3,7,0.43,6,18,0.33,0.42,7,8,0.88,2,8,10,7,2,2,7,3,28
2011,29,913,UTA,Utah Jazz,Kyrylo Fesenko,24.0,53,1.0,456,44,100,0.44,0,1,0.0,44,99,0.44,0.44,18,46,0.39,34,74,108,18,4,16,25,90,106
2011,29,617,UTA,Utah Jazz,Marcus Cousin,24.0,4,0.0,18,2,3,0.67,0,0,,2,3,0.67,0.67,0,0,,0,3,3,0,0,1,1,1,4
2011,29,2196,UTA,Utah Jazz,Mehmet Okur,31.0,13,0.0,168,22,62,0.36,5,16,0.31,17,46,0.37,0.4,15,20,0.75,9,21,30,19,4,4,7,18,64
2011,29,2002,UTA,Utah Jazz,Paul Millsap,25.0,76,76.0,2605,525,988,0.53,9,23,0.39,516,965,0.54,0.54,256,338,0.76,164,415,579,187,103,69,145,272,1315
2011,29,211,UTA,Utah Jazz,Raja Bell,34.0,68,63.0,2097,191,467,0.41,68,193,0.35,123,274,0.45,0.48,91,102,0.89,31,145,176,118,56,14,63,169,541
2011,29,2361,UTA,Utah Jazz,Ronnie Price,27.0,59,0.0,717,74,210,0.35,20,69,0.29,54,141,0.38,0.4,29,39,0.74,22,39,61,56,42,5,55,106,197
