SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,20,NYK,Patrick Ewing,27,10,10,395,10.4,20.0,0.52,0.1,0.2,0.5,10.3,19.8,0.52,5.9,7.2,0.82,1.9,7.7,9.6,2.8,1.2,1.8,2.5,3.7,26.8
1990,20,NYK,Maurice Cheeks,33,10,10,388,4.6,9.6,0.48,0.0,0.4,0.0,4.6,9.3,0.5,2.6,2.9,0.9,1.1,2.5,3.6,7.9,1.6,0.2,1.8,1.9,11.9
1990,20,NYK,Charles Oakley,26,10,8,336,4.6,9.0,0.51,0.1,0.1,1.0,4.5,8.9,0.51,3.6,5.6,0.65,4.2,7.6,11.8,2.9,1.2,0.2,2.4,3.5,13.0
1990,20,NYK,Gerald Wilkins,26,10,10,319,7.1,15.5,0.46,0.2,0.9,0.25,6.9,14.6,0.47,2.0,2.5,0.82,1.6,2.5,4.1,5.9,1.6,0.1,2.0,2.6,16.5
1990,20,NYK,Kiki Vandeweghe,31,10,10,236,4.7,11.3,0.42,0.9,2.0,0.46,3.8,9.3,0.41,1.2,1.5,0.8,1.1,0.8,1.8,2.1,0.8,0.3,1.1,2.1,11.6
1990,20,NYK,Johnny Newman,26,10,0,231,5.9,13.2,0.45,0.6,1.6,0.4,5.3,11.7,0.45,5.8,7.6,0.76,1.7,1.6,3.3,1.6,1.4,0.5,2.6,6.4,18.2
1990,20,NYK,Trent Tucker,30,10,0,178,4.4,11.1,0.4,2.0,5.5,0.37,2.4,5.7,0.43,1.2,1.2,1.0,1.0,1.8,2.8,4.0,2.0,0.0,1.2,3.8,12.1
1990,20,NYK,Kenny Walker,25,10,2,154,3.7,6.8,0.55,0.0,0.2,0.0,3.7,6.5,0.57,2.1,3.3,0.64,1.6,4.2,5.8,1.4,0.0,0.9,0.2,5.1,9.6
1990,20,NYK,Mark Jackson,24,9,0,81,5.8,13.8,0.42,0.0,0.9,0.0,5.8,12.9,0.45,3.6,4.9,0.73,0.4,1.8,2.2,9.3,0.9,0.0,3.1,2.2,15.1
1990,20,NYK,Eddie Lee Wilkins,27,7,0,54,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,4.0,7.3,0.55,3.3,4.0,7.3,0.0,1.3,0.0,1.3,4.7,16.0
1990,20,NYK,Brian Quinnett,23,3,0,16,4.5,9.0,0.5,2.3,2.3,1.0,2.3,6.8,0.33,0.0,0.0,,11.3,6.8,18.0,4.5,0.0,0.0,2.3,4.5,11.3
1990,20,NYK,Stuart Gray,26,4,0,12,6.0,15.0,0.4,0.0,0.0,,6.0,15.0,0.4,0.0,0.0,,9.0,15.0,24.0,0.0,3.0,0.0,9.0,9.0,12.0
