PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alvin Robertson,27,4,4,155,8.1,15.6,0.522,0.0,0.2,0.0,8.1,15.3,0.53,5.6,7.9,0.706,2.3,3.0,5.3,4.4,2.1,0.0,3.5,3.7,21.8
Brad Lohaus,25,4,4,147,3.9,9.8,0.4,1.5,3.9,0.375,2.4,5.9,0.41700000000000004,0.0,0.0,,1.0,5.6,6.6,1.2,2.0,2.2,2.2,4.2,9.3
Paul Pressey,31,4,2,129,5.3,12.3,0.43200000000000005,0.0,0.8,0.0,5.3,11.4,0.46299999999999997,5.9,7.3,0.8079999999999999,2.2,3.6,5.9,8.4,1.7,0.3,2.0,3.9,16.5
Ricky Pierce,30,4,0,122,8.3,17.7,0.467,1.5,3.0,0.5,6.8,14.8,0.46,8.3,9.1,0.903,1.8,0.9,2.7,1.8,1.5,0.0,0.9,4.1,26.3
Jack Sikma,34,4,4,117,1.8,7.1,0.261,0.6,2.2,0.28600000000000003,1.2,4.9,0.25,1.8,2.5,0.75,0.0,4.3,4.3,2.2,0.6,1.2,3.7,5.8,6.2
Greg Anderson,25,4,0,101,4.6,6.8,0.684,0.0,0.0,,4.6,6.8,0.684,2.5,5.0,0.5,2.1,6.4,8.6,0.0,0.4,1.4,1.4,6.8,11.8
Jay Humphries,27,3,2,79,3.6,6.8,0.5329999999999999,0.5,1.4,0.33299999999999996,3.2,5.5,0.583,4.6,5.9,0.769,0.5,1.8,2.3,8.7,1.4,0.0,3.6,2.7,12.3
Fred Roberts,29,4,4,79,5.9,9.1,0.65,0.0,0.5,0.0,5.9,8.7,0.684,5.9,7.3,0.813,2.3,1.4,3.6,1.4,0.0,0.5,2.3,4.1,17.8
Tony Brown,29,2,0,13,2.8,8.3,0.33299999999999996,2.8,2.8,1.0,0.0,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,0.0,8.3,8.3
Jeff Grayer,24,4,0,12,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0
Frank Kornet,23,2,0,4,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0
Tito Horford,24,2,0,2,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
