SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,9,DET,Isiah Thomas,28,20,20,758,7.0,15.2,0.46,1.5,3.2,0.47,5.5,12.0,0.46,3.8,4.8,0.79,1.0,4.2,5.2,7.7,2.0,0.3,3.4,3.1,19.4
1990,9,DET,Joe Dumars,26,20,20,754,6.2,13.6,0.46,0.2,0.9,0.26,6.0,12.7,0.47,4.7,5.4,0.88,0.9,1.2,2.1,4.5,1.1,0.0,2.6,1.8,17.4
1990,9,DET,Bill Laimbeer,32,20,20,667,4.9,10.7,0.46,0.8,2.3,0.35,4.1,8.4,0.49,1.3,1.6,0.86,2.2,9.2,11.4,1.5,1.2,1.0,0.9,4.2,12.0
1990,9,DET,Dennis Rodman,28,19,17,560,3.5,6.1,0.57,0.0,0.0,,3.5,6.1,0.57,1.2,2.3,0.51,3.5,6.8,10.4,1.1,0.6,0.8,2.0,4.0,8.1
1990,9,DET,John Salley,25,20,0,547,3.8,8.0,0.48,0.0,0.0,,3.8,8.0,0.48,4.9,6.4,0.76,3.8,3.9,7.7,1.3,0.6,2.2,1.4,5.0,12.5
1990,9,DET,James Edwards,34,20,20,536,7.7,15.5,0.49,0.0,0.1,0.0,7.7,15.4,0.5,3.9,6.4,0.6,1.6,3.2,4.8,0.9,0.3,0.7,2.1,5.0,19.2
1990,9,DET,Vinnie Johnson,33,20,0,463,6.6,14.3,0.46,0.2,0.5,0.29,6.5,13.8,0.47,2.6,3.3,0.79,2.2,2.2,4.4,4.2,0.6,0.3,2.4,3.0,16.0
1990,9,DET,Mark Aguirre,30,20,3,439,7.1,15.1,0.47,0.7,2.0,0.33,6.4,13.1,0.49,3.2,4.3,0.75,2.5,4.9,7.5,2.2,0.8,0.2,2.5,4.2,18.0
1990,9,DET,Dave Greenwood,32,5,0,47,1.5,3.1,0.5,0.0,0.0,,1.5,3.1,0.5,0.8,3.1,0.25,1.5,5.4,6.9,0.0,1.5,0.0,1.5,8.4,3.8
1990,9,DET,William Bedford,26,5,0,19,1.9,11.4,0.17,0.0,0.0,,1.9,11.4,0.17,3.8,3.8,1.0,0.0,3.8,3.8,0.0,0.0,1.9,0.0,7.6,7.6
1990,9,DET,Gerald Henderson,34,8,0,19,1.9,9.5,0.2,0.0,5.7,0.0,1.9,3.8,0.5,0.0,0.0,,3.8,1.9,5.7,7.6,3.8,0.0,1.9,5.7,3.8
1990,9,DET,Scott Hastings,29,5,0,16,2.3,9.0,0.25,0.0,6.8,0.0,2.3,2.3,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,0.0,9.0,4.5
