PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie Miller,24,3,3,125,5.8,10.1,0.5710000000000001,0.9,2.0,0.429,4.9,8.1,0.607,5.5,6.0,0.905,0.3,3.2,3.5,1.7,0.9,0.0,0.9,1.7,17.9
Detlef Schrempf,27,3,3,125,6.6,13.5,0.489,0.0,0.9,0.0,6.6,12.7,0.523,4.3,4.6,0.938,1.4,4.9,6.3,1.4,0.6,0.3,2.9,3.7,17.6
Chuck Person,25,3,3,123,5.0,13.2,0.37799999999999995,0.3,2.9,0.1,4.7,10.2,0.457,1.5,3.5,0.41700000000000004,1.8,4.1,5.9,3.5,0.3,0.0,1.2,3.2,11.7
Vern Fleming,27,3,3,113,5.1,10.8,0.47100000000000003,0.0,0.6,0.0,5.1,10.2,0.5,2.5,2.9,0.889,1.3,2.9,4.1,5.7,0.6,0.3,2.5,1.9,12.7
Rik Smits,23,3,3,96,5.2,10.5,0.5,0.0,0.0,,5.2,10.5,0.5,3.4,4.1,0.818,1.5,4.5,6.0,1.1,0.7,1.5,1.9,4.5,13.9
LaSalle Thompson,28,3,0,54,4.7,10.0,0.467,0.0,0.0,,4.7,10.0,0.467,2.7,2.7,1.0,4.0,6.0,10.0,1.3,0.0,0.7,4.7,8.7,12.0
Rickey Green,35,3,0,31,1.2,8.1,0.14300000000000002,0.0,0.0,,1.2,8.1,0.14300000000000002,0.0,0.0,,0.0,1.2,1.2,3.5,1.2,0.0,2.3,5.8,2.3
Mike Sanders,29,3,0,24,7.5,16.5,0.455,1.5,1.5,1.0,6.0,15.0,0.4,0.0,0.0,,7.5,1.5,9.0,3.0,0.0,0.0,3.0,6.0,16.5
Calvin Natt,33,2,0,14,2.6,7.7,0.33299999999999996,0.0,0.0,,2.6,7.7,0.33299999999999996,0.0,0.0,,2.6,2.6,5.1,2.6,0.0,0.0,5.1,12.9,5.1
Randy Wittman,30,2,0,11,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0
George McCloud,22,1,0,4,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.0,0.0,,9.0,0.0,9.0,0.0,0.0,0.0,9.0,18.0,18.0
