PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rod Strickland,23,10,10,384,5.1,11.9,0.425,0.0,0.7,0.0,5.1,11.3,0.45,1.4,2.5,0.556,2.1,2.9,5.0,10.5,1.3,0.0,3.2,2.8,11.5
Willie Anderson,23,10,10,375,8.4,16.1,0.518,0.2,0.5,0.4,8.2,15.6,0.521,2.8,3.5,0.8059999999999999,1.5,3.6,5.2,5.0,0.9,0.4,2.5,3.8,19.7
Terry Cummings,28,10,10,375,9.9,18.7,0.528,0.1,0.5,0.2,9.8,18.2,0.537,4.0,5.0,0.8079999999999999,3.0,6.0,9.0,2.1,0.7,0.4,1.8,3.7,23.9
David Robinson,24,10,10,375,8.5,16.0,0.5329999999999999,0.0,0.0,,8.5,16.0,0.5329999999999999,6.2,9.2,0.677,3.5,8.1,11.5,2.2,1.1,3.8,2.3,3.4,23.3
David Wingate,26,10,0,293,4.9,9.5,0.519,0.2,0.4,0.667,4.7,9.1,0.514,1.1,1.5,0.75,1.1,3.4,4.5,4.7,2.2,0.4,1.7,4.2,11.2
Sean Elliott,21,10,10,291,6.6,11.9,0.552,0.0,0.1,0.0,6.6,11.8,0.5579999999999999,2.6,3.6,0.7240000000000001,1.4,3.7,5.1,2.2,1.1,0.7,1.9,4.6,15.7
Frank Brickowski,30,10,0,161,6.9,12.1,0.574,0.0,0.0,,6.9,12.1,0.574,3.8,5.8,0.654,3.6,6.3,9.8,2.5,1.8,0.2,3.4,6.9,17.7
Johnny Moore,31,9,0,86,2.5,10.0,0.25,0.0,2.5,0.0,2.5,7.5,0.33299999999999996,1.7,3.3,0.5,1.3,3.3,4.6,8.8,2.9,0.4,2.9,4.6,6.7
Caldwell Jones,39,9,0,66,2.2,4.9,0.444,0.0,0.0,,2.2,4.9,0.444,0.0,0.5,0.0,3.3,3.8,7.1,1.1,0.0,1.6,1.6,5.5,4.4
Reggie Williams,25,9,0,49,6.6,19.8,0.33299999999999996,0.0,1.5,0.0,6.6,18.4,0.36,1.5,1.5,1.0,3.7,4.4,8.1,2.2,1.5,0.0,3.7,5.9,14.7
Mike Mitchell,34,4,0,15,7.2,19.2,0.375,0.0,0.0,,7.2,19.2,0.375,0.0,0.0,,2.4,4.8,7.2,4.8,0.0,0.0,4.8,4.8,14.4
Uwe Blab,27,2,0,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,21.6,43.2,0.5,0.0,14.4,14.4,0.0,0.0,0.0,0.0,0.0,21.6
