PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Fat Lever,29,3,3,113,6.1,16.2,0.373,0.3,2.2,0.14300000000000002,5.7,14.0,0.409,4.1,4.5,0.929,3.5,6.7,10.2,6.7,2.5,0.3,1.6,2.2,16.6
Michael Adams,27,3,3,105,4.5,11.7,0.382,2.1,6.9,0.3,2.4,4.8,0.5,2.4,2.7,0.875,0.0,2.1,2.1,6.2,1.4,0.0,2.7,3.4,13.4
Blair Rasmussen,27,3,0,84,8.1,20.6,0.396,0.0,0.0,,8.1,20.6,0.396,3.9,4.3,0.9,3.4,7.7,11.1,0.4,0.9,1.7,0.9,4.3,20.1
Bill Hanzlik,32,3,0,79,2.3,7.7,0.294,0.5,1.4,0.33299999999999996,1.8,6.4,0.28600000000000003,4.6,4.6,1.0,2.3,2.3,4.6,5.0,2.3,0.9,0.9,5.9,9.6
Alex English,36,3,3,76,11.8,20.8,0.568,0.0,0.0,,11.8,20.8,0.568,4.3,5.2,0.818,1.4,2.8,4.3,4.3,0.9,0.5,0.9,2.8,27.9
Walter Davis,35,3,0,70,9.3,23.1,0.4,0.0,0.5,0.0,9.3,22.6,0.409,3.1,3.1,1.0,2.1,2.6,4.6,3.1,0.5,0.0,2.6,2.1,21.6
Todd Lichti,23,3,0,70,7.7,14.9,0.517,0.0,0.5,0.0,7.7,14.4,0.536,7.2,9.8,0.737,2.6,6.7,9.3,4.6,0.5,0.0,4.1,3.1,22.6
Joe Barry Carroll,31,3,3,46,7.0,12.5,0.563,0.0,0.0,,7.0,12.5,0.563,1.6,1.6,1.0,0.8,6.3,7.0,2.3,0.8,3.9,0.8,4.7,15.7
Tim Kempton,26,3,1,32,7.9,10.1,0.778,0.0,0.0,,7.9,10.1,0.778,4.5,4.5,1.0,1.1,4.5,5.6,4.5,0.0,0.0,2.3,9.0,20.3
T.R. Dunn,34,3,0,31,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2,7.0,8.1,2.3,4.6,1.2,1.2,3.5,0.0
Jerome Lane,23,2,2,14,0.0,7.7,0.0,0.0,0.0,,0.0,7.7,0.0,2.6,5.1,0.5,0.0,2.6,2.6,5.1,0.0,0.0,5.1,10.3,2.6
