Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,23,1953,PHI,Philadelphia 76Ers,Mark McNamara,"June 8, 1959",23.0,NBA,C,36.0,2.0,182.0,7.4,16.4,0.45,0.0,0.0,,7.4,16.4,0.45,5.1,11.6,0.44,8.7,10.8,19.5,1.8,0.8,0.8,9.2,10.8,20.0,,80.0,100.0
1984,27,1953,SAS,San Antonio Spurs,Mark McNamara,"June 8, 1959",24.0,NBA,C,70.0,3.0,1037.0,6.8,11.0,0.62,0.0,0.0,,6.8,11.0,0.62,3.2,6.8,0.47,6.0,7.8,13.8,1.3,0.6,0.5,3.9,6.0,16.9,,106.0,112.0
1985,31,1953,TOT,Total After Trade,Mark McNamara,"June 8, 1959",25.0,NBA,C,45.0,0.0,273.0,6.7,12.8,0.53,0.0,0.0,,6.7,12.8,0.53,5.4,10.5,0.52,5.2,7.2,12.5,1.0,1.2,1.3,3.2,4.6,18.9,,105.0,111.0
1985,27,1953,SAS,San Antonio Spurs,Mark McNamara,"June 8, 1959",25.0,NBA,C,12.0,0.0,63.0,8.8,13.2,0.67,0.0,0.0,,8.8,13.2,0.67,6.6,13.2,0.5,5.1,7.3,12.5,0.0,1.5,0.7,4.4,3.7,24.2,,108.0,109.0
1985,26,1953,KCK,Kansas City Kings,Mark McNamara,"June 8, 1959",25.0,NBA,C,33.0,0.0,210.0,6.1,12.7,0.48,0.0,0.0,,6.1,12.7,0.48,5.0,9.6,0.52,5.3,7.2,12.5,1.3,1.1,1.5,2.8,4.8,17.3,,104.0,111.0
1987,23,1953,PHI,Philadelphia 76Ers,Mark McNamara,"June 8, 1959",27.0,NBA,C,11.0,1.0,113.0,6.1,13.1,0.47,0.0,0.0,,6.1,13.1,0.47,3.1,8.3,0.37,7.4,8.3,15.7,0.9,0.4,0.0,3.5,7.4,15.3,,94.0,111.0
1988,23,1953,PHI,Philadelphia 76Ers,Mark McNamara,"June 8, 1959",28.0,NBA,C,42.0,18.0,581.0,4.5,11.4,0.39,0.0,0.0,,4.5,11.4,0.39,4.1,5.7,0.73,5.7,7.8,13.5,1.5,0.3,1.0,2.2,5.8,13.1,,105.0,112.0
1989,14,1953,LAL,Los Angeles Lakers,Mark McNamara,"June 8, 1959",29.0,NBA,C,39.0,0.0,318.0,4.8,9.6,0.5,0.0,0.0,,4.8,9.6,0.5,7.4,11.8,0.63,5.7,9.3,15.1,1.5,0.6,0.5,3.6,7.7,17.0,,110.0,107.0
1990,14,1953,LAL,Los Angeles Lakers,Mark McNamara,"June 8, 1959",30.0,NBA,C,33.0,1.0,190.0,10.0,22.6,0.44,0.0,0.0,,10.0,22.6,0.44,6.8,10.5,0.65,5.8,10.8,16.5,0.8,0.5,0.3,5.5,8.1,26.8,,94.0,107.0
1991,22,1953,ORL,Orlando Magic,Mark McNamara,"June 8, 1959",31.0,NBA,C,2.0,0.0,13.0,0.0,3.7,0.0,0.0,0.0,,0.0,3.7,0.0,0.0,0.0,,0.0,14.8,14.8,0.0,0.0,0.0,0.0,3.7,0.0,,0.0,108.0
