Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,7,919,DAL,Dallas Mavericks,Dorian Finney-Smith,1993-05-04,26.0,NBA,PF,6,6,191,4.3,9.8,0.44,2.1,5.7,0.37,2.3,4.1,0.55,0.8,0.9,0.8,2.3,4.1,6.4,3.6,1.3,0.6,1.7,4.1,11.5
