Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,11,2022,HOU,Houston Rockets,23.0,NBA,C,12.0,,113.0,4.6,13.9,0.33,0.0,0.0,,4.6,13.9,0.33,2.9,3.8,0.78,5.9,6.3,12.2,0.8,0.4,2.5,4.2,10.1,12.2,,83.0,109.0
1981,9,2022,DET,Detroit Pistons,24.0,NBA,C,80.0,,1815.0,5.9,12.0,0.49,0.0,0.0,0.0,5.9,11.9,0.49,3.1,5.2,0.6,3.7,7.2,10.9,3.5,1.0,1.9,4.2,7.0,14.8,,95.0,105.0
1982,31,2022,TOT,Total After Trade,25.0,NBA,C,67.0,4.0,868.0,4.5,10.4,0.44,0.0,0.2,0.0,4.5,10.3,0.44,2.6,3.4,0.76,3.2,8.1,11.2,1.9,1.8,2.2,3.0,9.2,11.7,,95.0,106.0
1982,9,2022,DET,Detroit Pistons,25.0,NBA,C,39.0,3.0,523.0,4.3,9.8,0.44,0.0,0.1,0.0,4.3,9.7,0.44,2.2,2.9,0.76,3.1,7.7,10.7,2.1,1.1,2.0,3.4,9.1,10.8,,91.0,106.0
1982,6,2022,CLE,Cleveland Cavaliers,25.0,NBA,C,28.0,1.0,345.0,4.9,11.5,0.43,0.0,0.3,0.0,4.9,11.2,0.44,3.2,4.2,0.77,3.4,8.7,12.1,1.5,2.8,2.4,2.2,9.5,13.0,,101.0,106.0
1983,31,2022,TOT,Total After Trade,26.0,NBA,C,73.0,19.0,1128.0,5.1,11.2,0.46,0.0,0.0,0.0,5.1,11.1,0.46,2.2,2.9,0.74,3.3,7.9,11.2,2.1,0.9,1.9,2.9,9.6,12.4,,96.0,103.0
1983,6,2022,CLE,Cleveland Cavaliers,26.0,NBA,C,23.0,18.0,539.0,5.0,11.0,0.46,0.0,0.0,,5.0,11.0,0.46,1.5,2.4,0.62,4.3,8.3,12.6,2.4,1.1,2.1,2.5,7.8,11.5,,98.0,105.0
1983,17,2022,MIL,Milwaukee Bucks,26.0,NBA,C,50.0,1.0,589.0,5.2,11.3,0.46,0.0,0.1,0.0,5.2,11.2,0.46,2.8,3.4,0.81,2.4,7.6,9.9,1.9,0.7,1.7,3.3,11.2,13.2,,95.0,101.0
1984,17,2022,MIL,Milwaukee Bucks,27.0,NBA,C,68.0,4.0,838.0,6.0,12.6,0.48,0.1,0.2,0.33,6.0,12.4,0.48,3.0,4.3,0.69,3.0,6.8,9.8,2.6,0.7,1.7,2.6,9.9,15.1,,104.0,104.0
1985,17,2022,MIL,Milwaukee Bucks,28.0,NBA,C,79.0,6.0,1586.0,6.2,13.0,0.48,0.0,0.1,0.0,6.2,13.0,0.48,2.5,3.5,0.7,3.2,9.2,12.4,3.0,0.8,1.1,2.6,8.1,14.9,,105.0,103.0
1986,17,2022,MIL,Milwaukee Bucks,29.0,NBA,C,45.0,0.0,521.0,5.3,12.5,0.42,0.0,0.0,,5.3,12.5,0.42,2.3,3.1,0.74,3.2,9.3,12.5,2.7,0.5,0.5,2.3,8.3,12.9,,100.0,103.0
1987,17,2022,MIL,Milwaukee Bucks,30.0,NBA,C,62.0,3.0,626.0,4.0,9.9,0.4,0.0,0.1,0.0,4.0,9.8,0.41,3.5,4.9,0.72,3.4,7.1,10.5,1.7,1.4,1.0,1.7,9.6,11.5,,104.0,106.0
1988,17,2022,MIL,Milwaukee Bucks,31.0,NBA,C,60.0,0.0,848.0,5.8,12.2,0.48,0.0,0.2,0.0,5.8,12.0,0.48,3.0,4.2,0.71,4.1,8.8,12.8,1.3,1.6,1.6,2.8,11.3,14.6,,101.0,105.0
1989,17,2022,MIL,Milwaukee Bucks,32.0,NBA,C,74.0,0.0,690.0,4.2,11.6,0.36,0.5,1.8,0.27,3.7,9.7,0.38,2.8,3.6,0.78,4.4,8.8,13.2,2.5,2.0,1.5,2.5,10.8,11.6,,98.0,103.0
1990,6,2022,CLE,Cleveland Cavaliers,33.0,NBA,C,38.0,1.0,449.0,7.1,16.9,0.42,0.0,0.1,0.0,7.1,16.8,0.42,2.8,4.1,0.69,3.0,8.1,11.1,1.9,0.9,1.1,2.9,8.6,17.0,,92.0,107.0
1991,10,2022,GSW,Golden State Warriors,34.0,NBA,C,36.0,1.0,257.0,3.8,10.6,0.36,0.5,1.6,0.33,3.2,9.0,0.36,2.2,2.7,0.8,3.6,8.5,12.1,1.6,1.4,0.5,1.3,10.5,10.3,,103.0,109.0
