Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,27,1571,SAS,San Antonio Spurs,Cory Joseph,"August 20, 1991",20.0,NBA,PG,29.0,1.0,266.0,3.0,9.5,0.31,0.4,2.0,0.2,2.6,7.4,0.34,1.5,2.3,0.65,0.7,2.7,3.4,4.6,0.9,0.4,1.6,2.2,7.8
2013,27,1571,SAS,San Antonio Spurs,Cory Joseph,"August 20, 1991",21.0,NBA,PG,28.0,9.0,388.0,4.7,10.2,0.46,0.6,1.9,0.29,4.2,8.3,0.51,1.7,1.9,0.86,1.1,3.7,4.8,4.9,1.4,0.4,1.9,2.3,11.7
2014,27,1571,SAS,San Antonio Spurs,Cory Joseph,"August 20, 1991",22.0,NBA,SG,68.0,19.0,936.0,4.8,10.2,0.48,0.5,1.5,0.32,4.4,8.7,0.5,3.0,3.7,0.82,1.2,2.9,4.1,4.4,1.3,0.5,1.7,3.2,13.2
2015,27,1571,SAS,San Antonio Spurs,Cory Joseph,"August 20, 1991",23.0,NBA,PG,79.0,14.0,1444.0,5.2,10.2,0.5,0.4,1.1,0.36,4.8,9.1,0.52,2.6,3.6,0.73,1.1,3.7,4.8,4.7,1.1,0.4,1.7,2.6,13.3
2016,28,1571,TOR,Toronto Raptors,Cory Joseph,"August 20, 1991",24.0,NBA,SG,80.0,4.0,2046.0,4.5,10.3,0.44,0.5,1.9,0.27,4.0,8.4,0.48,2.3,3.1,0.76,0.7,3.0,3.7,4.4,1.1,0.4,1.8,2.3,11.9
2017,28,1571,TOR,Toronto Raptors,Cory Joseph,"August 20, 1991",25.0,NBA,PG,80.0,22.0,2003.0,5.4,11.9,0.45,0.9,2.4,0.36,4.5,9.5,0.48,1.7,2.2,0.77,0.9,3.3,4.2,4.8,1.2,0.2,1.9,2.5,13.3
2018,12,1571,IND,Indiana Pacers,Cory Joseph,"August 20, 1991",26.0,NBA,PG,82.0,17.0,2210.0,4.2,9.8,0.42,1.1,3.1,0.35,3.1,6.7,0.46,1.1,1.5,0.74,0.6,3.6,4.3,4.2,1.3,0.3,1.4,2.3,10.6
2019,12,1571,IND,Indiana Pacers,Cory Joseph,"August 20, 1991",27.0,NBA,PG,82.0,9.0,2063.0,3.9,9.6,0.41,1.0,3.0,0.32,3.0,6.6,0.45,0.5,0.8,0.7,0.7,4.2,4.9,5.6,1.6,0.4,1.4,2.3,9.4
2020,26,1571,SAC,Sacramento Kings,Cory Joseph,"August 20, 1991",28.0,NBA,PG,72.0,26.0,1759.0,3.5,8.4,0.42,1.1,3.3,0.35,2.4,5.2,0.46,1.2,1.4,0.86,0.9,2.9,3.8,5.1,1.1,0.4,1.6,2.7,9.4
2021,26,1571,SAC,Sacramento Kings,Cory Joseph,"August 20, 1991",29.0,NBA,PG,21.0,0.0,405.0,4.3,9.9,0.43,1.2,3.6,0.32,3.1,6.2,0.5,1.7,2.2,0.76,0.8,3.1,3.9,4.0,1.4,0.5,2.0,4.1,11.4
