PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
George Gervin,29,9,373,18.5,0.511,0.013000000000000001,0.311,5.1,13.8,9.2,17.7,1.3,0.6,10.7,30.6,,0.5,0.2,0.7,0.092,,2.4,-0.6,1.8,0.4
Mike Mitchell,26,9,365,16.7,0.575,0.0,0.337,7.7,13.5,10.4,3.0,0.6,0.1,11.0,23.5,,0.7,0.1,0.8,0.102,,2.0,-2.0,0.1,0.2
Mark Olberding,25,9,328,11.2,0.494,0.008,0.258,6.1,12.7,9.2,13.3,1.3,1.0,16.8,19.3,,0.0,0.2,0.2,0.027000000000000003,,-1.6,-0.1,-1.6,0.0
Johnny Moore,23,9,292,16.9,0.501,0.037000000000000005,0.32899999999999996,3.1,8.3,5.5,41.8,2.4,1.1,13.8,14.7,,0.6,0.2,0.8,0.124,,2.0,1.8,3.9,0.4
Dave Corzine,25,9,258,16.1,0.504,0.0,0.321,14.7,20.0,17.2,9.3,1.1,1.9,14.2,21.5,,0.2,0.2,0.4,0.08,,0.5,-0.7,-0.2,0.1
Mike Bratz,26,9,180,9.6,0.381,0.34600000000000003,0.192,1.1,7.3,4.1,32.8,2.4,0.0,17.5,15.0,,-0.1,0.1,0.0,0.006999999999999999,,-2.1,0.3,-1.8,0.0
George Johnson,33,9,175,8.9,0.539,0.0,0.625,6.8,21.3,13.7,7.9,1.6,4.7,28.2,3.2,,0.1,0.2,0.3,0.09,,-3.1,4.2,1.1,0.1
Gene Banks,22,9,146,15.2,0.461,0.015,0.154,14.4,16.5,15.4,8.9,1.3,1.1,8.0,20.3,,0.1,0.1,0.2,0.065,,1.3,-0.8,0.5,0.1
Ed Rains,25,5,30,11.0,0.502,0.0,1.5,10.0,18.3,13.9,4.2,1.6,0.0,9.1,14.4,,0.0,0.0,0.0,0.07400000000000001,,-2.7,0.5,-2.2,0.0
Roger Phegley,25,5,6,-34.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.8,,-0.1,0.0,-0.1,-0.9640000000000001,,-30.7,-12.5,-43.2,-0.1
Rich Yonakor,23,2,4,29.6,0.5,0.0,0.0,0.0,27.4,13.1,38.7,11.8,0.0,0.0,19.7,,0.0,0.0,0.0,0.313,,5.0,13.7,18.6,0.0
John Lambert,29,2,3,5.4,0.0,1.0,0.0,0.0,36.5,17.4,37.2,0.0,0.0,0.0,13.1,,0.0,0.0,0.0,-0.135,,-2.7,1.4,-1.4,0.0
