PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Magic Johnson,22,14,562,22.5,0.614,0.025,0.5920000000000001,10.8,18.6,14.9,27.7,3.3,0.3,18.2,16.9,,1.9,0.8,2.7,0.231,,5.7,2.4,8.1,1.4
Norm Nixon,26,14,549,16.9,0.514,0.012,0.225,2.7,5.5,4.2,27.2,2.0,0.2,10.9,22.3,,1.2,0.3,1.5,0.131,,2.3,-1.3,1.1,0.4
Jamaal Wilkes,28,14,535,13.9,0.5329999999999999,0.004,0.203,8.4,5.6,6.9,9.1,1.4,0.3,13.2,22.2,,0.7,0.3,0.9,0.083,,1.2,-2.4,-1.2,0.1
Kareem Abdul-Jabbar,34,14,493,20.1,0.55,0.0,0.39399999999999996,7.5,17.6,12.8,13.8,1.3,4.8,13.7,23.9,,0.8,0.7,1.5,0.14400000000000002,,3.0,1.3,4.4,0.8
Bob McAdoo,30,14,388,18.4,0.586,0.0,0.263,6.1,19.2,13.0,7.8,1.2,2.8,14.9,23.8,,0.5,0.5,1.0,0.126,,1.8,-0.2,1.6,0.4
Michael Cooper,25,14,383,17.4,0.597,0.016,0.27399999999999997,5.6,11.0,8.4,20.2,2.9,1.5,17.3,17.2,,0.7,0.5,1.2,0.152,,2.9,1.9,4.7,0.7
Kurt Rambis,23,14,279,11.8,0.5429999999999999,0.0,0.406,12.8,19.5,16.3,4.6,1.3,2.2,18.4,13.0,,0.2,0.4,0.6,0.099,,-1.0,-0.5,-1.4,0.0
Mark Landsberger,26,9,60,5.3,0.386,0.0,1.0,20.5,18.5,19.4,3.6,0.0,0.0,23.6,11.1,,0.0,0.0,0.0,0.015,,-3.5,-3.9,-7.4,-0.1
Jim Brewer,30,8,57,8.5,0.5,0.0,0.0,7.9,12.4,10.2,7.5,1.6,5.5,40.0,6.9,,0.0,0.1,0.0,0.035,,-0.8,2.5,1.7,0.1
Clay Johnson,25,7,38,8.4,0.607,0.0,0.222,2.9,5.3,4.2,3.1,1.2,0.0,9.2,11.3,,0.1,0.0,0.1,0.09699999999999999,,-1.6,-1.1,-2.7,0.0
Mike McGee,22,4,10,24.6,0.462,0.077,0.0,33.6,0.0,15.9,0.0,0.0,0.0,7.1,55.0,,0.0,0.0,0.0,0.023,,3.6,-10.4,-6.7,0.0
Eddie Jordan,27,3,6,22.0,0.0,0.5,0.0,0.0,0.0,0.0,84.7,15.5,0.0,33.3,19.7,,0.0,0.0,0.0,-0.03,,5.7,12.0,17.6,0.0
