Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,13,2185,LAC,Los Angeles Clippers,21.0,NBA,PF,76.0,74.0,2836.0,9.1,19.7,0.46,1.5,4.8,0.32,7.6,15.0,0.51,4.9,7.3,0.68,2.1,9.1,11.2,7.4,1.4,2.3,5.0,4.5,24.6,,102.0,102.0
2002,13,2185,LAC,Los Angeles Clippers,22.0,NBA,SF,29.0,25.0,999.0,8.1,19.2,0.42,0.9,4.5,0.19,7.2,14.7,0.49,3.3,5.0,0.66,1.7,7.7,9.4,9.1,1.2,1.9,5.2,4.9,20.2,,94.0,105.0
2003,13,2185,LAC,Los Angeles Clippers,23.0,NBA,SF,49.0,47.0,1679.0,8.4,19.1,0.44,1.3,4.0,0.33,7.1,15.1,0.47,4.3,5.5,0.78,1.8,8.4,10.2,5.6,1.3,1.3,4.4,5.7,22.3,,99.0,106.0
2004,16,2185,MIA,Miami Heat,24.0,NBA,PF,80.0,80.0,3003.0,8.8,20.5,0.43,1.1,3.7,0.3,7.7,16.8,0.46,6.2,8.3,0.74,2.9,11.2,14.1,5.9,1.5,1.3,4.3,5.0,24.9,,102.0,98.0
2005,14,2185,LAL,Los Angeles Lakers,25.0,NBA,PF,64.0,64.0,2320.0,8.3,17.6,0.47,0.8,2.7,0.31,7.5,15.0,0.5,4.7,6.8,0.7,3.1,11.8,14.9,5.4,1.0,1.5,3.7,4.8,22.2,,107.0,108.0
2006,14,2185,LAL,Los Angeles Lakers,26.0,NBA,PF,80.0,80.0,3221.0,7.3,15.2,0.48,1.3,3.5,0.37,6.0,11.6,0.51,3.5,5.1,0.69,3.0,9.1,12.1,7.3,1.2,1.0,3.5,4.2,19.4,,112.0,105.0
2007,14,2185,LAL,Los Angeles Lakers,27.0,NBA,PF,56.0,56.0,2202.0,7.4,15.9,0.47,1.3,4.2,0.3,6.2,11.6,0.53,4.6,6.6,0.7,2.4,10.4,12.7,6.3,1.2,0.7,3.8,4.2,20.7,,107.0,107.0
2008,14,2185,LAL,Los Angeles Lakers,28.0,NBA,PF,77.0,77.0,2921.0,7.2,13.7,0.52,0.5,1.9,0.27,6.6,11.7,0.57,3.9,5.6,0.7,3.4,10.7,14.1,4.7,1.3,1.2,2.7,3.8,18.8,,116.0,104.0
2009,14,2185,LAL,Los Angeles Lakers,29.0,NBA,PF,78.0,32.0,2316.0,7.6,15.5,0.49,0.7,2.3,0.32,6.9,13.2,0.52,3.5,5.6,0.62,3.9,10.1,14.0,4.5,1.7,2.2,3.0,5.2,19.5,,110.0,102.0
2010,14,2185,LAL,Los Angeles Lakers,30.0,NBA,PF,82.0,38.0,2585.0,6.8,14.8,0.46,1.2,3.6,0.32,5.7,11.1,0.51,2.8,4.0,0.69,3.7,12.4,16.0,5.3,1.5,1.2,3.0,4.5,17.6,,109.0,100.0
2011,14,2185,LAL,Los Angeles Lakers,31.0,NBA,PF,82.0,35.0,2639.0,9.5,17.9,0.53,1.4,3.6,0.38,8.1,14.3,0.57,3.3,4.9,0.68,3.5,10.7,14.2,5.0,0.9,1.2,2.8,4.0,23.7,,118.0,103.0
2012,7,2185,DAL,Dallas Mavericks,32.0,NBA,SF,50.0,4.0,1027.0,6.3,17.8,0.35,1.4,5.7,0.25,4.9,12.2,0.4,3.0,5.0,0.59,1.8,8.8,10.6,4.2,1.0,0.9,2.7,5.0,17.0,,89.0,103.0
2013,13,2185,LAC,Los Angeles Clippers,33.0,NBA,PF,82.0,2.0,1616.0,4.8,11.9,0.4,0.6,2.9,0.2,4.2,9.0,0.46,0.7,1.4,0.48,3.8,11.8,15.6,4.6,2.2,1.9,2.8,7.0,10.8,,95.0,99.0
