Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,26.0,ATL,NBA,C,10.0,10.0,334.0,6.4,13.1,0.484,0.1,0.3,0.333,6.3,12.8,0.487,4.1,5.8,0.704,2.9,4.5,7.4,1.6,1.3,1.1,2.3,4.4,16.9
1997,27.0,ATL,NBA,PF,10.0,10.0,403.0,5.5,13.7,0.405,0.4,1.9,0.19,5.2,11.8,0.439,4.3,5.0,0.857,1.7,4.7,6.4,2.3,0.9,0.7,2.8,2.9,15.7
1998,28.0,ATL,NBA,PF,4.0,0.0,87.0,5.0,14.5,0.343,0.0,1.2,0.0,5.0,13.2,0.375,6.2,7.0,0.882,1.2,5.8,7.0,1.7,2.5,0.4,3.3,6.6,16.1
1999,29.0,DET,NBA,PF,5.0,0.0,123.0,5.9,13.8,0.426,0.0,0.0,,5.9,13.8,0.426,3.2,4.1,0.786,1.8,2.3,4.1,3.2,1.2,0.3,0.9,4.1,14.9
2005,35.0,MIA,NBA,PF,13.0,0.0,136.0,3.2,6.4,0.5,0.0,0.3,0.0,3.2,6.1,0.522,1.3,1.6,0.833,0.8,5.8,6.6,1.9,1.1,0.0,1.6,4.5,7.7
