Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1987,5,CHI,Charlotte Bobcats,Charles Oakley,23,3,3,43.0,6.3,16.7,0.38,0.7,1.3,0.5,5.7,15.3,0.37,0.4,6.7,8.0,0.83,5.7,9.7,15.3,2.0,1.3,0.3,2.7,4.3,20.0
1987,5,CHI,Charlotte Bobcats,Michael Jordan,23,3,3,42.7,11.7,28.0,0.42,0.7,1.7,0.4,11.0,26.3,0.42,0.43,11.7,13.0,0.9,2.3,4.7,7.0,6.0,2.0,2.3,2.7,3.7,35.7
1987,5,CHI,Charlotte Bobcats,Dave Corzine,30,3,3,40.7,3.3,7.3,0.46,0.0,0.0,,3.3,7.3,0.46,0.46,2.3,3.0,0.78,2.3,4.7,7.0,2.3,0.3,1.0,2.3,2.0,9.0
1987,5,CHI,Charlotte Bobcats,John Paxson,26,3,3,29.0,3.7,7.3,0.5,1.0,2.3,0.43,2.7,5.0,0.53,0.57,0.3,0.3,1.0,0.0,1.0,1.0,3.7,0.7,0.0,1.7,3.0,8.7
1987,5,CHI,Charlotte Bobcats,Gene Banks,27,3,3,26.3,4.3,7.3,0.59,0.0,0.0,,4.3,7.3,0.59,0.59,1.7,2.7,0.62,1.0,1.7,2.7,0.7,0.0,0.0,0.7,4.3,10.3
1987,5,CHI,Charlotte Bobcats,Sedale Threatt,25,3,0,23.3,2.7,5.7,0.47,0.0,0.0,,2.7,5.7,0.47,0.47,1.3,1.3,1.0,0.7,1.0,1.7,5.3,0.3,0.0,0.7,3.7,6.7
1987,5,CHI,Charlotte Bobcats,Brad Sellers,24,3,0,22.7,2.0,6.3,0.32,0.0,0.0,,2.0,6.3,0.32,0.32,1.0,1.0,1.0,0.7,1.7,2.3,1.0,0.0,0.3,0.3,2.7,5.0
1987,5,CHI,Charlotte Bobcats,Elston Turner,27,3,0,8.3,1.3,1.7,0.8,0.0,0.0,,1.3,1.7,0.8,0.8,0.0,0.0,,0.3,0.3,0.7,0.3,0.7,0.0,0.0,1.0,2.7
1987,5,CHI,Charlotte Bobcats,Granville Waiters,26,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1987,5,CHI,Charlotte Bobcats,Mike Brown,23,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1987,5,CHI,Charlotte Bobcats,Pete Myers,23,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
