Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1987,10,GSW,Golden State Warriors,Sleepy Floyd,26,10,10,41.4,7.7,15.2,0.51,1.3,2.8,0.46,6.4,12.4,0.52,0.55,4.7,5.1,0.92,0.9,2.1,3.0,10.2,1.8,0.2,3.5,2.4,21.4
1987,10,GSW,Golden State Warriors,Joe Barry Carroll,28,10,10,33.4,7.4,16.3,0.45,0.0,0.1,0.0,7.4,16.2,0.46,0.45,4.1,5.1,0.8,1.6,4.9,6.5,1.9,1.4,2.5,3.1,4.2,18.9
1987,10,GSW,Golden State Warriors,Larry Smith,29,10,10,32.9,4.3,8.1,0.53,0.0,0.0,,4.3,8.1,0.53,0.53,1.7,2.4,0.71,6.1,7.6,13.7,1.7,1.2,0.6,1.4,3.9,10.3
1987,10,GSW,Golden State Warriors,Chris Mullin,23,10,10,26.2,4.9,9.8,0.5,0.3,0.4,0.75,4.6,9.4,0.49,0.52,1.2,1.6,0.75,0.2,1.3,1.5,2.3,0.9,0.2,1.6,3.1,11.3
1987,10,GSW,Golden State Warriors,Purvis Short,29,10,2,25.3,5.7,12.3,0.46,0.0,0.2,0.0,5.7,12.1,0.47,0.46,3.2,3.6,0.89,1.2,2.1,3.3,2.7,1.2,0.2,2.1,3.4,14.6
1987,10,GSW,Golden State Warriors,Terry Teagle,26,10,0,23.3,5.7,12.4,0.46,0.0,0.2,0.0,5.7,12.2,0.47,0.46,3.0,3.8,0.79,1.3,0.7,2.0,1.3,0.8,0.1,1.4,2.7,14.4
1987,10,GSW,Golden State Warriors,Greg Ballard,32,10,0,17.9,2.6,4.8,0.54,0.4,1.0,0.4,2.2,3.8,0.58,0.58,0.3,0.4,0.75,1.8,2.2,4.0,1.9,0.8,0.0,0.9,1.6,5.9
1987,10,GSW,Golden State Warriors,Rod Higgins,27,10,8,17.7,1.8,4.6,0.39,0.1,0.1,1.0,1.7,4.5,0.38,0.4,0.6,0.9,0.67,0.5,1.6,2.1,1.2,1.1,0.6,0.2,2.0,4.3
1987,10,GSW,Golden State Warriors,Jerome Whitehead,30,10,0,10.0,0.9,2.7,0.33,0.0,0.0,,0.9,2.7,0.33,0.33,0.4,1.0,0.4,0.5,0.9,1.4,0.3,0.2,0.2,0.1,2.2,2.2
1987,10,GSW,Golden State Warriors,Ben McDonald,24,5,0,9.0,0.2,2.2,0.09,0.0,0.4,0.0,0.2,1.8,0.11,0.09,0.0,0.0,,0.4,0.8,1.2,1.8,0.4,0.0,0.0,1.4,0.4
1987,10,GSW,Golden State Warriors,Chris Washburn,21,5,0,5.8,0.6,1.4,0.43,0.0,0.0,,0.6,1.4,0.43,0.43,1.0,1.2,0.83,0.0,0.2,0.2,0.4,0.0,0.0,0.8,0.4,2.2
1987,10,GSW,Golden State Warriors,Perry Moss,28,8,0,5.6,1.0,1.8,0.57,0.1,0.1,1.0,0.9,1.6,0.54,0.61,1.0,1.1,0.89,0.3,0.4,0.6,0.6,0.8,0.0,0.4,0.6,3.1
