SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1987,9,DET,Isiah Thomas,25,15,15,37.5,8.9,19.8,0.45,0.7,2.2,0.3,8.3,17.6,0.47,0.47,5.5,7.3,0.76,1.4,3.1,4.5,8.7,2.6,0.3,2.8,3.4,24.1
1987,9,DET,Bill Laimbeer,29,15,15,36.2,5.6,10.9,0.52,0.1,0.3,0.2,5.5,10.5,0.52,0.52,1.0,1.6,0.62,2.0,8.4,10.4,2.5,1.0,0.8,1.3,3.5,12.3
1987,9,DET,Adrian Dantley,31,15,15,33.3,7.4,13.7,0.54,0.0,0.0,,7.4,13.7,0.54,0.54,5.7,7.4,0.78,1.9,2.6,4.5,2.3,0.9,0.0,2.2,2.4,20.5
1987,9,DET,Rick Mahorn,28,15,15,32.2,3.9,7.3,0.54,0.0,0.1,0.0,3.9,7.2,0.55,0.54,1.9,2.3,0.8,2.8,6.7,9.5,0.3,0.4,0.7,1.1,4.0,9.7
1987,9,DET,Joe Dumars,23,15,15,31.5,5.2,9.7,0.54,0.1,0.2,0.67,5.1,9.5,0.54,0.55,2.1,2.7,0.78,0.5,0.7,1.3,4.8,0.8,0.1,1.8,1.7,12.7
1987,9,DET,Vinnie Johnson,30,15,0,25.9,6.3,13.8,0.46,0.0,0.1,0.0,6.3,13.7,0.46,0.46,2.1,2.4,0.86,1.3,1.6,2.9,4.1,0.6,0.3,1.5,2.2,14.7
1987,9,DET,John Salley,22,15,0,20.7,2.2,4.4,0.5,0.0,0.0,,2.2,4.4,0.5,0.5,1.8,2.8,0.64,2.0,2.8,4.8,0.7,0.2,1.1,0.9,4.0,6.2
1987,9,DET,Dennis Rodman,25,15,0,16.3,2.7,4.9,0.54,0.0,0.0,,2.7,4.9,0.54,0.54,1.2,2.1,0.56,2.1,2.6,4.7,0.2,0.4,1.1,1.1,3.2,6.5
1987,9,DET,Kurt Nimphius,28,4,0,7.5,0.8,2.3,0.33,0.0,0.0,,0.8,2.3,0.33,0.33,0.5,1.0,0.5,1.3,1.3,2.5,0.0,0.0,0.5,0.8,2.5,2.0
1987,9,DET,Sidney Green,26,9,0,4.7,0.7,1.1,0.6,0.0,0.0,,0.7,1.1,0.6,0.6,0.6,0.7,0.83,0.3,0.7,1.0,0.1,0.1,0.2,0.3,0.2,1.9
1987,9,DET,Tony Campbell,24,4,0,3.3,0.8,1.5,0.5,0.3,0.3,1.0,0.5,1.3,0.4,0.58,0.5,0.5,1.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.3,2.3
1987,9,DET,Chuck Nevitt,27,3,0,3.3,0.3,1.7,0.2,0.0,0.0,,0.3,1.7,0.2,0.2,0.7,0.7,1.0,0.3,1.7,2.0,0.0,0.0,1.0,1.0,0.3,1.3
