Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,23.0,GSW,NBA,PG,79.0,78.0,2663.0,464.0,985.0,0.471,23.0,84.0,0.274,441.0,901.0,0.489,0.483,211.0,276.0,0.764,57.0,253.0,310.0,689.0,165.0,12.0,260.0,232.0,1162.0,,3.0
1991,24.0,GSW,NBA,PG,82.0,82.0,3215.0,739.0,1551.0,0.476,97.0,252.0,0.385,642.0,1299.0,0.494,0.508,306.0,381.0,0.803,87.0,245.0,332.0,793.0,214.0,12.0,270.0,228.0,1881.0,,0.0
1992,25.0,GSW,NBA,PG,81.0,81.0,3332.0,734.0,1592.0,0.461,127.0,376.0,0.338,607.0,1216.0,0.499,0.501,298.0,389.0,0.766,81.0,229.0,310.0,807.0,164.0,13.0,267.0,208.0,1893.0,,1.0
1993,26.0,GSW,NBA,PG,66.0,66.0,2609.0,522.0,1168.0,0.447,102.0,309.0,0.33,420.0,859.0,0.489,0.491,273.0,367.0,0.744,60.0,203.0,263.0,699.0,116.0,12.0,220.0,152.0,1419.0,,0.0
1995,28.0,GSW,NBA,PG,62.0,62.0,2321.0,430.0,1007.0,0.427,168.0,444.0,0.378,262.0,563.0,0.465,0.51,219.0,288.0,0.76,46.0,144.0,190.0,578.0,88.0,12.0,214.0,155.0,1247.0,,0.0
1996,29.0,TOT,NBA,PG,80.0,46.0,2534.0,419.0,992.0,0.422,138.0,379.0,0.364,281.0,613.0,0.458,0.492,241.0,305.0,0.79,35.0,194.0,229.0,640.0,132.0,17.0,235.0,201.0,1217.0,,0.0
1996,29.0,GSW,NBA,PG,52.0,18.0,1487.0,255.0,606.0,0.421,85.0,232.0,0.366,170.0,374.0,0.455,0.491,140.0,182.0,0.769,22.0,109.0,131.0,360.0,74.0,11.0,125.0,131.0,735.0,,0.0
1996,29.0,MIA,NBA,PG,28.0,28.0,1047.0,164.0,386.0,0.425,53.0,147.0,0.361,111.0,239.0,0.464,0.494,101.0,123.0,0.821,13.0,85.0,98.0,280.0,58.0,6.0,110.0,70.0,482.0,,0.0
1997,30.0,MIA,NBA,PG,81.0,81.0,3136.0,575.0,1384.0,0.415,203.0,590.0,0.344,372.0,794.0,0.469,0.489,291.0,364.0,0.799,49.0,228.0,277.0,695.0,151.0,9.0,230.0,165.0,1644.0,,0.0
1998,31.0,MIA,NBA,PG,81.0,81.0,3031.0,558.0,1296.0,0.431,155.0,442.0,0.351,403.0,854.0,0.472,0.49,257.0,329.0,0.781,48.0,251.0,299.0,672.0,136.0,16.0,224.0,200.0,1528.0,,0.0
1999,32.0,MIA,NBA,PG,48.0,48.0,1772.0,301.0,752.0,0.4,112.0,311.0,0.36,189.0,441.0,0.429,0.475,121.0,149.0,0.812,15.0,137.0,152.0,352.0,57.0,6.0,131.0,102.0,835.0,,0.0
2001,34.0,MIA,NBA,PG,77.0,77.0,2613.0,408.0,1042.0,0.392,189.0,517.0,0.366,219.0,525.0,0.417,0.482,145.0,181.0,0.801,26.0,178.0,204.0,483.0,90.0,6.0,189.0,155.0,1150.0,,0.0
2002,35.0,TOT,NBA,PG,68.0,16.0,1601.0,226.0,620.0,0.365,123.0,354.0,0.347,103.0,266.0,0.387,0.464,77.0,97.0,0.794,14.0,110.0,124.0,278.0,57.0,10.0,111.0,109.0,652.0,,0.0
2002,35.0,DAL,NBA,PG,54.0,2.0,1276.0,179.0,494.0,0.362,95.0,279.0,0.341,84.0,215.0,0.391,0.459,65.0,78.0,0.833,13.0,84.0,97.0,201.0,40.0,8.0,73.0,84.0,518.0,,0.0
2002,35.0,DEN,NBA,PG,14.0,14.0,325.0,47.0,126.0,0.373,28.0,75.0,0.373,19.0,51.0,0.373,0.484,12.0,19.0,0.632,1.0,26.0,27.0,77.0,17.0,2.0,38.0,25.0,134.0,,0.0
2003,36.0,IND,NBA,PG,10.0,0.0,127.0,18.0,49.0,0.367,11.0,31.0,0.355,7.0,18.0,0.389,0.48,2.0,4.0,0.5,1.0,14.0,15.0,24.0,9.0,0.0,11.0,8.0,49.0,,0.0
