Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1986,12,2887,IND,Indiana Pacers,Wayman Tisdale,"June 9, 1964",21.0,NBA,PF,81.0,60.0,2277.0,10.8,20.9,0.52,0.0,0.0,0.0,10.8,20.9,0.52,3.3,4.9,0.68,4.0,8.2,12.2,1.7,0.7,0.9,3.9,6.1,24.9,101.0,106.0
1987,12,2887,IND,Indiana Pacers,Wayman Tisdale,"June 9, 1964",22.0,NBA,PF,81.0,15.0,2159.0,10.3,20.1,0.51,0.0,0.0,0.0,10.3,20.0,0.52,5.8,8.2,0.71,4.9,5.8,10.7,2.6,1.1,0.6,3.1,6.6,26.4,111.0,108.0
1988,12,2887,IND,Indiana Pacers,Wayman Tisdale,"June 9, 1964",23.0,NBA,PF,79.0,57.0,2378.0,10.5,20.6,0.51,0.0,0.0,0.0,10.5,20.5,0.51,5.1,6.5,0.78,3.5,6.7,10.1,2.1,1.1,0.7,3.0,5.6,26.1,110.0,108.0
1989,31,2887,TOT,Total After Trade,Wayman Tisdale,"June 9, 1964",24.0,NBA,PF,79.0,35.0,2434.0,10.5,20.5,0.51,0.0,0.1,0.0,10.5,20.4,0.52,6.3,8.1,0.77,3.7,8.3,12.0,2.5,1.1,1.0,3.4,5.7,27.3,111.0,110.0
1989,12,2887,IND,Indiana Pacers,Wayman Tisdale,"June 9, 1964",24.0,NBA,PF,48.0,5.0,1326.0,10.4,20.6,0.5,0.0,0.1,0.0,10.4,20.4,0.51,7.2,9.1,0.79,3.6,7.7,11.3,2.7,1.3,1.2,3.9,6.6,28.0,110.0,110.0
1989,26,2887,SAC,Sacramento Kings,Wayman Tisdale,"June 9, 1964",24.0,NBA,PF,31.0,30.0,1108.0,10.6,20.4,0.52,0.0,0.0,,10.6,20.4,0.52,5.1,6.9,0.74,3.8,9.1,12.9,2.3,0.9,0.9,2.8,4.7,26.4,112.0,109.0
1990,26,2887,SAC,Sacramento Kings,Wayman Tisdale,"June 9, 1964",25.0,NBA,PF,79.0,79.0,2937.0,12.3,23.4,0.52,0.0,0.1,0.0,12.3,23.3,0.53,5.2,6.6,0.78,3.1,6.9,10.1,1.8,0.9,0.9,2.6,4.2,29.7,111.0,111.0
1991,26,2887,SAC,Sacramento Kings,Wayman Tisdale,"June 9, 1964",26.0,NBA,PF,33.0,31.0,1116.0,11.9,24.6,0.48,0.0,0.0,0.0,11.9,24.6,0.48,6.2,7.7,0.8,3.4,8.1,11.5,3.0,1.0,1.3,3.7,4.5,30.0,104.0,109.0
1992,26,2887,SAC,Sacramento Kings,Wayman Tisdale,"June 9, 1964",27.0,NBA,PF,72.0,71.0,2521.0,10.0,19.9,0.5,0.0,0.0,0.0,10.0,19.9,0.5,2.9,3.8,0.76,2.6,6.4,9.0,2.0,1.1,1.5,2.4,4.7,22.8,105.0,111.0
1993,26,2887,SAC,Sacramento Kings,Wayman Tisdale,"June 9, 1964",28.0,NBA,PF,76.0,75.0,2283.0,11.3,22.3,0.51,0.0,0.0,0.0,11.3,22.2,0.51,3.7,4.8,0.76,2.6,7.8,10.4,2.3,1.1,1.0,2.4,5.8,26.3,108.0,110.0
1994,26,2887,SAC,Sacramento Kings,Wayman Tisdale,"June 9, 1964",29.0,NBA,PF,79.0,77.0,2557.0,10.6,21.2,0.5,0.0,0.0,,10.6,21.2,0.5,4.1,5.1,0.81,3.1,7.7,10.8,2.7,0.7,1.0,2.4,5.6,25.4,109.0,110.0
1995,24,2887,PHO,Phoenix Suns,Wayman Tisdale,"June 9, 1964",30.0,NBA,PF,65.0,13.0,1276.0,10.9,22.5,0.48,0.0,0.0,,10.9,22.5,0.48,3.7,4.8,0.77,3.3,6.4,9.7,1.8,1.1,1.1,2.5,7.4,25.5,105.0,111.0
1996,24,2887,PHO,Phoenix Suns,Wayman Tisdale,"June 9, 1964",31.0,NBA,PF,63.0,6.0,1152.0,12.5,25.2,0.5,0.0,0.0,,12.5,25.2,0.5,5.1,6.7,0.76,2.5,7.1,9.6,2.6,0.7,1.6,2.8,8.4,30.0,106.0,111.0
1997,24,2887,PHO,Phoenix Suns,Wayman Tisdale,"June 9, 1964",32.0,NBA,PF,53.0,15.0,778.0,10.5,24.6,0.43,0.0,0.0,,10.5,24.6,0.43,2.0,3.2,0.62,2.3,5.6,7.9,1.3,0.5,1.4,2.4,7.3,22.9,89.0,111.0
