Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1996,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",19.0,NBA,SF,80.0,43.0,2293.0,361.0,735.0,0.49,8.0,28.0,0.29,353.0,707.0,0.5,0.5,105.0,149.0,0.7,175.0,326.0,501.0,145.0,86.0,131.0,110.0,189.0,835.0,,0.0
1997,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",20.0,NBA,SF,77.0,77.0,2995.0,549.0,1100.0,0.5,6.0,21.0,0.29,543.0,1079.0,0.5,0.5,205.0,272.0,0.75,190.0,428.0,618.0,236.0,105.0,163.0,175.0,199.0,1309.0,,0.0
1998,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",21.0,NBA,PF,82.0,82.0,3222.0,635.0,1293.0,0.49,3.0,16.0,0.19,632.0,1277.0,0.5,0.49,245.0,332.0,0.74,222.0,564.0,786.0,348.0,139.0,150.0,192.0,224.0,1518.0,,1.0
1999,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",22.0,NBA,PF,47.0,47.0,1780.0,414.0,900.0,0.46,4.0,14.0,0.29,410.0,886.0,0.46,0.46,145.0,206.0,0.7,166.0,323.0,489.0,202.0,78.0,83.0,135.0,152.0,977.0,,0.0
2001,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",24.0,NBA,PF,81.0,81.0,3202.0,704.0,1475.0,0.48,19.0,66.0,0.29,685.0,1409.0,0.49,0.48,357.0,467.0,0.76,219.0,702.0,921.0,401.0,111.0,145.0,230.0,204.0,1784.0,,2.0
2002,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",25.0,NBA,PF,81.0,81.0,3175.0,659.0,1401.0,0.47,37.0,116.0,0.32,622.0,1285.0,0.48,0.48,359.0,448.0,0.8,243.0,738.0,981.0,422.0,96.0,126.0,229.0,184.0,1714.0,,0.0
2003,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",26.0,NBA,PF,82.0,82.0,3321.0,743.0,1481.0,0.5,20.0,71.0,0.28,723.0,1410.0,0.51,0.51,377.0,502.0,0.75,244.0,858.0,1102.0,495.0,113.0,129.0,229.0,199.0,1883.0,,6.0
2004,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",27.0,NBA,PF,82.0,82.0,3231.0,804.0,1611.0,0.5,11.0,43.0,0.26,793.0,1568.0,0.51,0.5,368.0,465.0,0.79,245.0,894.0,1139.0,409.0,120.0,178.0,212.0,202.0,1987.0,,2.0
2005,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",28.0,NBA,PF,82.0,82.0,3121.0,683.0,1360.0,0.5,6.0,25.0,0.24,677.0,1335.0,0.51,0.5,445.0,549.0,0.81,247.0,861.0,1108.0,466.0,121.0,112.0,222.0,207.0,1817.0,,1.0
2006,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",29.0,NBA,PF,76.0,76.0,2957.0,626.0,1191.0,0.53,8.0,30.0,0.27,618.0,1161.0,0.53,0.53,396.0,489.0,0.81,214.0,752.0,966.0,308.0,104.0,107.0,180.0,206.0,1656.0,,0.0
