Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,5,1492,CHI,Chicago Bulls,22.0,NBA,PF,65.0,11.0,757.0,4.5,10.0,0.45,0.7,2.2,0.33,3.8,7.8,0.49,2.4,3.3,0.73,1.6,4.5,6.1,2.3,1.0,2.0,2.9,6.0,12.2
2011,31,1492,TOT,Total After Trade,23.0,NBA,SF,38.0,25.0,822.0,4.7,10.4,0.46,0.4,1.5,0.24,4.4,8.9,0.49,2.1,3.1,0.66,1.6,4.6,6.2,3.9,1.4,1.6,2.8,4.2,11.9
2011,5,1492,CHI,Chicago Bulls,23.0,NBA,SF,13.0,0.0,123.0,5.0,12.0,0.42,0.6,2.6,0.22,4.4,9.4,0.47,1.8,3.8,0.46,1.8,5.3,7.0,4.1,2.3,2.6,5.3,7.3,12.3
2011,28,1492,TOR,Toronto Raptors,23.0,NBA,SF,25.0,25.0,699.0,4.7,10.1,0.46,0.3,1.3,0.24,4.4,8.8,0.5,2.1,3.0,0.71,1.6,4.5,6.1,3.9,1.3,1.4,2.4,3.6,11.8
2012,28,1492,TOR,Toronto Raptors,24.0,NBA,SF,62.0,40.0,1561.0,5.4,11.9,0.45,0.4,1.4,0.32,4.9,10.6,0.47,1.9,2.7,0.7,1.7,5.0,6.7,2.8,1.6,1.9,2.3,4.1,13.1
2013,26,1492,SAC,Sacramento Kings,25.0,NBA,SF,54.0,11.0,878.0,4.8,11.6,0.41,0.1,0.9,0.1,4.7,10.7,0.44,1.6,2.7,0.6,2.0,3.9,5.9,2.4,1.7,2.1,2.8,4.1,11.3
2014,15,1492,MEM,Memphis Grizzlies,26.0,NBA,SF,52.0,4.0,956.0,5.4,11.6,0.46,0.8,3.3,0.25,4.6,8.3,0.55,2.9,3.4,0.84,2.3,4.0,6.3,4.2,1.6,2.1,2.5,3.8,14.5
2015,28,1492,TOR,Toronto Raptors,27.0,NBA,PF,70.0,17.0,1370.0,6.3,10.6,0.59,0.3,1.3,0.22,6.0,9.3,0.64,1.8,2.7,0.66,1.6,5.2,6.8,2.5,1.4,1.8,2.1,4.1,14.6
2016,28,1492,TOR,Toronto Raptors,28.0,NBA,PF,57.0,32.0,926.0,4.4,9.3,0.48,0.8,2.6,0.3,3.7,6.8,0.54,1.5,2.6,0.57,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2
2017,16,1492,MIA,Miami Heat,29.0,NBA,PF,76.0,5.0,2085.0,6.4,13.3,0.48,1.5,4.4,0.34,4.9,8.9,0.55,2.6,3.7,0.71,1.1,5.4,6.5,4.8,1.3,1.5,3.0,3.4,16.8
2018,16,1492,MIA,Miami Heat,30.0,NBA,PF,73.0,41.0,1943.0,5.7,11.4,0.5,1.1,3.4,0.31,4.7,7.9,0.59,2.1,3.0,0.7,1.1,5.5,6.6,5.2,1.3,0.9,2.6,3.6,14.6
2019,16,1492,MIA,Miami Heat,31.0,NBA,PF,55.0,33.0,1164.0,5.1,11.7,0.43,1.5,4.6,0.34,3.5,7.1,0.5,1.5,2.2,0.71,0.7,4.8,5.4,4.2,1.1,0.8,2.3,3.5,13.2
2020,31,1492,TOT,Total After Trade,32.0,NBA,"C,PF",32.0,1.0,619.0,6.0,12.5,0.48,1.9,5.3,0.36,4.1,7.2,0.56,1.8,2.8,0.65,1.5,5.4,6.9,4.3,1.5,1.9,2.8,4.7,15.7
2020,16,1492,MIA,Miami Heat,32.0,NBA,PF,18.0,0.0,281.0,5.0,11.1,0.45,2.0,5.8,0.36,2.9,5.4,0.55,1.0,1.8,0.57,1.0,5.6,6.7,2.7,0.8,1.7,1.9,4.4,13.1
2020,18,1492,MIN,Minnesota Timberwolves,32.0,NBA,C,14.0,1.0,338.0,6.8,13.6,0.5,1.8,4.9,0.37,5.0,8.7,0.57,2.4,3.6,0.68,1.8,5.2,7.0,5.6,2.0,2.0,3.5,4.9,17.9
2021,7,1492,DAL,Dallas Mavericks,33.0,NBA,PF,23.0,0.0,424.0,5.1,10.4,0.49,1.2,4.2,0.28,3.9,6.2,0.63,1.1,2.0,0.54,0.9,5.1,6.0,3.1,1.7,1.6,2.1,4.1,12.5
