Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,12,832,IND,Indiana Pacers,James Edwards,"November 22, 1955",25.0,NBA,C,2.0,,56.0,4.5,15.4,0.29,0.0,0.0,,4.5,15.4,0.29,0.0,0.0,,2.6,6.4,9.0,3.2,0.6,0.6,2.6,5.1,9.0
1983,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",27.0,NBA,C,3.0,,54.0,7.3,17.3,0.42,0.0,0.0,,7.3,17.3,0.42,4.0,4.0,1.0,4.0,8.0,12.0,2.7,0.7,0.7,3.3,4.7,18.7
1984,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",28.0,NBA,C,17.0,,463.0,7.2,14.7,0.49,0.0,0.0,,7.2,14.7,0.49,3.7,5.3,0.71,1.7,5.4,7.1,2.1,0.3,0.9,2.4,4.8,18.2
1988,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",32.0,NBA,C,22.0,2.0,308.0,6.5,12.9,0.51,0.0,0.1,0.0,6.5,12.7,0.51,3.2,4.8,0.66,2.7,5.3,7.9,1.3,0.2,1.2,1.2,6.4,16.2
1989,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",33.0,NBA,C,17.0,0.0,317.0,4.5,9.7,0.47,0.0,0.1,0.0,4.5,9.5,0.48,4.5,5.8,0.78,1.2,2.8,4.1,1.4,0.1,0.9,1.7,6.0,13.6
1990,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",34.0,NBA,C,20.0,20.0,536.0,7.7,15.5,0.49,0.0,0.1,0.0,7.7,15.4,0.5,3.9,6.4,0.6,1.6,3.2,4.8,0.9,0.3,0.7,2.1,5.0,19.2
1991,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",35.0,NBA,C,15.0,11.0,345.0,6.4,15.7,0.41,0.0,0.0,,6.4,15.7,0.41,4.0,5.7,0.69,1.6,2.3,3.9,0.9,0.2,0.3,2.5,4.5,16.7
1992,13,832,LAC,Los Angeles Clippers,James Edwards,"November 22, 1955",36.0,NBA,C,5.0,0.0,87.0,4.1,9.9,0.42,0.0,0.0,,4.1,9.9,0.42,5.0,7.9,0.63,2.1,3.3,5.4,1.2,0.4,0.4,1.7,4.6,13.2
1993,14,832,LAL,Los Angeles Lakers,James Edwards,"November 22, 1955",37.0,NBA,C,3.0,0.0,14.0,7.7,10.3,0.75,0.0,0.0,,7.7,10.3,0.75,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,2.6,5.1,15.4
1995,25,832,POR,Portland Trail Blazers,James Edwards,"November 22, 1955",39.0,NBA,C,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,5,832,CHI,Chicago Bulls,James Edwards,"November 22, 1955",40.0,NBA,C,6.0,0.0,28.0,5.1,11.6,0.44,0.0,0.0,,5.1,11.6,0.44,3.9,5.1,0.75,0.0,5.1,5.1,0.0,0.0,0.0,1.3,12.9,14.1
