Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2001,20.0,ORL,NBA,SF,82.0,2390.0,13.2,0.541,0.431,0.151,3.0,12.4,7.6,9.7,1.1,0.6,9.7,18.5,,3.3,1.9,5.3,0.106,,0.7,-0.9,-0.2,1.0
2002,21.0,ORL,NBA,SF,63.0,2123.0,15.0,0.542,0.378,0.226,2.6,11.9,7.2,15.2,1.1,0.8,10.9,20.9,,3.1,1.3,4.5,0.101,,1.3,-1.0,0.3,1.2
2003,22.0,TOT,NBA,SF,65.0,2186.0,14.7,0.537,0.349,0.217,2.4,15.7,8.9,13.5,1.0,0.7,11.7,21.8,,2.7,1.3,4.0,0.087,,1.1,-1.3,-0.2,1.0
2003,22.0,ORL,NBA,SF,49.0,1826.0,13.9,0.521,0.362,0.212,2.4,15.9,9.0,13.1,1.0,0.6,11.3,21.4,,1.8,1.2,3.0,0.08,,0.7,-1.3,-0.5,0.7
2003,22.0,MEM,NBA,SF,16.0,360.0,19.0,0.614,0.291,0.238,1.9,15.1,8.6,15.6,0.9,1.0,13.5,24.1,,0.8,0.1,0.9,0.124,,2.7,-1.3,1.4,0.3
2004,23.0,MEM,NBA,SF,65.0,1770.0,14.9,0.532,0.349,0.229,2.7,11.2,6.9,22.1,1.8,0.6,13.6,20.0,,2.5,1.4,3.9,0.107,,0.8,-0.2,0.6,1.1
2005,24.0,MEM,NBA,SF,76.0,2278.0,16.7,0.614,0.422,0.196,1.9,13.8,7.9,17.8,1.3,0.8,13.2,19.8,,4.5,2.6,7.0,0.148,,2.4,0.4,2.9,2.8
2006,25.0,MEM,NBA,SG,74.0,2268.0,17.2,0.595,0.446,0.276,2.3,18.8,10.6,16.5,1.3,1.0,14.1,21.3,,3.9,3.5,7.4,0.157,,2.4,0.6,3.0,2.9
2007,26.0,MEM,NBA,SG,70.0,2740.0,16.4,0.588,0.493,0.201,2.3,14.2,8.2,18.7,1.0,0.5,14.0,21.1,,4.6,0.3,4.8,0.085,,3.1,-1.7,1.4,2.3
2008,27.0,MEM,NBA,SG,70.0,2474.0,16.1,0.625,0.436,0.257,2.3,19.0,10.6,16.0,0.7,0.5,16.6,19.8,,3.9,1.1,5.0,0.098,,2.2,-1.1,1.1,2.0
2009,28.0,MIN,NBA,SF,73.0,2356.0,13.8,0.588,0.411,0.272,3.5,21.2,12.0,21.6,0.7,1.0,19.1,14.5,,2.8,1.4,4.2,0.086,,0.9,0.3,1.1,1.8
2010,29.0,WAS,NBA,SG,54.0,1805.0,13.9,0.623,0.395,0.196,3.5,18.2,10.7,18.4,1.1,0.5,19.6,14.7,,2.5,1.4,3.9,0.104,,0.9,0.4,1.3,1.5
2011,30.0,MIA,NBA,SG,41.0,838.0,9.7,0.525,0.584,0.168,5.7,19.5,13.0,9.1,1.3,0.2,15.9,14.4,,0.4,1.2,1.6,0.09,,-1.5,0.1,-1.4,0.1
2012,31.0,MIA,NBA,SG,39.0,752.0,11.4,0.561,0.56,0.024,3.6,16.2,10.2,8.7,1.0,0.6,12.4,14.9,,0.8,1.0,1.8,0.113,,0.3,-0.2,0.1,0.4
2013,32.0,MIA,NBA,SF,59.0,900.0,13.5,0.596,0.758,0.048,2.6,18.0,10.7,16.2,1.2,0.4,12.9,14.4,,1.6,1.0,2.6,0.137,,1.8,-0.3,1.5,0.8
2014,33.0,MEM,NBA,SF,82.0,1707.0,12.5,0.619,0.526,0.126,2.1,12.3,7.2,11.5,0.8,0.2,14.1,14.7,,2.6,1.4,3.9,0.111,,0.7,-0.3,0.4,1.0
2015,34.0,CLE,NBA,SF,52.0,701.0,4.6,0.471,0.86,0.035,0.7,14.0,7.4,9.0,1.0,0.5,16.6,8.9,,-0.1,0.5,0.4,0.028,,-3.7,0.3,-3.4,-0.2
2016,35.0,DEN,NBA,SF,47.0,373.0,6.5,0.508,0.839,0.0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,,0.1,0.3,0.3,0.04,,-3.8,1.3,-2.5,0.0
2017,36.0,DEN,NBA,SF,20.0,151.0,7.6,0.586,0.87,0.087,1.5,26.1,13.9,18.3,0.6,0.0,35.2,10.4,,0.0,0.1,0.1,0.018,,-2.0,0.5,-1.5,0.0
