Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1994,12,3239,IND,Indiana Pacers,Haywoode Workman,1966-01-23,28.0,NBA,PG,16.0,15.0,511.0,4.8,14.0,0.34,0.6,2.2,0.29,4.2,11.8,0.36,3.4,4.1,0.84,1.2,4.3,5.5,12.0,3.0,0.1,4.1,4.3,13.7,99.0,100.0
1995,12,3239,IND,Indiana Pacers,Haywoode Workman,1966-01-23,29.0,NBA,PG,17.0,0.0,275.0,4.8,13.4,0.36,0.4,3.6,0.11,4.4,9.8,0.45,5.4,6.4,0.84,1.0,4.6,5.6,9.0,2.2,0.0,3.2,9.0,15.4,106.0,111.0
1996,12,3239,IND,Indiana Pacers,Haywoode Workman,1966-01-23,30.0,NBA,PG,5.0,0.0,53.0,7.6,17.4,0.44,3.3,5.4,0.6,4.4,12.0,0.36,2.2,2.2,1.0,1.1,2.2,3.3,2.2,2.2,0.0,2.2,5.4,20.7,116.0,108.0
1999,17,3239,MIL,Milwaukee Bucks,Haywoode Workman,1966-01-23,33.0,NBA,PG,3.0,0.0,53.0,4.1,11.3,0.36,0.0,3.1,0.0,4.1,8.2,0.5,5.1,6.2,0.83,1.0,2.1,3.1,7.2,3.1,0.0,7.2,7.2,13.3,79.0,118.0
