Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1986,26,16,SAC,Sacramento Kings,Michael Adams,1963-01-19,23.0,NBA,PG,18.0,0.0,139.0,16.0,44.0,0.36,0.0,3.0,0.0,16.0,41.0,0.39,0.36,8.0,12.0,0.67,2.0,4.0,6.0,22.0,9.0,1.0,11.0,9.0,40.0,0.0
1987,30,16,WSB,Washington Bullets,Michael Adams,1963-01-19,24.0,NBA,PG,63.0,0.0,1303.0,160.0,393.0,0.41,28.0,102.0,0.28,132.0,291.0,0.45,0.44,105.0,124.0,0.85,38.0,85.0,123.0,244.0,85.0,6.0,81.0,88.0,453.0,0.0
1988,8,16,DEN,Denver Nuggets,Michael Adams,1963-01-19,25.0,NBA,PG,82.0,75.0,2778.0,416.0,927.0,0.45,139.0,379.0,0.37,277.0,548.0,0.5,0.52,166.0,199.0,0.83,40.0,183.0,223.0,503.0,168.0,16.0,144.0,138.0,1137.0,0.0
1989,8,16,DEN,Denver Nuggets,Michael Adams,1963-01-19,26.0,NBA,PG,77.0,77.0,2787.0,468.0,1082.0,0.43,166.0,466.0,0.36,302.0,616.0,0.49,0.51,322.0,393.0,0.82,71.0,212.0,283.0,490.0,166.0,11.0,180.0,149.0,1424.0,0.0
1990,8,16,DEN,Denver Nuggets,Michael Adams,1963-01-19,27.0,NBA,PG,79.0,74.0,2690.0,398.0,989.0,0.4,158.0,432.0,0.37,240.0,557.0,0.43,0.48,267.0,314.0,0.85,49.0,176.0,225.0,495.0,121.0,3.0,141.0,133.0,1221.0,0.0
1991,8,16,DEN,Denver Nuggets,Michael Adams,1963-01-19,28.0,NBA,PG,66.0,66.0,2346.0,560.0,1421.0,0.39,167.0,564.0,0.3,393.0,857.0,0.46,0.45,465.0,529.0,0.88,58.0,198.0,256.0,693.0,147.0,6.0,240.0,162.0,1752.0,1.0
1992,30,16,WSB,Washington Bullets,Michael Adams,1963-01-19,29.0,NBA,PG,78.0,78.0,2795.0,485.0,1233.0,0.39,125.0,386.0,0.32,360.0,847.0,0.42,0.44,313.0,360.0,0.87,58.0,252.0,310.0,594.0,145.0,9.0,212.0,162.0,1408.0,0.0
1993,30,16,WSB,Washington Bullets,Michael Adams,1963-01-19,30.0,NBA,PG,70.0,70.0,2499.0,365.0,831.0,0.44,68.0,212.0,0.32,297.0,619.0,0.48,0.48,237.0,277.0,0.86,52.0,188.0,240.0,526.0,100.0,4.0,175.0,146.0,1035.0,0.0
1994,30,16,WSB,Washington Bullets,Michael Adams,1963-01-19,31.0,NBA,PG,70.0,67.0,2337.0,285.0,698.0,0.41,55.0,191.0,0.29,230.0,507.0,0.45,0.45,224.0,270.0,0.83,37.0,146.0,183.0,480.0,96.0,6.0,167.0,140.0,849.0,0.0
1995,4,16,CHO,Charlotte Hornets,Michael Adams,1963-01-19,32.0,NBA,PG,29.0,0.0,443.0,67.0,148.0,0.45,29.0,81.0,0.36,38.0,67.0,0.57,0.55,25.0,30.0,0.83,6.0,23.0,29.0,95.0,23.0,1.0,26.0,41.0,188.0,0.0
1996,4,16,CHO,Charlotte Hornets,Michael Adams,1963-01-19,33.0,NBA,PG,21.0,3.0,329.0,37.0,83.0,0.45,14.0,41.0,0.34,23.0,42.0,0.55,0.53,26.0,35.0,0.74,5.0,17.0,22.0,67.0,21.0,4.0,25.0,25.0,114.0,0.0
