Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,21.0,HOU,NBA,SF,4.0,0.0,40.0,6.1,20.8,0.294,0.0,0.0,,6.1,20.8,0.294,9.8,12.2,0.8,6.1,1.2,7.3,2.4,1.2,1.2,3.7,8.6,22.0,,95.0,113.0
1990,22.0,CLE,NBA,SF,3.0,0.0,28.0,11.0,18.3,0.6,0.0,0.0,,11.0,18.3,0.6,12.8,16.4,0.778,3.7,1.8,5.5,3.7,1.8,0.0,5.5,3.7,34.7,,119.0,115.0
