Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,4,CHA,Charlotte Bobcats,Kemba Walker,23.0,73,73.0,2614,449,1143,0.39,109,327,0.33,340,816,0.42,0.44,282,337,0.84,39,267,306,447,86,32,169,128,1289
2014,4,CHA,Charlotte Bobcats,Al Jefferson,29.0,73,73.0,2553,700,1376,0.51,3,15,0.2,697,1361,0.51,0.51,191,277,0.69,156,636,792,155,67,79,124,176,1594
2014,4,CHA,Charlotte Bobcats,Gerald Henderson,26.0,77,77.0,2461,403,930,0.43,40,115,0.35,363,815,0.44,0.46,235,309,0.76,31,279,310,199,51,32,113,159,1081
2014,4,CHA,Charlotte Bobcats,Josh McRoberts,26.0,78,78.0,2360,247,566,0.44,105,291,0.36,142,275,0.52,0.53,62,85,0.73,85,288,373,333,58,46,83,189,661
2014,4,CHA,Charlotte Bobcats,Michael Kidd-Gilchrist,20.0,62,62.0,1502,167,353,0.47,1,9,0.11,166,344,0.48,0.48,113,184,0.61,109,215,324,52,43,39,60,145,448
2014,4,CHA,Charlotte Bobcats,Cody Zeller,21.0,82,3.0,1416,172,404,0.43,0,1,0.0,172,403,0.43,0.43,146,200,0.73,118,235,353,92,40,41,87,170,490
2014,4,CHA,Charlotte Bobcats,Ramon Sessions,27.0,55,7.0,1305,190,465,0.41,15,68,0.22,175,397,0.44,0.42,183,234,0.78,22,95,117,206,33,6,93,50,578
2014,4,CHA,Charlotte Bobcats,Anthony Tolliver,28.0,64,9.0,1298,129,307,0.42,102,247,0.41,27,60,0.45,0.59,33,41,0.8,33,135,168,42,19,15,23,82,393
2014,4,CHA,Charlotte Bobcats,Bismack Biyombo,21.0,77,9.0,1072,88,144,0.61,0,0,,88,144,0.61,0.61,46,89,0.52,105,261,366,8,7,86,40,124,222
2014,4,CHA,Charlotte Bobcats,Chris Douglas-Roberts,27.0,49,8.0,1016,111,252,0.44,51,132,0.39,60,120,0.5,0.54,66,82,0.8,16,103,119,51,29,16,36,61,339
2014,4,CHA,Charlotte Bobcats,Jeffery Taylor,24.0,26,8.0,629,82,218,0.38,18,67,0.27,64,151,0.42,0.42,26,47,0.55,15,45,60,22,13,5,25,62,208
2014,4,CHA,Charlotte Bobcats,Gary Neal,29.0,22,1.0,507,85,194,0.44,28,69,0.41,57,125,0.46,0.51,49,51,0.96,2,38,40,37,11,0,25,39,247
2014,4,CHA,Charlotte Bobcats,Luke Ridnour,32.0,25,2.0,378,42,108,0.39,12,40,0.3,30,68,0.44,0.44,4,7,0.57,8,27,35,54,9,6,20,37,100
2014,4,CHA,Charlotte Bobcats,Ben Gordon,30.0,19,0.0,279,37,108,0.34,8,29,0.28,29,79,0.37,0.38,17,21,0.81,3,24,27,21,10,2,21,18,99
2014,4,CHA,Charlotte Bobcats,Jeff Adrien,27.0,25,0.0,256,22,40,0.55,0,0,,22,40,0.55,0.55,13,25,0.52,33,55,88,7,7,15,8,35,57
2014,4,CHA,Charlotte Bobcats,Jannero Pargo,34.0,29,0.0,242,52,118,0.44,24,60,0.4,28,58,0.48,0.54,8,11,0.73,1,19,20,52,14,1,26,17,136
2014,4,CHA,Charlotte Bobcats,D.J. White,27.0,2,0.0,10,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,2,2,0,1,0,0,1,0
2014,4,CHA,Charlotte Bobcats,Justin Hamilton,23.0,1,0.0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,1,0,0
2014,4,CHA,Charlotte Bobcats,James Southerland,23.0,1,0.0,3,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
2014,4,CHA,Charlotte Bobcats,Team Totals,,82,,19905,2976,6730,0.44,516,1471,0.35,2460,5259,0.47,0.48,1474,2000,0.74,776,2724,3500,1778,499,421,1010,1493,7942
