Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,10,GSW,Golden State Warriors,Klay Thompson,23.0,81,81.0,2868,559,1259,0.44,223,535,0.42,336,724,0.46,0.53,147,185,0.8,38,211,249,181,74,37,135,234,1488
2014,10,GSW,Golden State Warriors,Stephen Curry,25.0,78,78.0,2846,652,1383,0.47,261,615,0.42,391,768,0.51,0.57,308,348,0.88,46,288,334,666,128,14,294,194,1873
2014,10,GSW,Golden State Warriors,David Lee,30.0,69,67.0,2288,513,981,0.52,0,1,0.0,513,980,0.52,0.52,231,296,0.78,182,461,643,147,48,26,152,206,1257
2014,10,GSW,Golden State Warriors,Harrison Barnes,21.0,78,24.0,2204,271,679,0.4,66,190,0.35,205,489,0.42,0.45,130,181,0.72,66,245,311,116,65,20,84,158,738
2014,10,GSW,Golden State Warriors,Andre Iguodala,30.0,63,63.0,2040,220,458,0.48,62,175,0.35,158,283,0.56,0.55,86,132,0.65,53,240,293,263,95,18,100,103,588
2014,10,GSW,Golden State Warriors,Draymond Green,23.0,82,12.0,1797,187,459,0.41,55,165,0.33,132,294,0.45,0.47,82,123,0.67,86,323,409,152,102,72,91,231,511
2014,10,GSW,Golden State Warriors,Andrew Bogut,29.0,67,67.0,1769,235,375,0.63,0,0,,235,375,0.63,0.63,22,64,0.34,182,489,671,112,47,121,97,210,492
2014,10,GSW,Golden State Warriors,Marreese Speights,26.0,79,3.0,982,195,442,0.44,8,31,0.26,187,411,0.46,0.45,110,134,0.82,101,189,290,32,10,34,66,148,508
2014,10,GSW,Golden State Warriors,Jermaine O'Neal,35.0,44,13.0,883,125,248,0.5,0,0,,125,248,0.5,0.5,99,132,0.75,85,157,242,25,14,40,52,102,349
2014,10,GSW,Golden State Warriors,Jordan Crawford,25.0,42,0.0,661,139,333,0.42,40,128,0.31,99,205,0.48,0.48,36,43,0.84,10,53,63,57,13,2,50,44,354
2014,10,GSW,Golden State Warriors,Steve Blake,33.0,28,1.0,607,45,120,0.38,27,79,0.34,18,41,0.44,0.49,5,8,0.62,5,51,56,102,20,6,31,36,122
2014,10,GSW,Golden State Warriors,Kent Bazemore,24.0,44,0.0,268,36,97,0.37,10,39,0.26,26,58,0.45,0.42,19,36,0.53,5,35,40,20,12,6,28,42,101
2014,10,GSW,Golden State Warriors,Toney Douglas,27.0,24,0.0,265,32,86,0.37,19,59,0.32,13,27,0.48,0.48,5,8,0.62,4,22,26,19,6,2,16,34,88
2014,10,GSW,Golden State Warriors,Nemanja Nedovic,22.0,24,0.0,142,8,39,0.2,3,18,0.17,5,21,0.24,0.24,7,8,0.88,3,12,15,13,0,1,13,13,26
2014,10,GSW,Golden State Warriors,Hilton Armstrong,29.0,15,1.0,97,9,19,0.47,0,0,,9,19,0.47,0.47,7,16,0.44,19,28,47,5,4,4,6,11,25
2014,10,GSW,Golden State Warriors,Ognjen Kuzmic,23.0,21,0.0,92,5,13,0.38,0,0,,5,13,0.38,0.38,5,11,0.46,10,11,21,2,3,4,10,17,15
2014,10,GSW,Golden State Warriors,MarShon Brooks,25.0,7,0.0,15,5,13,0.38,0,2,0.0,5,11,0.46,0.38,3,4,0.75,1,4,5,0,1,0,0,0,13
2014,10,GSW,Golden State Warriors,Dewayne Dedmon,24.0,4,0.0,6,0,1,0.0,0,0,,0,1,0.0,0.0,1,2,0.5,0,0,0,0,0,0,0,1,1
2014,10,GSW,Golden State Warriors,Team Totals,,82,,19830,3236,7005,0.46,774,2037,0.38,2462,4968,0.5,0.52,1303,1731,0.75,896,2819,3715,1912,642,407,1247,1784,8549
