SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,23,PHI,Allen Iverson,24,10,10,444,7.4,19.2,0.38,1.0,3.2,0.31,6.4,16.1,0.4,5.5,7.5,0.74,1.1,2.1,3.2,3.6,1.0,0.1,2.6,1.9,21.2
2000,23,PHI,Theo Ratliff,26,10,10,374,4.6,9.7,0.48,0.0,0.0,,4.6,9.7,0.48,3.3,4.5,0.72,2.7,4.9,7.6,0.9,1.0,2.9,1.6,3.4,12.5
2000,23,PHI,Tyrone Hill,31,10,10,352,4.7,10.2,0.46,0.0,0.1,0.0,4.7,10.1,0.46,3.2,4.5,0.7,3.7,6.2,9.9,0.9,0.9,0.1,1.2,3.9,12.6
2000,23,PHI,Aaron McKie,27,10,6,331,5.4,11.2,0.48,1.3,3.8,0.34,4.1,7.4,0.56,2.8,3.4,0.84,0.4,3.5,3.9,5.0,0.4,0.2,1.7,2.8,15.0
2000,23,PHI,George Lynch,29,10,10,293,2.7,8.0,0.34,0.1,0.9,0.14,2.6,7.1,0.36,1.7,2.2,0.78,3.2,5.5,8.7,1.7,1.1,0.6,1.0,4.1,7.2
2000,23,PHI,Toni Kukoc,31,10,0,257,5.0,13.0,0.39,1.5,4.8,0.32,3.5,8.3,0.42,1.4,2.4,0.59,1.0,4.2,5.2,2.4,1.4,0.4,2.1,3.6,13.0
2000,23,PHI,Eric Snow,26,5,4,138,3.9,8.1,0.48,0.8,1.0,0.75,3.1,7.0,0.44,1.0,1.0,1.0,0.0,2.6,2.6,9.1,1.0,0.3,1.8,3.7,9.7
2000,23,PHI,Matt Geiger,30,8,0,128,7.0,14.1,0.5,0.0,0.0,,7.0,14.1,0.5,5.6,7.0,0.8,4.8,6.5,11.3,0.6,1.4,0.6,1.4,6.5,19.7
2000,23,PHI,Kevin Ollie,27,10,0,65,3.3,6.6,0.5,0.0,0.0,,3.3,6.6,0.5,4.4,5.0,0.89,0.0,2.8,2.8,6.6,1.1,0.0,1.7,2.8,11.1
2000,23,PHI,Todd MacCulloch,24,5,0,24,3.0,4.5,0.67,0.0,0.0,,3.0,4.5,0.67,6.0,9.0,0.67,4.5,9.0,13.5,0.0,0.0,0.0,0.0,3.0,12.0
2000,23,PHI,Ira Bowman,26,7,0,11,0.0,6.5,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
2000,23,PHI,Jumaine Jones,20,4,0,8,4.5,13.5,0.33,0.0,9.0,0.0,4.5,4.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
