PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Latrell Sprewell,29,16,16,700,5.7,13.7,0.414,0.5,1.5,0.33299999999999996,5.1,12.1,0.424,3.5,4.5,0.784,0.6,3.0,3.6,3.0,0.9,0.3,1.9,1.4,15.4
Allan Houston,28,16,16,654,5.7,12.9,0.43799999999999994,1.0,2.1,0.5,4.6,10.8,0.426,3.1,3.6,0.862,0.2,2.7,2.9,1.4,1.0,0.2,2.0,2.3,15.5
Larry Johnson,30,16,16,589,4.3,9.3,0.461,0.8,2.0,0.39399999999999996,3.5,7.3,0.479,1.7,2.1,0.794,0.9,4.0,4.9,1.6,0.5,0.1,1.4,2.9,11.0
Patrick Ewing,37,14,14,461,5.5,13.3,0.418,0.0,0.0,,5.5,13.3,0.418,4.8,7.0,0.6970000000000001,2.3,8.1,10.4,0.5,1.2,1.6,2.1,3.7,15.9
Charlie Ward,29,16,16,439,4.7,9.3,0.504,1.7,4.3,0.396,3.0,4.9,0.6,1.2,1.7,0.7140000000000001,0.9,4.7,5.6,5.3,1.8,0.4,1.6,3.3,12.3
Marcus Camby,25,16,0,386,2.7,8.0,0.337,0.0,0.1,0.0,2.7,7.9,0.341,1.8,2.9,0.613,3.3,7.2,10.4,0.6,0.7,2.1,1.1,4.8,7.2
Chris Childs,32,16,0,334,2.9,7.5,0.386,1.0,3.0,0.321,1.9,4.5,0.429,2.6,3.0,0.857,0.1,3.9,4.0,4.2,0.8,0.0,1.5,5.7,9.4
Kurt Thomas,27,16,0,251,4.4,8.7,0.508,0.0,0.0,,4.4,8.7,0.508,1.0,1.4,0.7,2.6,4.6,7.2,0.7,0.4,0.9,2.0,6.3,9.9
Chris Dudley,34,5,2,43,0.8,1.7,0.5,0.0,0.0,,0.8,1.7,0.5,1.7,1.7,1.0,4.2,5.9,10.0,1.7,0.8,0.8,0.8,9.2,3.3
Rick Brunson,27,3,0,4,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,9.0,0.0,0.0,18.0,0.0
John Wallace,25,1,0,4,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,0.0
