Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1987,9,DET,Detroit Pistons,0,Tony Campbell,SF,6-7,215,1962-05-07,US,2,Ohio State
1987,9,DET,Detroit Pistons,45,Adrian Dantley,SF,6-5,208,1955-02-28,US,10,Notre Dame
1987,9,DET,Detroit Pistons,4,Joe Dumars,SG,6-3,190,1963-05-24,US,1,McNeese State University
1987,9,DET,Detroit Pistons,12,Sidney Green,PF,6-9,220,1961-01-04,US,3,UNLV
1987,9,DET,Detroit Pistons,15,Vinnie Johnson,SG,6-2,200,1956-09-01,US,7,Baylor
1987,9,DET,Detroit Pistons,40,Bill Laimbeer,C,6-11,245,1957-05-19,US,6,Notre Dame
1987,9,DET,Detroit Pistons,44,Rick Mahorn,PF,6-10,240,1958-09-21,US,6,Hampton
1987,9,DET,Detroit Pistons,40,Cozell McQueen,PF,6-11,235,1962-01-18,FR,R,NC State
1987,9,DET,Detroit Pistons,42,Chuck Nevitt,C,7-5,217,1959-06-13,US,3,NC State
1987,9,DET,Detroit Pistons,41,Kurt Nimphius,PF,6-10,218,1958-03-13,US,5,Arizona State
1987,9,DET,Detroit Pistons,10,Dennis Rodman,SF,6-7,210,1961-05-13,US,R,Southeastern Oklahoma State University
1987,9,DET,Detroit Pistons,22,John Salley,C,6-11,230,1964-05-16,US,R,Georgia Tech
1987,9,DET,Detroit Pistons,35,John Schweitz,SG,6-6,210,1960-04-19,US,1,Richmond
1987,9,DET,Detroit Pistons,35,Jeff Taylor,SG,6-4,175,1960-01-01,US,1,Texas Tech
1987,9,DET,Detroit Pistons,11,Isiah Thomas,PG,6-1,180,1961-04-30,US,5,Indiana
