Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2006,14,444,LAL,Los Angeles Lakers,18.0,NBA,C,46.0,338.0,7.4,0.39,0.0,0.33,11.9,16.0,13.9,4.1,0.6,5.0,15.3,15.0,-0.4,0.4,0.1,0.01,-6.1,-0.8,-6.9,-0.4
2007,14,444,LAL,Los Angeles Lakers,19.0,NBA,C,82.0,1793.0,15.4,0.59,0.01,0.48,9.2,22.3,15.8,8.2,0.3,5.4,17.6,16.3,2.3,1.9,4.2,0.11,-1.6,0.5,-1.0,0.5
2008,14,444,LAL,Los Angeles Lakers,20.0,NBA,C,35.0,1008.0,22.6,0.66,0.0,0.4,12.1,26.6,19.6,9.6,0.6,5.1,13.0,17.5,3.0,1.8,4.8,0.23,2.9,1.3,4.2,1.6
2009,14,444,LAL,Los Angeles Lakers,21.0,NBA,C,50.0,1446.0,20.0,0.6,0.0,0.43,10.8,20.1,15.6,7.7,0.6,4.8,12.5,20.7,3.2,2.3,5.5,0.18,0.8,0.3,1.1,1.1
2010,14,444,LAL,Los Angeles Lakers,22.0,NBA,C,65.0,1977.0,20.2,0.61,0.0,0.38,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.19,1.1,0.4,1.5,1.8
2011,14,444,LAL,Los Angeles Lakers,23.0,NBA,C,54.0,1500.0,21.1,0.61,0.0,0.51,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,3.8,2.8,6.6,0.21,1.8,1.4,3.2,2.0
2012,14,444,LAL,Los Angeles Lakers,24.0,NBA,C,60.0,2112.0,22.9,0.59,0.01,0.42,10.6,26.1,18.7,7.4,0.7,4.0,13.9,23.8,4.8,3.3,8.0,0.18,2.7,0.2,2.9,2.6
2014,31,444,TOT,Total After Trade,26.0,NBA,C,26.0,516.0,15.2,0.46,0.0,0.22,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,-0.2,0.6,0.4,0.04,-1.4,-0.5,-1.9,0.0
2014,6,444,CLE,Cleveland Cavaliers,26.0,NBA,C,24.0,480.0,14.8,0.46,0.0,0.21,10.7,18.9,14.7,9.6,0.6,4.9,11.9,23.4,-0.2,0.5,0.4,0.04,-1.5,-0.4,-1.9,0.0
2014,12,444,IND,Indiana Pacers,26.0,NBA,C,2.0,36.0,19.9,0.46,0.0,0.32,19.7,38.8,29.7,11.2,0.0,2.1,13.8,36.9,0.0,0.1,0.0,0.06,-0.3,-1.6,-1.9,0.0
