Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2003,28,182,TOR,Toronto Raptors,27.0,NBA,PF,16.0,106.0,18.0,0.66,0.0,0.48,4.1,21.3,12.4,0.0,2.0,7.3,16.5,15.6,,0.2,0.2,0.3,0.15,,-1.6,2.7,1.0,0.1
2007,12,182,IND,Indiana Pacers,31.0,NBA,PF,47.0,405.0,13.7,0.71,0.09,0.62,5.9,15.4,10.6,6.5,1.5,3.4,24.9,14.2,,0.5,0.5,1.1,0.13,,-2.2,1.5,-0.7,0.1
2008,28,182,TOR,Toronto Raptors,32.0,NBA,PF,15.0,103.0,17.6,0.7,0.0,0.4,10.3,19.7,14.9,4.6,1.0,3.2,12.0,15.3,,0.3,0.1,0.4,0.2,,-1.4,0.5,-0.9,0.0
2009,12,182,IND,Indiana Pacers,33.0,NBA,PF,27.0,217.0,12.3,0.58,0.02,0.59,11.1,15.4,13.2,4.6,1.4,3.4,17.2,14.0,,0.2,0.2,0.5,0.1,,-3.4,0.2,-3.2,-0.1
