Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1988,24.0,CLE,NBA,SG,4.0,134.0,18.4,0.507,0.032,0.254,3.6,12.7,8.4,18.4,4.2,1.6,13.6,26.9,,0.0,0.2,0.2,0.069,,1.2,3.5,4.6,0.2
1989,25.0,CLE,NBA,SG,5.0,189.0,21.1,0.609,0.029,0.377,4.3,8.8,6.5,19.7,3.1,1.4,8.0,21.2,,0.5,0.3,0.8,0.208,,3.4,3.5,6.9,0.4
1992,28.0,LAC,NBA,SG,5.0,206.0,13.6,0.483,0.103,0.161,5.5,12.9,9.1,17.9,1.3,1.3,13.9,23.8,,-0.1,0.2,0.1,0.017,,0.1,-0.3,-0.1,0.1
1993,29.0,LAC,NBA,SG,5.0,174.0,19.3,0.526,0.128,0.218,2.3,11.3,6.4,16.2,4.4,4.2,11.4,23.8,,0.1,0.4,0.5,0.129,,3.6,5.0,8.6,0.5
1995,31.0,CHI,NBA,SG,6.0,40.0,13.2,0.429,0.143,0.0,6.3,11.9,9.2,16.3,4.1,2.1,6.7,17.4,,0.0,0.1,0.1,0.084,,-3.1,3.3,0.2,0.0
1996,32.0,CHI,NBA,PG,18.0,494.0,14.8,0.518,0.351,0.313,6.1,10.7,8.3,14.8,2.8,1.3,10.6,15.7,,0.8,1.0,1.8,0.174,,1.2,3.0,4.2,0.8
1997,33.0,CHI,NBA,PG,19.0,515.0,15.7,0.517,0.488,0.224,4.4,14.4,9.2,17.7,2.6,2.5,7.4,13.4,,1.0,1.0,2.0,0.183,,2.0,3.8,5.8,1.0
1998,34.0,CHI,NBA,PG,21.0,563.0,13.3,0.507,0.156,0.32,4.6,12.7,8.5,14.1,2.0,2.6,11.5,13.3,,0.6,0.9,1.5,0.126,,-0.1,2.4,2.3,0.6
2001,37.0,LAL,NBA,PG,6.0,42.0,18.7,0.574,0.4,0.3,2.7,17.6,10.3,14.2,5.0,1.7,8.1,13.0,,0.1,0.1,0.2,0.24,,2.0,5.7,7.7,0.1
