SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,7,DAL,Dallas Mavericks,82,19880,3200,6930,0.46,621,1645,0.38,2579,5285,0.49,1608,1994,0.81,918,2568,3486,1811,581,392,992,1842,8629
2002,26,SAC,Sacramento Kings,82,19755,3267,7003,0.47,426,1160,0.37,2841,5843,0.49,1618,2154,0.75,1013,2702,3715,1958,741,375,1128,1560,8578
2002,14,LAL,Los Angeles Lakers,82,19780,3150,6840,0.46,510,1439,0.35,2640,5401,0.49,1494,2138,0.7,1022,2607,3629,1882,625,478,1040,1823,8304
2002,22,ORL,Orlando Magic,82,19830,3087,6893,0.45,620,1660,0.37,2467,5233,0.47,1446,1917,0.75,942,2440,3382,1804,665,384,1119,1700,8240
2002,18,MIN,Minnesota Timberwolves,82,19805,3175,6887,0.46,396,1047,0.38,2779,5840,0.48,1399,1754,0.8,1059,2562,3621,1993,524,427,1097,1739,8145
2002,21,SEA,Seattle Supersonics,82,19830,3131,6681,0.47,489,1292,0.38,2642,5389,0.49,1263,1672,0.76,968,2333,3301,1926,698,364,1124,1732,8014
2002,10,GSW,Golden State Warriors,82,19780,2998,6989,0.43,320,994,0.32,2678,5995,0.45,1693,2344,0.72,1334,2493,3827,1706,650,523,1378,1884,8009
2002,17,MIL,Milwaukee Bucks,82,19905,3041,6577,0.46,593,1583,0.38,2448,4994,0.49,1321,1767,0.75,841,2557,3398,1847,596,388,1157,1788,7996
2002,12,IND,Indiana Pacers,82,19905,2935,6580,0.45,405,1195,0.34,2530,5385,0.47,1663,2155,0.77,930,2568,3498,1884,658,436,1249,1876,7938
2002,27,SAS,San Antonio Spurs,82,19855,2913,6363,0.46,438,1211,0.36,2475,5152,0.48,1668,2249,0.74,907,2566,3473,1643,625,537,1180,1575,7932
2002,25,POR,Portland Trail Blazers,82,19830,3004,6671,0.45,466,1318,0.35,2538,5353,0.47,1451,1901,0.76,1085,2444,3529,1926,702,368,1172,1613,7925
2002,2,BOS,Boston Celtics,82,19830,2852,6731,0.42,699,1946,0.36,2153,4785,0.45,1498,1960,0.76,891,2570,3461,1722,793,292,1114,1776,7901
2002,3,NJN,New Jersey Nets,82,19830,3042,6816,0.45,403,1194,0.34,2639,5622,0.47,1402,1907,0.74,1039,2515,3554,1990,716,490,1189,1734,7889
2002,29,UTA,Utah Jazz,82,19830,2869,6374,0.45,280,842,0.33,2589,5532,0.47,1853,2430,0.76,1109,2349,3458,1999,749,523,1353,1971,7871
2002,13,LAC,Los Angeles Clippers,82,19805,2970,6668,0.44,408,1147,0.36,2562,5521,0.46,1498,2026,0.74,1083,2474,3557,1714,510,540,1214,1624,7846
2002,6,CLE,Cleveland Cavaliers,82,19855,2948,6582,0.45,387,1026,0.38,2561,5556,0.46,1529,1980,0.77,968,2483,3451,1891,572,470,1196,1752,7812
2002,24,PHO,Phoenix Suns,82,19830,3097,6934,0.45,358,1096,0.33,2739,5838,0.47,1250,1630,0.77,1072,2430,3502,1838,668,401,1205,1785,7802
2002,9,DET,Detroit Pistons,82,19680,2845,6300,0.45,567,1509,0.38,2278,4791,0.48,1478,1954,0.76,810,2366,3176,1765,648,565,1193,1695,7735
2002,1,ALT,Atlanta Hawks,82,19780,2901,6610,0.44,423,1194,0.35,2478,5416,0.46,1486,1942,0.76,955,2445,3400,1656,667,350,1275,1702,7711
2002,4,CHO,Charlotte Hornets,82,19755,2893,6580,0.44,346,994,0.35,2547,5586,0.46,1568,2105,0.74,1059,2505,3564,1759,653,456,1150,1747,7700
2002,30,WAS,Washington Wizards,82,19730,2938,6664,0.44,305,786,0.39,2633,5878,0.45,1428,1866,0.76,1055,2393,3448,1715,570,354,1068,1763,7609
2002,11,HOU,Houston Rockets,82,19980,2837,6629,0.43,496,1480,0.34,2341,5149,0.46,1402,1893,0.74,1025,2411,3436,1482,537,445,1156,1476,7572
2002,8,DEN,Denver Nuggets,82,19805,2915,6870,0.42,423,1285,0.33,2492,5585,0.45,1306,1756,0.74,1117,2310,3427,1817,613,462,1205,1873,7559
2002,20,NYK,New York Knicks,82,19805,2817,6520,0.43,474,1344,0.35,2343,5176,0.45,1406,1786,0.79,876,2458,3334,1720,558,288,1192,1800,7514
2002,28,TOR,Toronto Raptors,82,19755,2919,6727,0.43,387,1109,0.35,2532,5618,0.45,1269,1717,0.74,1114,2336,3450,1779,688,454,1174,1771,7494
2002,23,PHI,Philadelphia 76Ers,82,19730,2804,6436,0.44,214,715,0.3,2590,5721,0.45,1639,2104,0.78,1092,2534,3626,1638,705,363,1256,1645,7461
2002,15,MEM,Memphis Grizzlies,82,19780,2851,6535,0.44,336,1096,0.31,2515,5439,0.46,1334,1883,0.71,984,2413,3397,1785,646,488,1344,1571,7372
2002,5,CHI,Chicago Bulls,82,19805,2811,6491,0.43,300,868,0.35,2511,5623,0.45,1413,1958,0.72,924,2359,3283,1817,633,361,1252,1834,7335
2002,16,MIA,Miami Heat,82,19930,2801,6382,0.44,312,899,0.35,2489,5483,0.45,1236,1708,0.72,902,2544,3446,1664,547,448,1217,1846,7150
