Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2004,31,483,TOT,Total After Trade,23.0,NBA,SG,16.0,70.0,3.8,0.51,0.19,0.38,1.6,8.2,4.9,4.6,0.8,0.0,24.4,16.5,,-0.1,0.0,0.0,-0.03,,-6.6,-1.5,-8.2,-0.1
2004,25,483,POR,Portland Trail Blazers,23.0,NBA,SG,13.0,48.0,6.2,0.55,0.27,0.18,0.0,7.4,3.7,3.4,0.0,0.0,14.4,13.7,,0.0,0.0,0.0,0.01,,-3.9,-2.7,-6.6,-0.1
2004,27,483,SAS,San Antonio Spurs,23.0,NBA,SG,3.0,22.0,-1.5,0.44,0.0,0.8,5.1,10.0,7.6,7.2,2.4,0.0,37.2,22.6,,-0.1,0.0,-0.1,-0.13,,-12.5,1.0,-11.5,-0.1
2005,4,483,CHA,Charlotte Bobcats,24.0,NBA,SG,25.0,430.0,14.7,0.52,0.22,0.46,3.3,13.2,8.0,6.8,2.1,0.4,10.4,24.9,,0.4,0.3,0.7,0.08,,-0.9,-1.4,-2.3,0.0
2006,4,483,CHA,Charlotte Bobcats,25.0,NBA,SG,78.0,1275.0,13.9,0.54,0.39,0.35,2.9,12.0,7.1,4.6,1.9,0.7,8.0,20.8,,1.6,1.0,2.6,0.1,,0.0,-0.6,-0.6,0.5
2007,4,483,CHA,Charlotte Bobcats,26.0,NBA,SG,72.0,1878.0,14.6,0.58,0.41,0.32,2.1,11.2,6.5,8.2,1.5,0.4,8.9,19.9,,3.4,1.2,4.6,0.12,,0.9,-0.6,0.3,1.1
2008,4,483,CHA,Charlotte Bobcats,27.0,NBA,SG,80.0,2016.0,10.7,0.55,0.41,0.23,1.9,11.1,6.4,5.8,1.2,0.7,8.2,16.1,,1.9,1.0,3.0,0.07,,-1.2,-0.8,-2.0,0.0
2009,31,483,TOT,Total After Trade,28.0,NBA,SG,55.0,616.0,5.5,0.45,0.31,0.15,1.4,12.2,6.8,7.2,1.8,0.8,15.3,16.4,,-0.8,0.7,-0.1,-0.01,,-5.3,0.5,-4.8,-0.4
2009,4,483,CHA,Charlotte Bobcats,28.0,NBA,SG,34.0,475.0,7.0,0.48,0.33,0.14,1.3,12.9,7.2,8.4,2.1,0.9,15.1,17.1,,-0.5,0.6,0.1,0.02,,-4.5,1.3,-3.3,-0.2
2009,7,483,DAL,Dallas Mavericks,28.0,NBA,SG,21.0,141.0,0.5,0.35,0.24,0.18,1.6,9.7,5.7,2.9,1.1,0.5,16.4,13.9,,-0.3,0.1,-0.2,-0.08,,-7.9,-2.0,-9.9,-0.3
2010,7,483,DAL,Dallas Mavericks,29.0,NBA,SG,25.0,121.0,7.1,0.44,0.38,0.12,3.8,7.5,5.7,7.7,2.1,0.0,11.7,22.7,,-0.2,0.1,-0.1,-0.03,,-6.1,-1.5,-7.6,-0.2
2011,4,483,CHA,Charlotte Bobcats,30.0,NBA,SG,54.0,582.0,12.2,0.53,0.23,0.26,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,,0.3,0.5,0.8,0.06,,-1.9,-0.8,-2.7,-0.1
2012,4,483,CHA,Charlotte Bobcats,31.0,NBA,SG,53.0,596.0,5.6,0.41,0.27,0.24,1.5,10.0,5.6,10.6,1.4,0.9,12.1,15.3,,-0.7,0.1,-0.6,-0.05,,-5.9,-1.5,-7.4,-0.8
2013,4,483,CHA,Charlotte Bobcats,32.0,NBA,SG,1.0,6.0,2.9,,,,0.0,0.0,0.0,23.4,0.0,0.0,,0.0,,0.0,0.0,0.0,0.03,,-6.8,-3.2,-10.0,0.0
