Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS
1991,4,CHO,Charlotte Hornets,26,56,0.32,7th of 7,-4.95,97.3,-0.5,105.0,-2.9,110.4,2.5,,G. Littles (26-56),M. Bogues (4.8)
