SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2000,7,DAL,Michael Finley,26,82,82,42.2,9.1,20.0,0.46,1.2,3.0,0.4,7.9,16.9,0.47,0.49,3.2,3.9,0.82,1.5,4.8,6.3,5.3,1.3,0.4,2.4,2.1,22.6
2000,7,DAL,Dirk Nowitzki,21,82,81,35.8,6.3,13.6,0.46,1.4,3.7,0.38,4.9,9.9,0.49,0.51,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5
2000,7,DAL,Dennis Rodman,38,12,12,32.4,1.0,2.6,0.39,0.0,0.1,0.0,1.0,2.5,0.4,0.39,0.8,1.2,0.71,4.0,10.3,14.3,1.2,0.2,0.1,1.6,3.4,2.8
2000,7,DAL,Cedric Ceballos,30,69,25,29.9,6.5,14.5,0.45,0.6,1.9,0.33,5.8,12.6,0.46,0.47,3.0,3.6,0.84,2.5,4.2,6.7,1.3,0.8,0.3,1.8,2.4,16.6
2000,7,DAL,Erick Strickland,26,68,67,29.8,4.6,10.7,0.43,1.1,2.7,0.39,3.6,8.0,0.45,0.48,2.4,2.9,0.83,1.0,3.7,4.8,3.1,1.5,0.2,1.5,2.8,12.8
2000,7,DAL,Steve Nash,25,56,27,27.4,3.1,6.5,0.48,1.1,2.7,0.4,2.0,3.8,0.53,0.56,1.3,1.5,0.88,0.6,1.6,2.2,4.9,0.7,0.1,1.8,2.2,8.6
2000,7,DAL,Gary Trent,25,11,11,27.4,6.4,12.9,0.49,0.0,0.2,0.0,6.4,12.7,0.5,0.49,1.0,1.9,0.52,1.8,2.9,4.7,2.0,0.7,0.3,2.3,2.5,13.7
2000,7,DAL,Shawn Bradley,27,77,54,24.7,3.5,7.2,0.48,0.0,0.1,0.2,3.4,7.1,0.48,0.48,1.5,1.9,0.76,2.1,4.4,6.5,0.8,0.9,2.5,1.0,3.4,8.4
2000,7,DAL,Hubert Davis,29,79,15,23.0,2.7,5.9,0.47,1.0,2.1,0.49,1.7,3.8,0.46,0.56,0.8,1.0,0.87,0.2,1.5,1.7,1.8,0.3,0.0,0.9,1.4,7.4
2000,7,DAL,Robert Pack,30,29,22,22.9,3.3,7.9,0.42,0.1,0.4,0.36,3.2,7.6,0.42,0.43,2.2,2.7,0.81,0.2,1.2,1.4,5.8,1.1,0.1,2.6,1.5,8.9
2000,7,DAL,Greg Buckner,23,48,1,19.2,2.3,4.9,0.48,0.2,0.5,0.38,2.1,4.3,0.49,0.5,0.9,1.3,0.68,1.2,2.5,3.6,1.1,0.8,0.4,0.8,3.1,5.7
2000,7,DAL,Sean Rooks,30,71,13,14.1,1.7,4.0,0.43,0.0,0.0,,1.7,4.0,0.43,0.43,0.9,1.3,0.73,1.2,2.3,3.5,1.0,0.4,0.7,1.0,2.4,4.4
2000,7,DAL,Rick Hughes,26,21,0,10.7,1.7,3.4,0.49,0.0,0.0,0.0,1.7,3.4,0.49,0.49,0.6,1.2,0.46,1.1,1.2,2.3,0.4,0.1,0.0,0.7,1.4,3.9
2000,7,DAL,Damon Jones,23,42,0,9.9,1.3,3.7,0.36,0.7,2.2,0.33,0.6,1.5,0.4,0.46,0.6,0.9,0.64,0.3,0.6,0.9,1.4,0.3,0.0,0.6,0.5,3.9
2000,7,DAL,Rodrick Rhodes,26,1,0,8.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
2000,7,DAL,Bruno Å undov,19,14,0,4.4,0.9,2.2,0.39,0.0,0.0,,0.9,2.2,0.39,0.39,0.1,0.1,1.0,0.4,0.5,0.9,0.1,0.1,0.1,0.3,1.1,1.9
2000,7,DAL,Randell Jackson,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
