PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Steve Francis,22,77,77,36.1,6.5,14.5,0.445,1.4,4.0,0.345,5.1,10.5,0.483,0.493,3.7,4.7,0.7859999999999999,2.0,3.3,5.3,6.6,1.5,0.4,4.0,3.0,18.0
Shandon Anderson,26,82,82,32.9,4.5,9.5,0.473,1.0,2.7,0.35100000000000003,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3
Charles Barkley,36,20,18,31.0,5.3,11.1,0.47700000000000004,0.3,1.3,0.231,5.0,9.8,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5
Cuttino Mobley,24,81,8,30.8,5.4,12.5,0.43,1.3,3.6,0.35600000000000004,4.1,8.9,0.46,0.48100000000000004,3.7,4.4,0.847,0.7,2.8,3.6,2.6,1.1,0.4,2.3,2.1,15.8
Kenny Thomas,22,72,29,25.0,2.9,7.4,0.39899999999999997,0.4,1.7,0.262,2.5,5.7,0.44,0.429,1.9,2.9,0.66,2.0,4.0,6.1,1.6,0.8,0.3,1.6,2.3,8.3
Walt Williams,29,76,66,24.5,4.1,9.0,0.45799999999999996,1.3,3.4,0.391,2.8,5.5,0.5,0.5329999999999999,1.3,1.6,0.821,0.9,3.1,4.0,2.1,0.6,0.6,1.5,2.5,10.9
Kelvin Cato,25,65,32,24.3,3.3,6.2,0.537,0.0,0.1,0.0,3.3,6.1,0.5429999999999999,0.537,2.1,3.2,0.649,1.6,4.4,6.0,0.4,0.5,1.9,1.1,2.7,8.7
Hakeem Olajuwon,37,44,28,23.8,4.4,9.6,0.45799999999999996,0.0,0.0,0.0,4.4,9.5,0.461,0.45799999999999996,1.6,2.5,0.616,1.5,4.8,6.2,1.4,0.9,1.6,1.7,2.0,10.3
Carlos Rogers,28,53,15,20.8,3.2,6.1,0.525,0.0,0.3,0.071,3.2,5.8,0.545,0.526,1.5,2.6,0.591,1.8,3.3,5.2,0.8,0.3,0.6,1.2,1.5,8.0
Matt Bullard,32,56,27,18.3,2.5,6.1,0.409,1.4,3.2,0.446,1.1,2.9,0.368,0.525,0.4,0.5,0.833,0.2,2.2,2.5,1.1,0.3,0.2,0.6,1.5,6.8
Bryce Drew,25,72,5,18.0,2.2,5.7,0.38299999999999995,0.8,2.3,0.36200000000000004,1.4,3.5,0.396,0.45399999999999996,0.6,0.7,0.8490000000000001,0.3,1.1,1.4,2.3,0.6,0.0,0.9,1.1,5.8
Moochie Norris,26,30,0,16.7,2.3,5.3,0.434,0.4,1.0,0.414,1.9,4.3,0.43799999999999994,0.47200000000000003,1.9,2.4,0.7809999999999999,0.5,1.7,2.3,3.1,0.8,0.0,1.0,1.1,6.9
Anthony Miller,28,35,14,13.6,1.5,2.8,0.536,0.0,0.0,,1.5,2.8,0.536,0.536,0.7,1.5,0.51,1.4,3.3,4.7,0.5,0.3,0.3,0.5,1.9,3.7
Bill Curley,27,4,0,12.5,1.5,2.8,0.545,0.0,0.0,,1.5,2.8,0.545,0.545,0.0,0.0,,1.0,1.0,2.0,0.0,0.5,0.0,1.0,2.5,3.0
Thomas Hamilton,24,22,7,12.4,1.6,3.6,0.44299999999999995,0.0,0.0,,1.6,3.6,0.44299999999999995,0.44299999999999995,0.5,1.0,0.522,1.4,2.7,4.1,0.7,0.2,0.6,1.3,1.1,3.7
Tony Massenburg,32,10,0,10.9,1.6,3.6,0.444,0.0,0.0,,1.6,3.6,0.444,0.444,1.4,1.6,0.875,0.7,2.0,2.7,0.3,0.2,0.5,0.9,1.3,4.6
Devin Gray,27,21,2,5.9,0.7,1.8,0.405,0.0,0.0,,0.7,1.8,0.405,0.405,0.9,1.4,0.655,0.5,0.7,1.2,0.2,0.2,0.1,0.2,1.0,2.3
