PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Lamar Odom,20,76,70,36.4,5.9,13.5,0.43799999999999994,0.8,2.2,0.36,5.1,11.3,0.45299999999999996,0.467,4.0,5.5,0.7190000000000001,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8,16.6
Maurice Taylor,23,62,60,35.9,7.4,15.9,0.46399999999999997,0.0,0.1,0.125,7.4,15.8,0.466,0.46399999999999997,2.3,3.2,0.711,1.5,4.9,6.5,1.6,0.8,0.8,2.7,3.5,17.1
Derek Anderson,25,64,58,34.4,5.9,13.4,0.43799999999999994,0.9,2.8,0.309,5.0,10.7,0.47200000000000003,0.47,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3,16.9
Tyrone Nesby,24,73,39,31.7,5.0,12.5,0.39799999999999996,1.3,3.8,0.335,3.7,8.7,0.426,0.449,2.1,2.6,0.7909999999999999,1.1,2.6,3.8,1.7,1.0,0.4,1.4,2.8,13.3
Michael Olowokandi,24,80,77,31.2,4.1,9.5,0.43700000000000006,0.0,0.0,,4.1,9.5,0.43700000000000006,0.43700000000000006,1.5,2.4,0.6509999999999999,2.4,5.8,8.2,0.5,0.4,1.8,2.2,3.8,9.8
Troy Hudson,23,62,38,25.7,3.3,8.7,0.377,1.0,3.1,0.311,2.3,5.6,0.414,0.433,1.2,1.5,0.8109999999999999,0.5,1.9,2.4,3.9,0.7,0.0,1.7,1.0,8.8
Jeff McInnis,25,25,10,23.9,3.2,7.4,0.43,0.3,0.8,0.33299999999999996,2.9,6.6,0.442,0.449,0.5,0.7,0.765,0.7,2.2,2.9,3.6,0.6,0.1,1.1,2.2,7.2
Brian Skinner,23,33,9,23.5,2.1,4.1,0.507,0.0,0.0,,2.1,4.1,0.507,0.507,1.3,2.0,0.662,1.9,4.2,6.1,0.3,0.5,1.3,1.1,2.3,5.4
Eric Piatkowski,29,75,23,22.8,3.2,7.6,0.415,1.2,3.2,0.38299999999999995,1.9,4.4,0.439,0.49700000000000005,1.1,1.3,0.85,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.9,8.7
Eric Murdock,31,40,15,17.3,2.0,5.1,0.385,0.4,1.1,0.381,1.6,4.1,0.387,0.424,1.3,2.0,0.638,0.4,1.6,1.9,2.7,1.2,0.1,1.5,1.7,5.6
Pete Chilcutt,31,24,2,14.5,1.3,2.6,0.49200000000000005,0.2,0.7,0.313,1.1,2.0,0.5529999999999999,0.532,0.3,0.3,1.0,1.1,2.2,3.3,0.7,0.4,0.3,0.5,1.6,3.0
Keith Closs,23,57,6,14.4,1.7,3.5,0.48700000000000004,0.0,0.1,0.0,1.7,3.4,0.495,0.48700000000000004,0.8,1.4,0.59,1.1,2.0,3.1,0.4,0.2,1.3,0.6,1.4,4.2
Charles Jones,24,56,0,11.8,1.2,3.6,0.32799999999999996,0.7,2.1,0.331,0.5,1.5,0.325,0.425,0.3,0.4,0.7390000000000001,0.3,0.8,1.1,1.7,0.5,0.1,0.5,0.8,3.4
Etdrick Bohannon,26,11,0,10.3,0.6,1.2,0.5379999999999999,0.0,0.0,,0.6,1.2,0.5379999999999999,0.5379999999999999,1.1,1.8,0.6,1.1,1.6,2.7,0.5,0.2,0.5,0.7,2.2,2.4
Anthony Avent,30,49,3,7.7,0.6,2.0,0.302,0.0,0.0,,0.6,2.0,0.302,0.302,0.5,0.7,0.7190000000000001,0.5,1.0,1.5,0.2,0.3,0.3,0.5,1.3,1.7
Marty Conlon,32,3,0,3.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.7
Mario Bennett,26,1,0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
