OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2019,12,IND,82,19705,39.4,87.6,0.45,11.6,32.7,0.35,27.9,54.9,0.51,16.1,21.3,0.76,10.7,33.7,44.4,24.9,7.5,5.3,15.9,20.4,106.5
2019,16,MIA,82,19730,38.9,88.1,0.44,12.0,33.6,0.36,26.8,54.5,0.49,17.7,23.0,0.77,10.3,34.6,44.9,23.7,7.6,4.8,14.4,20.5,107.6
2019,15,MEM,82,19880,38.5,85.4,0.45,11.9,33.0,0.36,26.6,52.5,0.51,19.8,25.3,0.78,9.8,36.0,45.8,24.0,7.8,5.0,15.6,22.0,108.8
2019,29,UTA,82,19755,39.7,87.8,0.45,9.8,27.5,0.36,29.9,60.3,0.5,16.6,22.1,0.75,8.9,33.5,42.3,21.4,8.4,4.6,13.8,22.2,105.7
2019,22,ORL,82,19780,40.5,88.9,0.46,10.6,30.6,0.35,29.9,58.3,0.51,16.5,21.2,0.78,9.1,36.1,45.3,23.4,7.1,4.5,13.2,19.0,108.1
2019,8,DEN,82,19730,40.4,88.2,0.46,11.0,32.6,0.34,29.4,55.6,0.53,17.1,22.7,0.75,9.9,33.4,43.4,25.1,7.6,5.1,13.8,20.8,108.9
2019,9,DET,82,19855,40.6,86.5,0.47,9.8,28.3,0.34,30.9,58.2,0.53,18.3,24.2,0.76,9.3,35.2,44.5,24.1,7.0,5.2,14.3,21.7,109.2
2019,2,BOS,82,19780,39.4,87.9,0.45,11.5,33.5,0.34,27.9,54.5,0.51,17.4,22.8,0.76,10.4,35.5,45.8,23.6,6.8,3.9,15.1,19.5,107.8
2019,28,TOR,82,19880,39.8,88.6,0.45,10.6,30.8,0.34,29.2,57.8,0.5,16.9,22.0,0.76,10.5,33.8,44.3,24.3,7.5,4.4,14.8,20.3,107.1
2019,11,HOU,82,19830,41.0,87.9,0.47,10.3,30.2,0.34,30.7,57.7,0.53,18.5,24.0,0.77,11.1,34.9,46.1,23.9,7.5,4.6,15.2,20.3,110.7
2019,17,MIL,82,19780,39.0,90.1,0.43,12.6,35.0,0.36,26.4,55.1,0.48,14.6,19.9,0.73,9.6,34.1,43.6,23.9,6.5,4.6,12.9,19.4,105.2
2019,27,SAS,82,19805,42.0,90.7,0.46,11.8,33.0,0.36,30.1,57.7,0.52,15.4,20.4,0.76,9.3,35.1,44.4,25.0,7.3,4.1,12.3,19.9,111.2
2019,7,DAL,82,19780,41.2,89.7,0.46,11.3,32.7,0.34,29.9,57.0,0.52,17.2,22.1,0.78,10.2,34.8,45.1,24.7,7.9,4.5,13.1,23.4,110.7
2019,25,POR,82,19855,41.1,90.1,0.46,10.7,29.8,0.36,30.4,60.3,0.5,17.5,22.8,0.77,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5
2019,21,OKC,82,19855,39.3,85.5,0.46,10.8,30.5,0.36,28.5,55.0,0.52,17.6,23.2,0.76,9.5,34.5,44.0,24.0,7.9,4.9,16.1,21.7,107.0
2019,10,GSW,82,19805,39.8,89.7,0.44,11.5,33.1,0.35,28.3,56.7,0.5,18.4,23.9,0.77,10.6,33.0,43.7,23.9,7.6,3.5,13.3,19.2,109.5
2019,4,CHO,82,19830,42.1,89.6,0.47,12.2,33.7,0.36,30.0,56.0,0.54,16.0,20.4,0.79,10.1,35.9,46.1,26.2,6.9,6.0,13.6,20.7,112.5
2019,3,BRK,82,19980,41.2,90.3,0.46,10.1,29.6,0.34,31.1,60.7,0.51,17.2,22.3,0.77,10.7,34.4,45.2,23.2,7.6,5.1,13.1,21.5,109.7
2019,23,PHI,82,19805,40.8,89.5,0.46,10.1,29.4,0.34,30.7,60.1,0.51,18.4,24.0,0.77,9.8,32.7,42.5,22.9,7.6,4.0,12.5,21.7,110.0
2019,5,CHI,82,19905,42.2,89.1,0.47,12.1,33.0,0.36,30.1,56.1,0.54,16.8,22.0,0.76,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.2
