TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SAS,82,19805,37.0,86.7,0.43,4.4,12.0,0.37,32.6,74.7,0.44,20.5,26.6,0.77,12.2,32.7,44.9,18.9,8.1,5.7,16.9,25.8,98.8
DET,82,19955,38.5,89.6,0.43,5.7,16.7,0.34,32.8,72.9,0.45,18.5,24.7,0.75,12.8,32.0,44.8,22.3,8.4,5.1,15.7,25.5,101.2
HOU,82,19855,37.0,87.5,0.42,6.2,18.3,0.34,30.9,69.2,0.45,21.4,28.8,0.74,12.1,33.3,45.4,23.1,8.3,4.6,14.8,24.1,101.7
MEM,82,19705,37.0,85.6,0.43,5.9,16.7,0.35,31.1,68.8,0.45,23.1,30.0,0.77,13.7,32.9,46.5,22.5,8.4,6.6,17.9,25.5,102.9
IND,82,19905,38.3,86.9,0.44,5.4,14.8,0.36,32.9,72.1,0.46,22.6,30.5,0.74,13.4,33.4,46.9,21.3,7.6,5.5,15.8,26.0,104.6
NJN,82,19905,36.7,83.5,0.44,6.6,17.8,0.37,30.1,65.6,0.46,23.2,31.2,0.74,11.8,33.9,45.7,22.5,8.1,5.4,17.4,25.5,103.1
CHI,82,19830,36.2,85.7,0.42,5.4,16.3,0.33,30.7,69.4,0.44,22.5,30.2,0.74,12.8,33.0,45.9,22.5,9.0,5.7,16.7,25.1,100.3
MIA,82,19980,37.9,88.7,0.43,5.8,16.8,0.35,32.1,71.9,0.45,21.4,28.2,0.76,12.2,31.7,43.9,21.4,8.1,3.5,14.4,26.7,103.1
MIN,82,19755,40.5,92.4,0.44,6.4,17.6,0.36,34.1,74.8,0.46,19.3,25.6,0.75,14.1,32.2,46.2,24.3,7.4,4.4,13.1,22.2,106.6
NOH,82,19930,39.2,86.6,0.45,6.8,18.5,0.37,32.4,68.1,0.48,22.6,29.2,0.78,13.0,34.2,47.2,24.0,8.7,6.2,16.1,23.8,107.7
CLE,82,19855,39.2,86.8,0.45,5.7,15.1,0.38,33.6,71.7,0.47,21.6,28.8,0.75,12.6,31.3,43.9,23.4,7.4,5.6,16.3,23.8,105.7
LAC,82,20030,39.5,89.0,0.44,6.5,17.7,0.37,32.9,71.3,0.46,20.9,27.4,0.76,13.3,30.3,43.6,23.3,8.6,5.3,15.1,26.0,106.4
