TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SEA,82,19755,40.5,88.2,0.46,6.5,18.2,0.36,34.0,70.0,0.49,22.0,29.4,0.75,12.9,30.1,42.9,23.5,7.0,5.4,15.0,26.9,109.6
DAL,82,19730,38.6,88.1,0.44,5.9,17.9,0.33,32.7,70.1,0.47,21.0,27.9,0.75,14.1,32.4,46.4,22.5,7.7,5.2,16.8,24.9,104.1
POR,82,19730,41.4,92.7,0.45,6.0,17.4,0.34,35.4,75.3,0.47,18.9,25.1,0.76,15.6,31.3,46.9,26.0,9.5,5.6,14.9,22.6,107.7
UTA,82,19780,37.5,81.9,0.46,6.7,17.8,0.38,30.8,64.1,0.48,27.8,36.4,0.76,11.8,30.6,42.4,21.9,8.9,6.5,16.2,28.3,109.5
DEN,82,19755,38.3,85.8,0.45,6.0,17.4,0.34,32.3,68.4,0.47,21.2,28.4,0.75,12.7,31.7,44.4,23.1,8.3,5.9,17.4,25.5,103.9
NYK,82,19880,40.0,85.9,0.46,6.2,17.0,0.36,33.8,68.9,0.49,22.8,30.1,0.76,12.9,32.6,45.5,22.6,8.0,5.2,15.9,23.1,108.9
PHI,82,19855,37.3,84.3,0.44,7.2,19.9,0.36,30.1,64.4,0.47,22.5,29.3,0.77,12.1,33.9,46.0,23.9,8.7,4.9,17.7,24.6,104.3
MIL,82,19780,41.4,89.3,0.46,6.2,18.0,0.34,35.2,71.2,0.49,20.8,27.0,0.77,12.5,32.3,44.7,26.1,8.2,4.9,14.3,26.1,109.8
CHA,82,19880,39.4,85.1,0.46,5.8,16.0,0.36,33.7,69.1,0.49,22.9,29.8,0.77,12.5,33.8,46.4,23.1,8.2,5.8,17.0,24.3,107.5
BOS,82,19880,38.3,86.2,0.44,6.3,17.7,0.36,32.0,68.5,0.47,23.6,31.4,0.75,13.4,31.4,44.9,24.1,9.2,5.2,16.5,25.1,106.6
WAS,82,19780,40.3,87.8,0.46,6.8,18.6,0.36,33.5,69.1,0.48,20.1,26.5,0.76,13.2,32.6,45.9,24.5,7.6,5.4,17.0,25.9,107.5
GSW,82,19905,40.5,88.4,0.46,5.8,16.0,0.36,34.7,72.4,0.48,20.1,27.0,0.74,13.7,35.8,49.5,24.0,7.4,5.4,16.3,23.0,106.9
TOR,82,19805,41.0,87.7,0.47,5.7,16.0,0.36,35.3,71.7,0.49,21.0,28.3,0.74,13.0,35.6,48.5,23.7,6.6,4.7,15.5,23.5,108.7
SAC,82,19855,41.4,90.2,0.46,6.1,17.1,0.36,35.3,73.1,0.48,19.3,26.1,0.74,14.3,32.9,47.2,22.9,8.1,4.7,15.6,22.9,108.2
LAL,82,19780,42.0,92.5,0.45,7.3,20.3,0.36,34.6,72.2,0.48,20.1,25.8,0.78,13.7,32.8,46.4,26.7,8.4,5.6,12.9,24.2,111.4
ORL,82,19705,39.6,87.8,0.45,5.7,16.6,0.34,33.9,71.2,0.48,22.4,29.6,0.75,13.2,31.2,44.4,22.5,9.0,4.6,15.3,24.7,107.3
ALT,82,19855,40.3,84.5,0.48,6.2,16.3,0.38,34.1,68.2,0.5,24.4,31.7,0.77,11.9,32.8,44.8,23.8,9.5,6.4,16.0,23.5,111.1
PHO,82,19780,42.1,94.7,0.44,6.2,18.7,0.34,35.8,76.0,0.47,16.7,22.5,0.74,15.6,32.3,47.9,22.0,7.9,4.3,14.3,22.1,107.1
