TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
UTA,82,19755,38.8,86.4,0.45,9.9,27.0,0.36,28.9,59.3,0.49,16.4,21.3,0.77,9.0,34.3,43.3,20.8,8.6,4.8,15.5,21.4,103.9
SAS,82,19730,40.1,88.5,0.45,9.6,27.6,0.35,30.5,60.9,0.5,15.0,19.8,0.76,9.7,35.0,44.6,22.9,8.0,4.1,14.8,20.7,104.8
BOS,82,19805,38.7,88.0,0.44,9.7,28.6,0.34,29.0,59.3,0.49,16.8,22.1,0.76,10.0,35.4,45.4,22.0,7.5,4.6,14.6,19.8,103.9
MIA,82,19930,38.9,86.6,0.45,9.9,27.5,0.36,29.0,59.1,0.49,18.6,23.7,0.78,9.4,35.2,44.5,21.7,7.8,4.8,14.6,20.0,106.3
POR,82,19755,39.6,88.7,0.45,10.0,27.4,0.36,29.6,61.2,0.48,17.2,22.7,0.76,9.6,34.7,44.3,20.8,7.6,5.3,13.0,19.7,106.4
TOR,82,19830,39.1,87.2,0.45,9.1,25.4,0.36,30.1,61.8,0.49,18.5,24.1,0.77,10.0,33.2,43.2,22.2,7.3,5.0,14.6,20.3,105.9
HOU,82,19755,40.4,87.4,0.46,10.3,29.5,0.35,30.1,57.9,0.52,15.0,20.0,0.75,8.8,34.1,42.9,22.9,7.6,4.5,14.9,20.8,106.1
DET,82,19805,40.4,88.0,0.46,11.4,31.8,0.36,28.9,56.2,0.52,15.1,19.5,0.78,9.5,35.7,45.2,26.0,7.5,5.0,15.3,19.0,107.3
IND,82,19755,40.9,88.0,0.46,11.0,31.6,0.35,29.9,56.4,0.53,15.3,20.3,0.76,10.6,34.0,44.6,24.1,7.3,5.4,16.1,19.2,108.1
OKC,82,19830,39.5,86.2,0.46,11.5,31.4,0.37,28.0,54.8,0.51,16.7,21.7,0.77,9.8,33.5,43.3,23.9,7.9,4.7,16.5,21.9,107.2
PHI,82,19780,37.9,87.4,0.43,10.1,29.5,0.34,27.9,57.8,0.48,19.0,25.6,0.74,9.9,32.1,42.1,21.7,8.5,5.1,14.3,20.3,105.0
DAL,82,19805,40.8,87.1,0.47,11.1,30.6,0.36,29.7,56.5,0.53,16.8,22.2,0.76,9.2,38.4,47.5,24.4,7.5,4.7,14.3,20.3,109.5
MEM,82,19705,39.1,84.5,0.46,11.2,30.5,0.37,27.9,54.0,0.52,21.7,28.2,0.77,10.0,34.7,44.7,23.3,8.5,5.4,15.5,21.5,111.0
SAC,82,19755,40.7,86.5,0.47,12.5,33.1,0.38,28.2,53.4,0.53,17.2,22.5,0.76,9.5,36.4,45.9,24.8,8.1,5.0,15.1,18.2,111.1
WAS,82,19855,40.0,86.5,0.46,10.4,29.9,0.35,29.5,56.6,0.52,18.4,24.2,0.76,10.1,33.5,43.6,22.9,8.0,4.8,15.3,20.5,108.7
MIL,82,19830,40.4,86.3,0.47,10.4,28.0,0.37,29.9,58.3,0.51,19.0,24.2,0.78,10.3,33.8,44.0,24.4,7.4,4.6,16.1,20.5,110.1
MIN,82,19805,41.6,87.6,0.48,11.2,30.7,0.37,30.4,56.9,0.53,16.6,21.2,0.78,10.1,33.2,43.3,24.8,6.7,4.8,15.6,21.6,111.1
GSW,82,19730,40.3,90.1,0.45,10.4,29.2,0.36,29.8,60.9,0.49,16.7,22.1,0.76,10.9,31.7,42.6,23.6,8.8,3.7,14.4,18.5,107.6
CHO,82,19780,41.5,88.8,0.47,11.4,30.4,0.38,30.1,58.3,0.52,14.6,18.4,0.8,8.5,35.6,44.2,25.0,6.7,5.0,13.7,22.7,109.1
