TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
NYK,82,19830,40.4,88.5,0.46,11.5,31.2,0.37,28.9,57.3,0.5,18.4,23.8,0.77,10.5,33.8,44.2,24.6,8.4,4.9,13.7,18.9,110.7
ORL,82,19730,41.6,89.0,0.47,10.2,28.0,0.36,31.5,61.0,0.52,16.7,21.6,0.77,10.8,35.9,46.6,24.8,7.9,5.0,14.5,19.3,110.1
DEN,82,19880,42.2,88.7,0.48,11.1,29.5,0.38,31.1,59.2,0.52,15.4,20.8,0.74,10.0,32.6,42.6,25.3,8.2,4.9,14.1,21.2,111.0
ALT,82,19705,41.3,88.1,0.47,11.8,31.2,0.38,29.6,56.9,0.52,16.1,20.9,0.77,10.4,34.5,44.9,26.5,8.8,5.6,15.3,20.6,110.6
LAC,82,19705,40.7,88.8,0.46,10.9,30.6,0.36,29.8,58.2,0.51,18.0,23.0,0.78,10.7,33.4,44.1,24.9,8.6,5.7,14.2,22.2,110.2
LAL,82,19905,40.4,88.6,0.46,10.3,29.7,0.35,30.2,58.9,0.51,16.8,22.1,0.76,10.1,34.1,44.2,23.2,8.2,5.4,14.1,20.2,108.0
CLE,82,19730,42.6,89.9,0.47,11.9,32.2,0.37,30.7,57.6,0.53,14.9,19.7,0.76,10.1,34.3,44.4,26.3,7.6,4.2,13.7,21.1,111.9
CHI,82,19855,41.3,87.5,0.47,12.2,32.9,0.37,29.1,54.5,0.53,16.1,20.4,0.79,8.5,37.5,46.0,26.1,7.2,5.2,13.7,17.5,110.9
BRK,82,19855,41.8,89.7,0.47,9.1,24.6,0.37,32.7,65.1,0.5,18.0,23.5,0.77,10.4,36.4,46.9,21.8,7.7,5.5,12.4,19.7,110.6
NOP,82,19955,40.9,90.2,0.45,10.7,30.0,0.36,30.3,60.2,0.5,15.8,20.1,0.78,10.6,34.0,44.6,23.3,8.0,4.1,14.2,20.0,108.3
PHO,82,19705,41.6,88.4,0.47,10.9,29.1,0.37,30.7,59.2,0.52,18.7,24.5,0.77,10.4,35.3,45.7,23.2,8.6,5.9,13.3,20.8,112.8
