TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SAS,82,19830,37.5,91.1,0.41,4.6,14.1,0.33,32.8,77.0,0.43,19.8,26.8,0.74,13.9,30.6,44.5,21.3,10.0,5.2,14.3,25.3,99.4
NYK,82,19830,36.0,84.1,0.43,4.5,14.3,0.32,31.5,69.8,0.45,23.7,31.6,0.75,11.7,32.1,43.8,21.7,9.0,4.3,16.9,23.4,100.3
CHI,82,19855,38.0,88.0,0.43,4.5,13.9,0.32,33.5,74.2,0.45,19.4,26.6,0.73,13.8,30.4,44.2,21.7,8.9,4.8,17.2,24.1,99.8
CLE,82,19830,36.2,83.7,0.43,4.6,13.4,0.34,31.6,70.3,0.45,22.1,29.3,0.76,12.8,30.0,42.8,24.1,9.5,6.1,19.4,25.6,99.1
IND,82,19830,38.4,88.8,0.43,3.8,11.9,0.32,34.6,76.9,0.45,21.0,28.9,0.73,15.3,31.0,46.4,21.9,8.9,5.0,17.0,25.4,101.6
MIA,82,19755,37.6,87.8,0.43,4.2,12.7,0.33,33.4,75.1,0.44,22.5,30.3,0.74,14.6,30.8,45.5,22.5,8.8,5.1,16.8,25.6,102.0
ORL,82,19830,40.7,89.7,0.45,4.3,13.4,0.32,36.4,76.3,0.48,18.1,24.6,0.74,15.1,31.5,46.6,24.2,10.4,5.4,17.5,25.9,103.8
ALT,82,19880,40.8,92.2,0.44,4.8,14.0,0.34,36.0,78.2,0.46,17.9,24.4,0.74,14.9,29.6,44.5,24.1,8.5,5.1,15.4,26.1,104.3
DET,82,19955,38.7,86.9,0.44,4.9,15.0,0.33,33.8,71.9,0.47,21.1,28.3,0.75,13.5,31.8,45.3,23.9,8.8,5.2,17.2,25.5,103.5
POR,82,19830,37.8,87.7,0.43,5.0,14.6,0.34,32.8,73.1,0.45,21.9,30.3,0.72,13.6,29.6,43.2,23.7,10.4,6.0,15.6,24.5,102.4
SEA,82,19755,39.2,87.8,0.45,5.6,17.4,0.32,33.5,70.4,0.48,19.6,27.1,0.72,15.4,31.3,46.7,24.7,8.7,5.5,18.9,24.7,103.6
PHO,82,19955,38.4,87.1,0.44,5.2,14.4,0.36,33.3,72.7,0.46,19.7,27.0,0.73,13.8,30.8,44.6,23.7,9.5,4.2,17.9,23.3,101.8
UTA,82,19780,38.2,87.0,0.44,5.5,15.3,0.36,32.7,71.7,0.46,23.5,31.1,0.76,13.4,27.4,40.8,23.0,8.8,5.8,15.7,29.0,105.4
CHO,82,19780,40.4,87.1,0.46,5.0,14.4,0.35,35.4,72.7,0.49,19.5,26.7,0.73,13.1,30.7,43.8,24.5,7.9,5.0,16.8,25.8,105.3
PHI,82,19755,39.0,86.5,0.45,5.2,15.0,0.34,33.9,71.5,0.47,22.2,30.4,0.73,15.0,31.4,46.4,25.9,10.3,6.8,17.7,25.6,105.4
MIL,82,19930,38.9,84.4,0.46,4.1,12.4,0.33,34.8,72.0,0.48,23.8,32.0,0.74,13.4,30.2,43.6,23.3,10.2,5.3,18.0,24.1,105.6
WAS,82,19805,39.3,86.3,0.46,4.6,12.9,0.36,34.7,73.4,0.47,21.4,28.7,0.75,13.6,32.6,46.2,22.8,8.3,4.9,17.5,25.4,104.5
GSW,82,19830,39.6,89.2,0.44,4.4,12.7,0.35,35.2,76.5,0.46,22.1,30.3,0.73,15.0,33.6,48.6,26.6,10.0,6.3,15.3,21.7,105.7
DAL,82,19905,42.1,91.4,0.46,5.2,15.1,0.34,36.9,76.3,0.48,17.9,25.0,0.71,16.4,35.4,51.8,25.2,8.8,5.0,16.6,21.6,107.2
LAL,82,19830,38.6,88.0,0.44,4.9,13.9,0.36,33.7,74.1,0.46,21.6,29.5,0.73,14.5,30.3,44.8,23.8,8.5,5.5,16.6,27.8,103.7
NJN,82,19880,40.0,84.9,0.47,4.7,13.7,0.35,35.3,71.3,0.5,21.9,29.3,0.75,14.3,30.7,45.0,23.5,8.2,6.8,19.7,26.8,106.6
BOS,82,19730,37.3,78.0,0.48,3.9,12.3,0.32,33.5,65.7,0.51,26.8,35.9,0.74,13.2,31.9,45.1,23.8,9.1,5.3,22.0,22.4,105.4
SAC,82,19730,40.9,89.5,0.46,4.6,12.8,0.36,36.3,76.7,0.47,20.6,27.8,0.74,15.3,33.4,48.7,24.1,9.2,6.2,16.6,23.4,106.9
HOU,82,19830,42.2,90.0,0.47,5.4,14.9,0.36,36.8,75.1,0.49,18.7,25.2,0.74,13.8,30.9,44.8,25.5,9.7,4.9,15.6,23.2,108.6
MIN,82,19930,40.0,89.2,0.45,5.6,15.7,0.36,34.4,73.5,0.47,21.4,28.9,0.74,14.5,31.4,45.9,24.8,7.9,5.4,16.0,24.2,107.1
DEN,82,19730,40.9,86.4,0.47,5.7,15.0,0.38,35.2,71.4,0.49,24.7,32.7,0.75,14.9,32.6,47.4,26.9,9.0,7.3,16.9,24.2,112.1
LAC,82,19780,42.5,89.7,0.47,4.4,12.1,0.36,38.1,77.6,0.49,21.8,29.8,0.73,15.4,32.4,47.8,24.0,9.5,5.4,15.2,22.9,111.2
