OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1981,23,PHI,82,19855,38.7,85.8,0.45,0.6,2.3,0.24,38.1,83.4,0.46,21.6,29.1,0.74,15.0,26.7,41.8,23.8,9.6,4.4,19.2,23.9,99.5
1981,2,BOS,82,19780,40.6,87.8,0.46,0.4,1.7,0.22,40.2,86.2,0.47,21.1,27.4,0.77,14.3,26.2,40.5,22.8,8.9,4.2,17.7,24.8,102.6
1981,24,PHO,82,19755,39.1,83.8,0.47,0.8,2.4,0.33,38.3,81.3,0.47,20.4,27.6,0.74,13.5,26.5,39.9,22.8,10.6,4.7,20.3,24.5,99.4
1981,30,WAB,82,19780,41.7,88.8,0.47,0.4,2.1,0.21,41.3,86.7,0.48,18.8,25.6,0.74,14.3,31.3,45.5,24.4,8.8,5.6,16.7,22.4,102.7
1981,21,SEA,82,19780,41.8,89.8,0.46,0.5,1.9,0.27,41.3,87.9,0.47,20.8,28.1,0.74,15.1,28.5,43.6,24.7,9.0,4.7,16.3,24.7,104.8
1981,17,MIL,82,19755,38.8,84.6,0.46,0.4,2.3,0.18,38.4,82.3,0.47,23.7,31.7,0.75,14.8,25.9,40.7,23.8,8.6,4.7,19.6,24.0,101.8
1981,9,DET,82,19755,42.0,82.5,0.51,0.4,1.5,0.24,41.6,80.9,0.51,20.0,26.6,0.75,13.1,28.8,41.8,24.4,9.5,7.0,21.6,25.1,104.3
1981,12,IND,82,19730,41.7,85.2,0.49,0.5,2.2,0.23,41.2,83.1,0.5,21.2,27.6,0.77,15.0,29.0,44.0,25.5,8.4,5.3,19.9,24.9,105.0
1981,20,NYK,82,19830,42.6,85.0,0.5,0.5,2.1,0.25,42.1,82.9,0.51,18.7,24.9,0.75,13.7,29.4,43.2,25.0,8.3,5.4,19.9,23.9,104.4
1981,26,KCK,82,19830,40.9,85.0,0.48,0.4,1.8,0.2,40.5,83.2,0.49,22.6,29.9,0.76,13.6,30.0,43.6,22.2,8.6,4.6,18.2,24.1,104.7
1981,5,CHI,82,19780,42.5,86.9,0.49,0.6,2.7,0.23,41.9,84.2,0.5,20.1,26.7,0.76,13.8,25.3,39.1,23.5,9.5,5.3,18.1,25.7,105.8
1981,29,UTA,82,19730,42.7,87.4,0.49,0.6,1.8,0.31,42.2,85.6,0.49,23.4,30.8,0.76,14.4,30.4,44.8,24.7,7.4,5.1,16.2,23.1,109.4
1981,14,LAL,82,19805,42.3,90.9,0.46,0.5,2.2,0.23,41.8,88.7,0.47,18.9,25.5,0.74,16.3,26.8,43.1,26.9,8.9,4.2,17.4,22.1,103.9
1981,11,HOU,82,19805,43.6,88.5,0.49,0.6,2.1,0.29,43.0,86.4,0.5,18.9,25.4,0.74,14.2,28.5,42.7,26.4,8.3,4.4,17.2,23.8,106.7
1981,1,ALT,82,19930,41.2,83.2,0.5,0.4,1.8,0.21,40.8,81.4,0.5,24.5,32.0,0.77,14.6,28.1,42.7,23.4,9.1,6.7,20.4,26.8,107.3
1981,13,SDC,82,19730,42.6,84.4,0.5,0.4,1.9,0.22,42.2,82.5,0.51,22.1,29.5,0.75,13.2,28.8,42.1,25.4,8.3,4.8,18.8,24.3,107.6
1981,27,SAS,82,19805,42.2,89.3,0.47,0.5,2.0,0.27,41.6,87.3,0.48,20.8,28.1,0.74,14.3,25.6,39.9,26.0,8.2,5.7,16.7,25.9,105.7
1981,25,POR,82,19855,42.1,86.3,0.49,0.4,1.7,0.23,41.7,84.5,0.49,21.2,27.9,0.76,14.7,28.4,43.0,24.7,9.4,5.0,18.5,22.7,105.7
1981,7,DAL,82,19780,44.5,86.8,0.51,0.4,1.7,0.26,44.1,85.2,0.52,21.3,28.3,0.75,14.4,30.7,45.2,25.8,8.8,5.9,17.6,26.9,110.8
1981,6,CLE,82,19780,43.4,86.3,0.5,0.6,2.0,0.31,42.8,84.3,0.51,21.7,28.8,0.75,13.9,30.1,44.0,26.1,8.2,5.5,17.7,23.5,109.1
1981,10,GSW,82,19730,43.7,86.8,0.5,0.4,1.9,0.23,43.3,84.9,0.51,21.7,29.0,0.75,13.7,26.6,40.3,26.8,8.6,4.7,16.7,25.2,109.7
1981,3,NJN,82,19805,41.6,82.4,0.5,0.3,1.5,0.22,41.3,80.9,0.51,23.1,30.7,0.76,12.2,28.8,41.0,24.7,9.4,5.8,18.9,24.1,106.7
1981,8,DEN,82,19955,44.5,87.8,0.51,0.5,1.8,0.27,44.0,86.1,0.51,20.4,27.5,0.74,14.5,29.4,43.8,27.7,7.7,6.0,17.0,26.1,109.8
