PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Chris Paul,25,6,6,250,9.5,17.3,0.545,2.0,4.3,0.474,7.4,13.1,0.569,8.8,11.0,0.7959999999999999,0.7,8.3,9.0,15.5,2.5,0.0,5.0,2.5,29.7,,126,111
Trevor Ariza,25,6,6,241,8.2,19.8,0.41200000000000003,1.6,4.9,0.33299999999999996,6.5,14.9,0.43799999999999994,3.7,5.1,0.727,1.6,7.5,9.1,4.7,1.9,0.7,1.6,3.7,21.7,,103,112
Carl Landry,27,6,6,213,8.2,18.0,0.456,0.0,0.0,,8.2,18.0,0.456,8.7,9.5,0.917,2.9,5.0,7.9,1.6,1.1,0.8,3.2,6.6,25.1,,109,115
Emeka Okafor,28,6,6,188,6.0,9.3,0.645,0.0,0.0,,6.0,9.3,0.645,1.2,3.3,0.364,5.1,4.8,9.9,0.0,1.8,1.8,3.6,8.4,13.2,,100,113
Marco Belinelli,24,6,6,173,7.5,20.5,0.365,2.6,8.5,0.308,4.9,12.0,0.405,1.3,1.3,1.0,0.0,1.6,1.6,1.3,1.6,0.0,1.3,3.9,18.9,,88,118
Jarrett Jack,27,6,0,111,6.1,17.2,0.353,0.0,2.5,0.0,6.1,14.7,0.414,5.6,8.1,0.688,0.5,7.1,7.6,6.6,0.5,0.5,4.1,2.0,17.7,,85,115
Aaron Gray,26,6,0,87,5.8,8.4,0.6920000000000001,0.0,0.0,,5.8,8.4,0.6920000000000001,1.9,5.2,0.375,1.9,11.6,13.6,1.3,1.3,1.3,3.2,8.4,13.6,,99,109
Willie Green,29,6,0,84,9.4,24.1,0.389,1.3,6.0,0.222,8.0,18.1,0.444,2.7,4.7,0.5710000000000001,0.7,2.7,3.3,2.7,1.3,0.0,2.0,9.4,22.8,,87,117
Jason Smith,24,6,0,58,6.8,14.5,0.467,0.0,0.0,,6.8,14.5,0.467,0.0,0.0,,1.0,5.8,6.8,1.0,1.9,0.0,0.0,10.7,13.6,,99,113
Didier Ilunga-Mbenga,30,5,0,26,4.3,4.3,1.0,0.0,0.0,,4.3,4.3,1.0,2.2,4.3,0.5,4.3,6.5,10.8,2.2,4.3,6.5,2.2,15.1,10.8,,137,102
Quincy Pondexter,22,3,0,9,6.3,37.5,0.16699999999999998,0.0,18.8,0.0,6.3,18.8,0.33299999999999996,0.0,0.0,,0.0,6.3,6.3,6.3,0.0,0.0,0.0,6.3,12.5,,46,117
Patrick Ewing,26,2,0,2,28.1,28.1,1.0,28.1,28.1,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,,300,123
