Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1998,25,501,POR,Portland Trail Blazers,23.0,NBA,C,74.0,1007.0,13.3,0.5,0.01,0.55,10.9,17.9,14.6,3.6,1.5,6.8,13.4,14.7,,0.7,2.0,2.7,0.13,,-3.2,2.6,-0.6,0.4
1999,25,501,POR,Portland Trail Blazers,24.0,NBA,C,43.0,545.0,14.5,0.48,0.01,0.52,10.8,20.6,15.9,5.7,2.3,7.7,14.6,15.6,,0.2,1.4,1.6,0.14,,-3.2,3.4,0.2,0.3
2001,11,501,HOU,Houston Rockets,26.0,NBA,C,35.0,624.0,13.0,0.61,0.0,0.51,8.9,17.0,13.1,2.8,1.1,3.4,15.5,11.9,,1.0,0.7,1.7,0.13,,-2.0,0.8,-1.2,0.1
2002,11,501,HOU,Houston Rockets,27.0,NBA,C,75.0,1917.0,15.0,0.6,0.0,0.6,10.4,21.1,15.7,2.5,1.1,3.4,11.4,11.2,,3.6,1.7,5.3,0.13,,-1.0,0.2,-0.7,0.6
2003,11,501,HOU,Houston Rockets,28.0,NBA,C,73.0,1247.0,15.5,0.54,0.02,0.48,12.5,26.7,19.8,2.6,1.6,4.9,15.3,13.6,,1.3,2.5,3.8,0.14,,-1.7,1.5,-0.2,0.6
2004,11,501,HOU,Houston Rockets,29.0,NBA,PF,69.0,1743.0,13.2,0.5,0.0,0.39,10.9,20.5,16.0,6.9,1.6,4.2,16.6,13.9,,1.1,3.5,4.6,0.13,,-2.0,2.4,0.4,1.1
2005,22,501,ORL,Orlando Magic,30.0,NBA,C,62.0,1525.0,14.9,0.6,0.0,0.48,7.6,22.7,15.3,3.9,1.8,3.8,15.1,12.1,,2.1,2.2,4.3,0.14,,-0.7,1.5,0.8,1.1
2006,31,501,TOT,Total After Trade,31.0,NBA,C,27.0,333.0,9.3,0.49,0.0,0.42,7.6,18.0,12.9,1.9,1.0,2.8,15.3,16.7,,0.0,0.4,0.3,0.04,,-4.9,-0.3,-5.2,-0.3
2006,22,501,ORL,Orlando Magic,31.0,NBA,C,23.0,299.0,9.4,0.5,0.0,0.49,8.1,17.7,13.0,1.1,1.1,2.6,15.5,16.4,,0.0,0.3,0.3,0.05,,-4.7,-0.2,-4.9,-0.2
2006,9,501,DET,Detroit Pistons,31.0,NBA,C,4.0,34.0,7.7,0.42,0.0,0.0,3.5,21.2,12.2,9.7,0.0,4.3,14.3,19.6,,-0.1,0.1,0.0,-0.01,,-6.6,-0.8,-7.5,0.0
2007,20,501,NYK,New York Knicks,32.0,NBA,C,18.0,95.0,12.3,0.4,0.0,0.55,15.2,23.5,19.4,0.0,1.7,8.4,18.0,15.9,,-0.1,0.2,0.1,0.04,,-3.7,0.9,-2.8,0.0
