Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,17,1755,MIL,Milwaukee Bucks,23.0,NBA,C,6.0,112.0,13.0,0.61,0.0,0.29,6.2,26.6,15.4,6.6,0.9,8.3,24.9,13.7,0.0,0.1,0.1,0.06,-3.4,4.0,0.6,0.1
1983,17,1755,MIL,Milwaukee Bucks,24.0,NBA,PF,9.0,206.0,12.0,0.44,0.02,0.08,10.9,22.4,16.5,7.5,2.2,4.2,20.7,16.8,-0.2,0.4,0.3,0.06,-1.2,1.3,0.1,0.1
1984,17,1755,MIL,Milwaukee Bucks,25.0,NBA,PF,16.0,368.0,10.0,0.55,0.0,0.62,8.7,20.0,14.8,4.0,0.7,3.9,21.4,14.7,-0.1,0.7,0.6,0.08,-2.4,0.7,-1.7,0.0
1985,17,1755,MIL,Milwaukee Bucks,26.0,NBA,C,8.0,203.0,12.3,0.47,0.0,0.53,16.5,19.7,18.2,10.3,1.4,4.3,17.8,18.3,-0.1,0.3,0.2,0.04,-1.7,1.2,-0.5,0.1
1986,17,1755,MIL,Milwaukee Bucks,27.0,NBA,C,14.0,335.0,18.4,0.65,0.01,0.56,12.9,20.9,16.8,5.3,1.0,4.0,14.0,18.5,0.7,0.4,1.1,0.16,1.6,0.8,2.4,0.4
1987,21,1755,SEA,Seattle Supersonics,28.0,NBA,C,9.0,206.0,10.6,0.46,0.0,0.4,14.4,16.2,15.2,4.3,1.7,4.0,14.5,13.6,0.0,0.3,0.3,0.07,-3.0,-0.1,-3.2,-0.1
1988,21,1755,SEA,Seattle Supersonics,29.0,NBA,C,5.0,77.0,17.4,0.73,0.0,0.29,14.0,28.0,21.3,8.1,0.6,4.0,17.2,12.4,0.2,0.1,0.3,0.18,1.0,2.6,3.5,0.1
1989,21,1755,SEA,Seattle Supersonics,30.0,NBA,C,8.0,160.0,13.9,0.56,0.0,0.67,8.7,18.8,13.5,1.7,0.6,8.6,15.1,15.4,0.2,0.2,0.3,0.1,-2.8,2.0,-0.8,0.0
1991,10,1755,GSW,Golden State Warriors,32.0,NBA,C,6.0,72.0,9.6,0.48,0.0,0.2,11.2,34.5,22.7,3.8,0.0,6.1,22.7,21.1,-0.2,0.1,-0.1,-0.05,-5.7,-0.9,-6.6,-0.1
1992,10,1755,GSW,Golden State Warriors,33.0,NBA,C,4.0,47.0,8.2,0.46,0.0,0.33,6.9,20.9,13.5,2.8,0.0,5.4,14.9,17.6,0.0,0.0,0.0,-0.02,-6.0,-1.0,-7.1,-0.1
1998,25,1755,POR,Portland Trail Blazers,39.0,NBA,C,2.0,11.0,-8.0,0.33,0.0,0.0,10.5,11.6,11.0,0.0,0.0,7.5,40.0,20.1,-0.1,0.0,-0.1,-0.28,-19.3,-1.5,-20.8,-0.1
