Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,5,CHI,Charlotte Bobcats,Michael Jordan,22,3,3,135,12.8,25.3,0.5,0.3,0.3,1.0,12.5,25.1,0.5,9.1,10.4,0.87,1.3,3.7,5.1,4.5,1.9,1.1,3.7,3.5,34.9
1986,5,CHI,Charlotte Bobcats,Orlando Woolridge,26,3,3,135,6.7,16.5,0.4,0.0,0.3,0.0,6.7,16.3,0.41,3.5,4.0,0.87,1.6,2.1,3.7,1.1,0.8,0.3,1.1,3.2,16.8
1986,5,CHI,Charlotte Bobcats,Dave Corzine,29,3,3,103,5.6,10.1,0.55,0.0,0.0,,5.6,10.1,0.55,1.4,1.4,1.0,2.1,7.3,9.4,2.1,0.3,0.7,2.1,4.2,12.6
1986,5,CHI,Charlotte Bobcats,Charles Oakley,22,3,3,88,4.5,8.6,0.52,0.0,0.0,,4.5,8.6,0.52,3.3,5.3,0.62,4.1,8.2,12.3,1.2,2.5,0.8,2.0,5.3,12.3
1986,5,CHI,Charlotte Bobcats,Kyle Macy,28,3,3,87,2.1,5.8,0.36,0.4,1.7,0.25,1.7,4.1,0.4,0.4,0.4,1.0,0.8,0.8,1.7,4.1,0.8,0.0,0.4,3.7,5.0
1986,5,CHI,Charlotte Bobcats,John Paxson,25,3,0,80,3.2,6.8,0.47,0.0,0.0,,3.2,6.8,0.47,5.9,7.7,0.76,0.0,0.0,0.0,2.3,1.4,0.0,1.4,4.1,12.2
1986,5,CHI,Charlotte Bobcats,Gene Banks,26,3,0,69,5.2,9.4,0.56,0.0,1.0,0.0,5.2,8.3,0.62,1.0,2.1,0.5,2.1,3.1,5.2,2.6,0.5,0.0,2.1,5.2,11.5
1986,5,CHI,Charlotte Bobcats,Sidney Green,25,3,0,53,4.1,13.6,0.3,0.0,0.0,,4.1,13.6,0.3,4.1,8.2,0.5,4.8,3.4,8.2,0.0,0.7,0.7,2.0,6.1,12.2
1986,5,CHI,Charlotte Bobcats,George Gervin,33,2,0,11,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,3.3,3.3,0.0,0.0,6.5,9.8,0.0
1986,5,CHI,Charlotte Bobcats,Mike Smrek,23,3,0,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.2,0.0,14.4,0.0
1986,5,CHI,Charlotte Bobcats,Jawann Oldham,28,1,0,4,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,9.0,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0
