Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
966,World B. Free,1953-12-09,6.0,4.0,162.0,6.45,18.85,0.34,0.0,2.75,0,6.45,16.1,0.4,3.6,3.95,0.91,2.75,3.05,5.75,7.0,0.95,0.0,7.25,6.1,16.55,68.0,115.5
