Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,17,643,MIL,Milwaukee Bucks,23.0,NBA,C,71.0,900.0,15.3,0.55,0.0,0.33,10.1,18.4,14.4,8.2,1.1,1.0,14.9,22.0,,1.2,1.2,2.5,0.13,,-1.0,-0.6,-1.6,0.1
1981,17,643,MIL,Milwaukee Bucks,24.0,NBA,C,74.0,1084.0,15.2,0.57,0.0,0.3,10.2,19.4,14.9,8.0,1.3,1.0,17.9,23.0,,1.0,1.7,2.7,0.12,,-1.4,-0.6,-2.0,0.0
1982,17,643,MIL,Milwaukee Bucks,25.0,NBA,PF,78.0,1132.0,11.1,0.54,0.0,0.21,6.4,17.9,12.4,12.5,0.9,0.5,18.7,21.0,,0.1,1.7,1.8,0.08,,-3.5,-0.1,-3.6,-0.5
1983,7,643,DAL,Dallas Mavericks,26.0,NBA,C,81.0,2317.0,14.6,0.53,0.0,0.22,10.3,21.0,15.5,8.4,1.1,0.8,14.4,19.2,,2.5,1.5,4.0,0.08,,-0.4,-1.4,-1.7,0.2
1984,7,643,DAL,Dallas Mavericks,27.0,NBA,PF,80.0,2492.0,13.8,0.52,0.0,0.21,7.0,23.6,15.3,8.7,1.2,0.5,12.8,19.2,,1.6,2.7,4.2,0.08,,-1.4,-0.6,-2.0,0.0
1985,20,643,NYK,New York Knicks,28.0,NBA,C,63.0,2069.0,14.3,0.56,0.0,0.28,7.6,21.9,14.5,7.9,1.2,0.5,15.6,21.2,,1.3,2.0,3.3,0.08,,-0.5,-1.0,-1.5,0.3
1986,20,643,NYK,New York Knicks,29.0,NBA,C,31.0,1007.0,14.0,0.52,0.0,0.34,9.9,22.2,15.7,7.5,1.3,0.7,15.6,23.1,,0.0,1.5,1.5,0.07,,-1.4,-0.2,-1.6,0.1
1987,20,643,NYK,New York Knicks,30.0,NBA,PF,49.0,1056.0,11.4,0.49,0.0,0.29,13.0,20.3,16.6,5.3,1.2,0.4,16.5,20.4,,-0.3,0.9,0.6,0.02,,-2.9,-1.7,-4.6,-0.7
1988,20,643,NYK,New York Knicks,31.0,NBA,PF,62.0,946.0,9.6,0.5,0.0,0.26,9.6,19.1,14.2,5.6,1.0,0.7,16.0,17.5,,0.0,1.1,1.1,0.06,,-3.2,-0.5,-3.7,-0.4
1989,16,643,MIA,Miami Heat,32.0,NBA,PF,53.0,1096.0,11.0,0.53,0.0,0.25,8.3,21.0,14.4,6.8,1.3,1.0,20.3,20.3,,-0.5,1.1,0.6,0.03,,-3.6,-0.8,-4.5,-0.7
1990,16,643,MIA,Miami Heat,33.0,NBA,C,37.0,391.0,10.5,0.5,0.0,0.23,7.6,19.1,13.1,5.0,1.5,0.6,15.4,21.4,,-0.3,0.4,0.1,0.02,,-4.0,-0.9,-5.0,-0.3
1991,29,643,UTA,Utah Jazz,34.0,NBA,PF,4.0,26.0,14.2,0.72,0.0,1.67,14.5,8.5,11.3,0.0,0.0,0.0,16.1,21.1,,0.1,0.0,0.1,0.21,,-2.5,-0.7,-3.2,0.0
