Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2003,30,1446,WAS,Washington Wizards,Jared Jeffries,"November 25, 1981",21.0,NBA,SF,20.0,1.0,292.0,5.6,11.7,0.48,0.6,1.1,0.5,5.0,10.6,0.47,3.0,5.4,0.55,4.8,6.0,10.8,3.0,1.5,0.9,3.9,5.2,14.7,,97.0,105.0
2004,30,1446,WAS,Washington Wizards,Jared Jeffries,"November 25, 1981",22.0,NBA,PF,82.0,38.0,1913.0,4.8,12.8,0.38,0.1,0.8,0.17,4.7,11.9,0.39,2.9,4.7,0.61,4.9,6.6,11.5,2.5,1.3,0.8,2.9,5.8,12.6,,91.0,106.0
2005,30,1446,WAS,Washington Wizards,Jared Jeffries,"November 25, 1981",23.0,NBA,SF,77.0,71.0,2007.0,5.2,11.1,0.47,0.4,1.3,0.31,4.8,9.8,0.49,2.6,4.4,0.58,3.9,5.7,9.6,3.9,1.7,0.9,2.9,5.3,13.4,,104.0,108.0
2006,30,1446,WAS,Washington Wizards,Jared Jeffries,"November 25, 1981",24.0,NBA,PF,77.0,77.0,1951.0,5.0,11.1,0.45,0.4,1.3,0.32,4.6,9.7,0.47,2.6,4.5,0.59,4.4,5.7,10.1,3.9,1.5,1.3,2.6,5.9,13.0,,106.0,108.0
2007,20,1446,NYK,New York Knicks,Jared Jeffries,"November 25, 1981",25.0,NBA,SF,55.0,43.0,1307.0,3.8,8.3,0.46,0.1,0.8,0.1,3.8,7.5,0.5,1.3,2.8,0.46,4.5,5.1,9.6,2.7,1.8,1.2,2.5,6.1,9.0,,99.0,108.0
2008,20,1446,NYK,New York Knicks,Jared Jeffries,"November 25, 1981",26.0,NBA,SF,73.0,19.0,1325.0,4.3,10.7,0.4,0.2,1.0,0.16,4.1,9.7,0.42,1.9,3.7,0.53,4.7,4.9,9.6,2.6,1.4,0.9,2.5,5.2,10.6,,94.0,112.0
2009,20,1446,NYK,New York Knicks,Jared Jeffries,"November 25, 1981",27.0,NBA,SF,56.0,36.0,1310.0,4.5,10.3,0.44,0.0,0.5,0.08,4.5,9.9,0.46,2.1,3.4,0.61,4.9,3.9,8.8,3.0,1.8,1.3,2.5,5.8,11.2,,102.0,111.0
2010,31,1446,TOT,Total After Trade,Jared Jeffries,"November 25, 1981",28.0,NBA,"PF,SF",70.0,37.0,1794.0,3.9,8.9,0.44,0.6,2.0,0.3,3.3,6.9,0.48,2.1,3.4,0.62,3.7,4.5,8.2,2.9,1.8,2.0,2.2,5.8,10.6,,106.0,110.0
2010,20,1446,NYK,New York Knicks,Jared Jeffries,"November 25, 1981",28.0,NBA,PF,52.0,37.0,1462.0,3.6,8.0,0.44,0.7,2.2,0.32,2.9,5.9,0.49,2.1,3.2,0.64,3.5,4.3,7.8,2.9,1.9,2.0,2.2,5.5,9.9,,107.0,111.0
2010,11,1446,HOU,Houston Rockets,Jared Jeffries,"November 25, 1981",28.0,NBA,SF,18.0,0.0,332.0,5.5,12.9,0.43,0.2,1.4,0.11,5.4,11.5,0.47,2.3,4.2,0.56,4.8,5.2,10.0,2.8,1.4,2.0,2.2,7.1,13.5,,101.0,108.0
2011,31,1446,TOT,Total After Trade,Jared Jeffries,"November 25, 1981",29.0,NBA,PF,42.0,9.0,601.0,2.5,7.2,0.35,0.2,0.8,0.22,2.3,6.5,0.36,1.0,2.4,0.41,5.2,4.5,9.7,3.0,2.6,1.4,1.8,6.3,6.2,,99.0,108.0
2011,11,1446,HOU,Houston Rockets,Jared Jeffries,"November 25, 1981",29.0,NBA,PF,18.0,0.0,138.0,4.1,13.3,0.31,0.4,2.2,0.17,3.7,11.1,0.33,1.5,3.7,0.4,7.4,5.5,12.9,4.1,2.6,1.1,1.5,7.8,10.0,,97.0,107.0
2011,20,1446,NYK,New York Knicks,Jared Jeffries,"November 25, 1981",29.0,NBA,PF,24.0,9.0,463.0,2.1,5.4,0.38,0.1,0.3,0.33,2.0,5.1,0.38,0.9,2.1,0.42,4.6,4.2,8.8,2.7,2.6,1.5,1.8,5.9,5.1,,101.0,109.0
2012,20,1446,NYK,New York Knicks,Jared Jeffries,"November 25, 1981",30.0,NBA,PF,39.0,4.0,729.0,4.2,10.2,0.41,0.2,1.1,0.19,4.0,9.0,0.44,3.5,5.1,0.68,4.9,5.9,10.7,1.8,2.0,1.8,2.0,6.3,12.0,,105.0,100.0
2013,25,1446,POR,Portland Trail Blazers,Jared Jeffries,"November 25, 1981",31.0,NBA,PF,38.0,0.0,350.0,2.4,8.1,0.3,0.0,0.3,0.0,2.4,7.8,0.31,1.8,3.5,0.52,3.9,5.1,9.0,2.1,0.9,0.9,2.6,8.7,6.6,,80.0,111.0
