SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1988,21,SEA,Dale Ellis,27,75,73,37.2,10.2,20.3,0.5,1.4,3.5,0.41,8.8,16.8,0.52,0.54,4.0,5.3,0.77,2.2,2.3,4.5,2.6,1.0,0.1,2.3,2.9,25.8
1988,21,SEA,Xavier McDaniel,24,78,77,34.7,8.8,18.0,0.49,0.2,0.6,0.28,8.6,17.4,0.5,0.49,3.6,5.0,0.72,2.6,4.0,6.6,3.4,1.2,0.7,2.9,2.9,21.4
1988,21,SEA,Tom Chambers,28,82,82,32.7,7.5,16.6,0.45,0.4,1.3,0.3,7.0,15.3,0.46,0.46,5.1,6.3,0.81,1.6,4.3,6.0,2.6,1.1,0.6,2.5,3.6,20.4
1988,21,SEA,Nate McMillan,23,82,82,29.9,2.9,6.0,0.47,0.1,0.3,0.38,2.8,5.8,0.48,0.48,1.8,2.5,0.71,1.4,2.7,4.1,8.6,2.1,0.6,2.3,2.9,7.6
1988,21,SEA,Alton Lister,29,82,55,22.1,2.1,4.2,0.5,0.0,0.0,0.5,2.1,4.2,0.5,0.51,1.4,2.3,0.61,2.4,5.2,7.6,0.7,0.3,1.7,1.1,3.9,5.6
1988,21,SEA,Derrick McKey,21,82,4,20.8,3.1,6.3,0.49,0.1,0.4,0.37,3.0,6.0,0.5,0.5,2.1,2.7,0.77,1.4,2.6,4.0,1.3,0.9,0.8,1.3,2.9,8.5
1988,21,SEA,Sedale Threatt,26,26,0,13.6,3.2,6.2,0.52,0.0,0.3,0.14,3.2,6.0,0.54,0.52,1.0,1.2,0.83,0.4,0.8,1.3,2.0,1.3,0.2,0.7,1.1,7.5
1988,21,SEA,Kevin Williams,26,80,9,13.6,2.5,5.6,0.44,0.0,0.1,0.14,2.5,5.5,0.45,0.44,1.3,1.5,0.84,0.8,0.8,1.6,1.2,0.8,0.1,0.9,2.6,6.3
1988,21,SEA,Olden Polynice,23,82,0,13.2,1.4,3.1,0.46,0.0,0.0,0.0,1.4,3.1,0.47,0.46,1.2,1.9,0.64,1.5,2.5,4.0,0.4,0.4,0.3,1.0,2.6,4.1
1988,21,SEA,Sam Vincent,24,43,0,12.7,1.7,3.5,0.47,0.1,0.3,0.38,1.6,3.2,0.48,0.49,1.1,1.4,0.77,0.4,0.7,1.1,3.2,0.5,0.1,1.2,1.5,4.5
1988,21,SEA,Danny Young,25,77,0,12.3,1.2,2.8,0.41,0.3,1.0,0.29,0.9,1.8,0.48,0.46,0.6,0.7,0.81,0.2,0.7,1.0,2.8,0.7,0.0,0.5,0.9,3.2
1988,21,SEA,Russ Schoene,27,81,2,12.0,2.6,5.6,0.46,0.2,0.7,0.29,2.4,4.9,0.48,0.48,0.6,0.8,0.81,1.0,1.5,2.4,0.7,0.5,0.2,0.7,1.9,6.0
1988,21,SEA,Clemon Johnson,31,74,26,9.8,0.7,1.4,0.47,0.0,0.0,,0.7,1.4,0.47,0.47,0.3,0.4,0.69,0.9,1.5,2.4,0.2,0.2,0.3,0.4,1.4,1.6
