SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1988,13,LAC,Michael Cage,26,72,70,36.9,5.0,10.6,0.47,0.0,0.0,0.0,5.0,10.6,0.47,0.47,4.5,6.6,0.69,5.2,7.9,13.0,1.5,1.3,0.8,2.2,2.7,14.5
1988,13,LAC,Benoit Benjamin,23,66,59,32.9,5.2,10.5,0.49,0.0,0.1,0.0,5.2,10.4,0.5,0.49,2.7,3.9,0.71,1.7,6.3,8.0,2.6,0.8,3.4,3.4,3.1,13.0
1988,13,LAC,Mike Woodson,29,80,77,31.7,7.0,15.8,0.44,0.2,1.0,0.23,6.8,14.8,0.46,0.45,3.7,4.3,0.87,0.8,1.6,2.4,3.4,1.4,0.3,2.3,2.6,18.0
1988,13,LAC,Larry Drew,29,74,51,27.4,4.4,9.7,0.46,0.4,1.2,0.29,4.1,8.5,0.48,0.47,1.1,1.5,0.77,0.3,1.3,1.6,5.2,0.9,0.0,2.1,1.5,10.3
1988,13,LAC,Joe Wolf,23,42,26,27.1,3.2,8.0,0.41,0.1,0.4,0.2,3.2,7.6,0.42,0.41,1.1,1.3,0.83,1.2,3.2,4.5,2.3,0.9,0.4,1.8,3.3,7.6
1988,13,LAC,Reggie Williams,23,35,14,24.5,4.3,12.2,0.36,0.4,1.7,0.22,4.0,10.5,0.38,0.37,1.4,1.9,0.73,1.6,1.8,3.4,1.7,0.8,0.6,1.8,3.1,10.4
1988,13,LAC,Greg Kite,26,40,19,24.4,2.1,4.6,0.46,0.0,0.0,0.0,2.1,4.5,0.46,0.46,1.0,1.8,0.53,1.9,4.1,6.0,1.1,0.4,1.3,1.6,3.4,5.1
1988,13,LAC,Kenny Fields,25,7,0,22.0,2.3,5.1,0.44,0.0,0.0,,2.3,5.1,0.44,0.44,2.9,3.7,0.77,1.9,2.3,4.1,1.4,0.7,0.3,2.7,2.4,7.4
1988,13,LAC,Ken Norman,23,66,28,21.7,3.7,7.6,0.48,0.0,0.2,0.0,3.7,7.4,0.49,0.48,1.3,2.6,0.51,1.5,2.5,4.0,1.2,0.7,0.5,1.6,1.9,8.6
1988,13,LAC,Darnell Valentine,28,79,31,20.7,2.8,6.7,0.42,0.2,0.4,0.46,2.6,6.3,0.42,0.43,1.3,1.7,0.74,0.5,1.5,2.0,4.8,1.5,0.1,1.9,1.7,7.1
1988,13,LAC,Eric White,22,17,4,20.7,3.9,7.3,0.53,0.1,0.1,1.0,3.8,7.2,0.53,0.54,2.6,3.4,0.79,1.8,1.8,3.6,0.5,0.4,0.2,1.2,1.9,10.5
1988,13,LAC,Quintin Dailey,27,67,7,19.1,4.9,11.3,0.43,0.0,0.2,0.17,4.9,11.1,0.44,0.44,3.6,4.7,0.78,0.9,1.4,2.3,1.6,1.0,0.1,1.8,1.9,13.4
1988,13,LAC,Tod Murphy,24,1,0,19.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,3.0,4.0,0.75,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,5.0
1988,13,LAC,Steve Burtt,25,19,0,16.4,3.3,7.3,0.45,0.0,0.2,0.0,3.3,7.1,0.46,0.45,2.5,3.6,0.68,0.3,1.1,1.4,2.0,0.5,0.3,2.1,2.9,9.0
1988,13,LAC,Earl Cureton,30,69,11,16.3,1.9,4.5,0.43,0.0,0.0,0.0,1.9,4.4,0.43,0.43,0.5,0.9,0.52,1.4,2.5,3.9,0.9,0.5,0.5,0.8,2.0,4.3
1988,13,LAC,Norris Coleman,26,29,11,14.9,2.3,6.6,0.35,0.0,0.1,0.5,2.2,6.5,0.34,0.35,0.7,1.2,0.56,1.2,1.6,2.8,0.4,0.4,0.2,0.6,1.8,5.3
1988,13,LAC,Claude Gregory,29,23,2,13.6,2.7,5.8,0.46,0.0,0.0,0.0,2.7,5.8,0.46,0.46,0.5,1.6,0.33,1.6,2.5,4.1,0.7,0.4,0.6,1.0,1.6,5.8
1988,13,LAC,Michael Phelps,26,2,0,11.5,1.5,3.5,0.43,0.0,0.0,,1.5,3.5,0.43,0.43,1.5,2.0,0.75,0.0,1.0,1.0,1.5,2.5,0.0,1.0,0.5,4.5
1988,13,LAC,Martin Nessley,22,35,0,8.4,0.5,1.4,0.37,0.0,0.0,,0.5,1.4,0.37,0.37,0.2,0.4,0.5,0.6,1.5,2.1,0.5,0.2,0.3,0.6,2.2,1.2
1988,13,LAC,Lancaster Gordon,25,8,0,8.1,1.4,3.9,0.36,0.0,0.0,,1.4,3.9,0.36,0.36,0.8,0.8,1.0,0.3,0.3,0.5,0.9,0.1,0.3,0.5,1.0,3.5
